,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
18,green salad with cranberry vinaigrette,459487,20,6,"['almond', 'wine vinegar', 'oil', 'cranberry', 'mustard', 'garlic', 'salt', 'pepper', 'water', 'shallot', 'gorgonzola', 'salad green']",201.9,28.0,2.0,15.0,11.0,21.0,1.0,-
19,lauralynne s hearts of palm salad,50558,10,7,"['garlic', 'oil', 'wine vinegar', 'salt', 'pepper', 'mustard', 'palm', 'tomato', 'salad green']",149.1,19.0,2.0,28.0,7.0,9.0,2.0,-
20,cherry cola baked apples,146262,60,9,"['raisin', 'walnut', 'sugar', 'cinnamon', 'apple', 'cherry cola', 'butter']",270.7,7.0,206.0,1.0,3.0,7.0,20.0,-
21,cinnamon apple topping,332869,15,8,"['apple juice', 'cornstarch', 'sugar', 'cinnamon', 'salt', 'apple']",106.4,0.0,88.0,1.0,0.0,0.0,9.0,-
22,cinnamon sugar snack mix,200150,70,9,"['butter', 'life cereal', 'pretzel twist', 'sugar', 'cinnamon', 'apple', 'raisin']",200.7,7.0,78.0,7.0,6.0,13.0,12.0,-
23,excellent yam and apple casserole,164666,130,17,"['yam', 'butter', 'cornstarch', 'sugar', 'apple juice', 'lemon juice concentrate', 'cinnamon', 'allspice', 'apple']",425.7,9.0,130.0,3.0,6.0,18.0,30.0,-
24,wicklewood s cinnamon and apple quinoa,447114,10,5,"['quinoa', 'apple juice', 'cinnamon', 'sugar', 'butter', 'raisin', 'apple', 'applesauce']",392.2,4.0,194.0,0.0,13.0,1.0,29.0,-
25,butter chews,72318,40,10,"['butter', 'sugar', 'wheat flour', 'sugar', 'jumbo egg', 'nut', 'coconut', 'egg white', 'sugar icing']",222.9,16.0,87.0,4.0,5.0,28.0,9.0,-
26,czechoslovakian cookies,20951,75,13,"['butter', 'sugar', 'jumbo egg', 'wheat flour', 'nut', 'boysenberry']",335.1,22.0,104.0,5.0,9.0,29.0,16.0,-
27,g  g  s butter cookies,338221,70,12,"['butter', 'sugar', 'jumbo egg', 'egg white', 'wheat flour', 'vanilla', 'sugar sprinkle']",104.2,8.0,22.0,0.0,2.0,16.0,4.0,-
28,nut sticks,68249,49,12,"['wheat flour', 'butter', 'jumbo egg', 'sugar', 'vanilla', 'nut']",68.3,6.0,11.0,1.0,1.0,12.0,2.0,-
29,raspberry slice,180735,50,18,"['butter', 'sugar', 'jumbo egg', 'wheat flour', 'wheat flour', 'strawberry jam', 'egg white', 'coconut']",64.8,4.0,23.0,2.0,1.0,9.0,3.0,-
30,aunt fran s polish kolaezki,344964,75,8,"['butter', 'cheese', 'wheat flour', 'fruit fill', 'sugar']",58.5,6.0,0.0,1.0,1.0,13.0,1.0,-
31,grammy s anise cookies,273312,30,5,"['wheat flour', 'sugar', 'ground aniseed', 'butter']",138.3,11.0,33.0,2.0,2.0,24.0,5.0,-
32,hamentashen dough,53962,210,7,"['butter', 'wheat flour', 'cheese', 'sugar']",92.5,11.0,0.0,2.0,2.0,23.0,1.0,-
33,matcha green tea frosting,279783,10,5,"['butter', 'cheese', 'sugar', 'tea powder']",158.5,16.0,59.0,4.0,1.0,33.0,5.0,-
34,smul paj  crumb pie,14862,30,5,"['wheat flour', 'butter', 'sugar']",120.8,10.0,14.0,1.0,2.0,20.0,4.0,-
35,5 star chocolate chip cookies,355169,25,11,"['butter', 'sugar', 'sugar', 'egg', 'vanilla extract', 'purpose flour', 'baking soda', 'water', 'salt', 'chocolate chip cookie', 'walnut']",6785.0,498.0,2574.0,167.0,141.0,974.0,322.0,-
36,chocolate chip brownie cake,12524,65,15,"['butter', 'chocolate chip cookie', 'wheat flour', 'baking soda', 'sugar', 'vanilla essence', 'egg', 'water']",5805.3,446.0,2495.0,94.0,140.0,845.0,272.0,-
37,german chocolate cake,210279,70,14,"['chocolate', 'water', 'wheat flour', 'baking soda', 'salt', 'butter', 'sugar', 'egg', 'vanilla', 'buttermilk']",5062.4,380.0,1890.0,154.0,130.0,736.0,224.0,-
38,incredible chocolate chip cookies,280114,38,14,"['butter', 'egg', 'molasses', 'vanilla', 'water', 'sugar', 'sugar', 'baking soda', 'baking powder', 'salt', 'wheat flour', 'chocolate chip cookie']",10669.3,826.0,3685.0,314.0,204.0,1639.0,484.0,-
39,m m and chocolate chews,409,50,5,"['butter', 'egg', 'sugar', 'vanilla', 'wheat flour', 'baking soda', 'chocolate chip cookie', 'm&m', 'cocoa', 'salt']",6541.0,522.0,2506.0,181.0,122.0,1040.0,286.0,-
40,beau catchin  lemon pie,31257,37,17,"['pie shell', 'sugar', 'cornstarch', 'salt', 'water', 'lemon juice concentrate', 'egg', 'butter', 'lemon rind', 'tartar', 'vanilla', 'marshmallow creme']",446.2,20.0,227.0,14.0,11.0,23.0,25.0,['american']
41,grannie s lemon pie,148871,30,7,"['cornstarch', 'sugar', 'water', 'lemon juice concentrate', 'butter', 'egg', 'salt', 'lemon rind']",125.4,4.0,88.0,1.0,3.0,6.0,8.0,['american']
42,key lime  bar cookies,412704,45,21,"['butter', 'sugar icing', 'purpose flour', 'salt', 'egg', 'sugar', 'lime juice concentrate', 'zest']",299.5,19.0,115.0,1.0,7.0,38.0,14.0,['american']
43,lollipops,1229,85,9,"['sugar', 'tartar', 'water', 'flavoring', 'food coloring paste']",154.9,0.0,159.0,0.0,0.0,0.0,13.0,['american']
44,orange citrus cake filling,147364,4500,8,"['egg', 'sugar', 'cornstarch', 'salt', 'water', 'juice', 'lemon juice concentrate', 'zest', 'butter']",307.4,17.0,162.0,5.0,7.0,31.0,16.0,-
45,caramelized pecan pumpkin tart,63425,60,21,"['pistachio', 'pie crust', 'pumpkin puree', 'egg', 'sugar', 'sugar', 'cinnamon', 'ground ginger', 'clove', 'nutmeg', 'allspice', 'cream', 'vanilla extract', 'sugar', 'butter', 'cream']",773.5,84.0,180.0,11.0,16.0,123.0,22.0,-
46,eggnog pumpkin ice cream pie,262370,30,15,"['gingersnap', 'butter', 'eggnog', 'sugar pumpkin', 'sugar', 'cinnamon', 'nutmeg', 'rum', 'cream', 'cream']",281.9,24.0,89.0,6.0,3.0,45.0,11.0,-
47,martin sheen s favorite pumpkin cheesecake,78730,105,21,"['cracker', 'sugar', 'cinnamon', 'butter', 'cheese', 'egg', 'pumpkin puree', 'cream', 'vanilla extract', 'ground ginger', 'nutmeg', 'allspice', 'clove']",549.7,60.0,141.0,14.0,15.0,111.0,14.0,-
48,spiced pumpkin cheesecake,220930,120,25,"['cracker', 'sugar', 'cinnamon', 'butter', 'cheese', 'egg', 'pumpkin puree', 'cream', 'vanilla extract', 'ground ginger', 'nutmeg', 'allspice', 'clove']",533.8,60.0,126.0,12.0,17.0,120.0,12.0,-
49,spiced pumpkin swirl cheesecake,336586,99,26,"['pistachio', 'sugar', 'butter', 'cheese', 'cream', 'vanilla extract', 'egg', 'sugar pumpkin', 'cinnamon', 'ground ginger', 'clove', 'nutmeg']",728.8,92.0,129.0,15.0,24.0,132.0,13.0,-
50,cajun chicken pasta recipe,145662,20,6,"['penne pasta', 'chicken breast', 'seasoning salt', 'butter', 'durkee onion', 'whipping cream', 'tomato', 'salt', 'leaf basil', 'pepper', 'garlic', 'parmesan cheese']",985.3,107.0,10.0,24.0,81.0,193.0,16.0,['american']
51,cajun seafood au gratin,92998,35,17,"['cream', 'leaf basil', 'thyme sprigs', 'salt', 'pepper', 'pepper', 'pepper', 'durkee onion', 'leaf parsley', 'shrimp', 'crawfish tail', 'crabmeat', 'cheese', 'parmesan cheese']",497.2,59.0,2.0,55.0,60.0,115.0,2.0,['american']
52,spicy shrimp and scallop alfredo,383005,25,13,"['shrimp', 'scallop', 'tomato', 'champignon mushroom', 'broccoli', 'whipping cream', 'parmesan cheese', 'garlic', 'durkee onion', 'garlic', 'pepper flake', 'cayenne pepper', 'salt', 'butter', 'oil', 'penne pasta', 'leaf parsley']",554.0,63.0,9.0,48.0,55.0,115.0,6.0,['american']
53,shrimp and tasso pasta,68277,105,10,"['bow tie pasta', 'butter', 'garlic', 'tasso', 'durkee onion', 'champignon mushroom', 'bell pepper', 'durkee onion', 'wheat flour', 'whipping cream', 'thyme sprigs', 'leaf basil', 'cayenne pepper', 'pepper', 'pepper', 'salt', 'shrimp', 'parmesan cheese']",1003.0,93.0,13.0,39.0,96.0,178.0,22.0,-
54,spicy shrimp and scallops pasta casserole,65320,65,10,"['oil', 'durkee onion', 'garlic', 'juice', 'tomato sauce', 'salt', 'pepper flake', 'pepper', 'leaf basil', 'penne pasta', 'shrimp', 'butter', 'scallop', 'parmesan cheese']",624.3,35.0,28.0,53.0,63.0,59.0,25.0,-
55,yai yai s moussaka,213788,105,36,"['eggplant', 'potato', 'oil', 'durkee onion', 'garlic', 'oregano', 'salt', 'pepper', 'cinnamon', 'parmesan cheese', 'feta cheese', 'ground beef', 'tomato paste', 'leaf parsley', 'butter', 'wheat flour', 'nutmeg', 'pepper', 'milk', 'egg', 'jumbo egg']",383.5,22.0,59.0,53.0,51.0,32.0,13.0,['greek']
56,italian shepherd s pie,88557,120,21,"['ground beef', 'durkee onion', 'garlic', 'seasoning salt', 'pepper flake', 'tomato', 'parmesan cheese', 'oil', 'sauce', 'salt', 'pepper', 'potato', 'butter', 'milk', 'nutmeg', 'egg', 'pepper', 'pepper', 'sugar']",566.5,38.0,33.0,26.0,63.0,50.0,18.0,-
57,pasticcio casserole  omac,366840,30,18,"['macaroni', 'egg', 'parmesan cheese', 'ground beef', 'champignon mushroom', 'durkee onion', 'tomato sauce', 'garlic', 'oregano', 'leaf basil', 'salt', 'pepper', 'cinnamon', 'butter', 'wheat flour', 'nutmeg', 'milk']",576.9,45.0,17.0,30.0,64.0,71.0,14.0,-
58,shepherd s pie with squash and potato topping,186512,100,23,"['butternut squash', 'russet potato', 'milk', 'salt', 'pepper', 'nutmeg', 'cayenne pepper', 'durkee onion', 'vegetable oil', 'garlic', 'ground beef', 'leaf basil', 'oregano', 'cumin', 'thyme', 'purpose flour', 'tomato', 'bean', 'egg']",408.9,27.0,40.0,34.0,45.0,29.0,14.0,-
59,spinach beef spaghetti pie,111393,50,16,"['angel hair pasta', 'egg', 'parmesan cheese', 'ground beef', 'durkee onion', 'pepper', 'sauce', 'seasoning salt', 'garlic', 'leaf basil', 'oregano', 'cheese', 'spinach', 'mozzarella cheese']",500.9,47.0,8.0,15.0,58.0,78.0,9.0,-
60,american style vanilla biscotti,345763,60,33,"['butter', 'sugar', 'salt', 'vanilla extract', 'baking powder', 'egg', 'purpose flour']",61.1,3.0,15.0,2.0,2.0,6.0,3.0,-
61,harvest biscotti,344626,80,27,"['butter', 'sugar', 'sugar', 'egg', 'potato', 'vanilla extract', 'purpose flour', 'baking powder', 'salt', 'pistachio']",176.4,11.0,40.0,4.0,6.0,15.0,8.0,-
62,mark bittman s basic biscotti,268943,90,25,"['butter', 'sugar', 'egg', 'vanilla extract', 'purpose flour', 'baking powder']",45.1,1.0,12.0,1.0,1.0,3.0,2.0,-
63,sensational cinnamon chip biscotti,339713,65,31,"['butter', 'sugar', 'egg', 'vanilla extract', 'purpose flour', 'baking powder', 'salt', 'cinnamon baking chip', 'walnut', 'shortening', 'chocolate chip cookie']",66.6,5.0,15.0,1.0,2.0,6.0,2.0,-
64,sweet carrot souffle,533917,105,27,"['baby carrot', 'butter', 'sugar', 'purpose flour', 'baking powder', 'vanilla extract', 'salt', 'egg', 'baby carrot', 'pistachio', 'sugar']",299.9,19.0,141.0,13.0,7.0,26.0,15.0,-
65,asian flank steak marinade,298620,5,3,"['soy sauce', 'sugar', 'pepper flake', 'ginger', 'garlic', 'sesame oil']",64.7,1.0,48.0,37.0,3.0,0.0,4.0,-
66,gingered soy sauce,392910,10,1,"['soy sauce', 'ginger', 'garlic', 'durkee onion']",52.1,0.0,5.0,167.0,15.0,0.0,1.0,-
67,maui ahi poke,90880,45,4,"['ahi tuna steak', 'durkee onion', 'durkee onion', 'ginger', 'garlic', 'soy sauce', 'sesame oil', 'pepper flake', 'chili sauce', 'sea salt']",149.0,7.0,2.0,35.0,45.0,6.0,0.0,-
68,pineapple fried rice,153585,25,8,"['vegetable oil', 'garlic', 'ginger', 'pepper flake', 'grain rice', 'soy sauce', 'syrup', 'durkee onion']",256.4,5.0,31.0,42.0,11.0,2.0,16.0,-
69,sweet and spicy pineapple fried rice,88702,25,6,"['oil', 'garlic', 'ginger', 'pepper flake', 'grain rice', 'soy sauce', 'pineapple chunk', 'durkee onion']",193.3,7.0,23.0,27.0,7.0,3.0,11.0,-
70,best american dinner rolls cooks illustrated,463886,1454,47,"['milk', 'butter', 'sugar', 'table salt', 'egg', 'yeast', 'purpose flour']",172.2,10.0,21.0,9.0,7.0,20.0,7.0,-
71,blueberry scones  cook s illustrated,318620,45,33,"['butter', 'blueberry', 'milk', 'cream', 'purpose flour', 'purpose flour', 'sugar', 'baking powder', 'baking soda', 'table salt', 'lemon zest']",425.4,41.0,72.0,12.0,8.0,82.0,14.0,-
72,foolproof giblet gravy,162496,135,25,"['turkey bone', 'turkey giblet', 'chicken broth', 'durkee onion', 'baby carrot', 'wine', 'celery leave', 'butter', 'purpose flour', 'turkey dripping', 'pepper']",111.1,8.0,7.0,15.0,6.0,16.0,2.0,-
73,peppery white cheddar biscuits,132401,38,25,"['purpose flour', 'baking powder', 'shortening', 'butter', 'cheddar cheese', 'pepper', 'milk', 'egg']",230.4,19.0,0.0,8.0,12.0,28.0,7.0,-
74,voreniki  perogies  with sauerkraut filling,17424,35,39,"['egg', 'milk', 'cream', 'salt', 'baking powder', 'purpose flour', 'sauerkraut', 'butter', 'garlic', 'durkee onion', 'pepper', 'pepper', 'pepper']",319.6,25.0,13.0,18.0,14.0,49.0,11.0,-
75,crock pot sauerkraut and sausage,153719,495,7,"['baby carrot', 'potato', 'sausage', 'sauerkraut', 'durkee onion', 'garlic', 'chicken broth', 'pepper', 'caraway seed']",314.8,33.0,15.0,47.0,25.0,39.0,5.0,-
76,knackwurst skillet,437670,25,6,"['chicken broth', 'mustard', 'caraway seed', 'potato', 'durkee onion', 'cabbage', 'sausage', 'apple', 'pepper']",240.7,13.0,54.0,105.0,26.0,3.0,11.0,-
77,polish sausage and cabbage,91755,615,6,"['cabbage', 'potato', 'salt', 'caraway seed', 'durkee onion', 'chicken broth']",102.3,1.0,23.0,38.0,10.0,1.0,6.0,-
78,polish sausage and cabbage dinner,191652,45,11,"['sausage', 'potato', 'cabbage', 'chicken broth', 'durkee onion']",432.6,34.0,30.0,38.0,35.0,39.0,13.0,-
79,polish sausage and cabbage soup,80679,735,5,"['potato', 'coleslaw mix', 'durkee onion', 'caraway seed', 'sausage', 'chicken broth']",334.6,35.0,14.0,49.0,31.0,40.0,5.0,-
80,mexican corn spread,200641,10,3,"['mayonnaise', 'lemon juice concentrate', 'butter', 'chili powder', 'salt', 'garlic']",83.7,12.0,2.0,16.0,0.0,20.0,0.0,['mexican']
81,mexican hot corn,36063,15,1,"['corn', 'butter', 'mayonnaise', 'chili powder', 'parmesan cheese']",113.3,2.0,21.0,0.0,8.0,1.0,8.0,['mexican']
82,mexican watermelon   jicama appetizer,12412,10,1,"['watermelon wedge', 'jicama', 'salt', 'chili powder', 'lemon']",60.8,0.0,10.0,12.0,2.0,0.0,5.0,['mexican']
83,trolelotes    mexican cooked corn snack,63540,20,8,"['corn', 'butter', 'queso fresco', 'mayonnaise', 'chili powder', 'salt', 'lime']",286.9,19.0,24.0,7.0,11.0,23.0,15.0,['mexican']
84,parmesan chili corn on the cob,225404,20,6,"['cob', 'parmesan cheese', 'mayonnaise', 'butter', 'salt', 'pepper', 'chili powder']",122.5,1.0,18.0,0.0,8.0,0.0,9.0,-
85,garlic polenta with sausage,69456,70,12,"['sausage', 'pancetta', 'durkee onion', 'garlic', 'bell pepper', 'baby carrot', 'tomato', 'wine', 'water', 'pepper', 'leaf', 'cornmeal', 'water', 'salt', 'garlic']",386.9,33.0,20.0,61.0,34.0,36.0,9.0,['italian']
86,polenta and greens,161005,30,13,"['cornmeal', 'water', 'green', 'oil', 'garlic', 'pepper', 'salt']",143.9,6.0,1.0,0.0,5.0,3.0,8.0,['italian']
87,sausage  bell pepper and onion focaccia sandwiches,70335,30,7,"['bell pepper', 'durkee onion', 'garlic', 'salt', 'fennel seed', 'oil', 'sausage', 'focaccia bread']",471.5,64.0,12.0,44.0,29.0,61.0,3.0,['italian']
88,sausage and peppers in the oven,127142,65,6,"['sausage', 'sausage', 'bell pepper', 'durkee onion', 'garlic', 'pepper', 'oil']",623.9,76.0,20.0,54.0,62.0,82.0,4.0,"['american', 'italian']"
89,italian sausage and peppers stir fry,74728,25,5,"['oil', 'sausage', 'durkee onion', 'garlic', 'pepper', 'pepper', 'bell pepper', 'pepper', 'salt']",412.5,46.0,19.0,50.0,41.0,50.0,4.0,-
90,best orange creamsicle cake,36015,45,11,"['chocolate cake mix', 'egg', 'oil', 'water', 'o', 'water', 'water', 'cheese', 'chocolate pudding mix', 'milk', 'vanilla extract', 'whip']",511.0,37.0,202.0,24.0,14.0,50.0,22.0,['american']
91,refreshing pina colada cake,125679,60,7,"['chocolate cake mix', 'egg', 'oil', 'water', 'coconut cream pudding mix', 'milk', 'cheese', 'pineapple chunk', 'whip']",357.0,25.0,128.0,17.0,10.0,32.0,16.0,['american']
92,swirled cherry cake,64056,60,13,"['chocolate cake mix', 'egg', 'water', 'oil', 'strawberry pie fill']",244.5,12.0,75.0,10.0,5.0,6.0,13.0,['american']
93,stripe it rich cake,38951,50,11,"['chocolate cake mix', 'egg', 'oil', 'water', 'pudding', 'sugar', 'milk', 'whip']",408.7,23.0,147.0,23.0,12.0,19.0,20.0,-
94,the best butterfinger cake,199182,90,15,"['chocolate cake mix', 'egg', 'oil', 'water', 'whip', 'caramel ice cream topping', 'milk', 'butterfinger candy bar']",708.8,43.0,263.0,26.0,18.0,65.0,37.0,-
95,acapulco margarita grouper,28355,43,11,"['grouper fillet', 'tequila', 'sec', 'lime juice concentrate', 'sea salt', 'garlic', 'oil', 'tomato', 'durkee onion', 'jalapeno pepper', 'sugar', 'ground cilantro', 'pepper']",312.4,9.0,18.0,30.0,103.0,5.0,3.0,"['american', 'mexican']"
96,on the border salsa,505283,10,8,"['tomato', 'tomato', 'garlic', 'durkee onion', 'jalapeno pepper', 'cayenne pepper', 'cumin powder', 'jalapeno juice', 'sugar', 'ground cilantro', 'lime juice concentrate', 'salt']",39.0,0.0,20.0,24.0,3.0,0.0,2.0,['mexican']
97,roasted garlic green tomato salsa,39621,20,7,"['tomato', 'tomato', 'durkee onion', 'garlic', 'jalapeno pepper', 'ground cilantro', 'salt']",200.5,2.0,115.0,51.0,18.0,1.0,14.0,"['american', 'mexican']"
98,salsa roja,241966,20,5,"['tomato', 'jalapeno pepper', 'durkee onion', 'garlic', 'ground cilantro', 'salt']",22.1,0.0,10.0,16.0,1.0,0.0,1.0,['american']
99,simple salsa,173409,30,13,"['durkee onion', 'durkee onion', 'ground cilantro', 'tomato', 'jalapeno pepper', 'lime', 'salt', 'pepper', 'garlic']",164.0,2.0,81.0,1.0,14.0,1.0,12.0,['american']
100,island curried chicken,258950,60,20,"['chicken breast halve', 'curry powder', 'salt', 'pepper', 'cayenne pepper', 'garlic', 'leaf basil', 'oil', 'water', 'durkee onion', 'potato']",359.8,32.0,9.0,26.0,37.0,19.0,8.0,['caribbean']
101,canadian firefighter s meatloaf,305800,90,12,"['bread crumb', 'water', 'ground beef', 'durkee onion', 'durkee onion', 'chili salsa', 'mustard', 'sauce', 'garlic', 'salt', 'pepper', 'barbecue sauce']",236.3,18.0,8.0,18.0,48.0,23.0,2.0,-
102,kreplach,231797,35,19,"['purpose flour', 'salt', 'egg', 'water', 'ground beef', 'durkee onion', 'garlic', 'egg', 'pepper']",79.2,4.0,0.0,2.0,9.0,5.0,2.0,-
103,nepali momo  nepalese meat dumplings,86666,60,34,"['purpose flour', 'oil', 'water', 'salt', 'ground beef', 'durkee onion', 'durkee onion', 'tomato', 'ground cilantro', 'garlic', 'ginger', 'nutmeg', 'turmeric', 'curry powder', 'chily', 'cooking oil', 'pepper']",628.4,23.0,21.0,2.0,30.0,10.0,35.0,-
104,rio rancho taco meat,431617,75,17,"['durkee onion', 'ground beef', 'chili salsa', 'taco seasoning', 'sugar', 'chily', 'garlic', 'salt', 'pepper', 'cayenne pepper', 'water']",415.0,39.0,24.0,55.0,66.0,50.0,3.0,-
105,awesome yeast rolls,366680,50,4,"['wheat flour', 'yeast', 'sugar', 'oil', 'salt', 'milk', 'water']",161.4,4.0,9.0,10.0,8.0,2.0,9.0,-
106,easy pizza base   no need to prove,334144,20,7,"['wheat flour', 'yeast', 'sugar', 'salt', 'water', 'oil']",293.8,11.0,1.0,6.0,14.0,5.0,16.0,-
107,liisa s vienna bread   abm  almost,68987,35,9,"['water', 'salt', 'sugar', 'oil', 'milk', 'wheat bread flour', 'yeast']",165.8,3.0,6.0,14.0,9.0,3.0,10.0,-
108,quick soft breadsticks,71360,35,7,"['water', 'sugar', 'salt', 'oil', 'wheat bread flour', 'yeast']",113.1,5.0,9.0,5.0,4.0,2.0,6.0,-
109,sunny s pizza dough,174703,40,6,"['water', 'yeast', 'sugar', 'oil', 'salt', 'wheat flour']",238.3,7.0,3.0,32.0,12.0,3.0,13.0,-
110,bourbon mustard chicken,4735,0,17,"['chicken breast halve', 'sugar', 'mustard', 'bourbon whiskey', 'durkee onion', 'salt', 'sauce', 'butter', 'vegetable oil']",287.4,20.0,55.0,35.0,31.0,21.0,5.0,['american']
111,carolina style mustard bbq sauce,446238,20,8,"['mustard', 'sugar', 'tomato paste', 'cider vinegar', 'sauce', 'cayenne pepper', 'pepper', 'garlic']",407.7,12.0,256.0,114.0,22.0,2.0,26.0,-
112,classic barbecued chicken breasts,433947,55,10,"['ketchup', 'mustard', 'honey', 'cider vinegar', 'canola oil', 'sugar', 'sauce', 'mustard', 'paprika', 'garlic', 'durkee onion', 'salt', 'cayenne pepper', 'chicken breast halve']",266.8,22.0,63.0,22.0,32.0,12.0,6.0,-
113,down home barbecued chicken,161710,80,13,"['ketchup', 'water', 'sugar', 'lemon juice concentrate', 'cider vinegar', 'sauce', 'mustard', 'garlic', 'salt', 'habanero sauce', 'leaf', 'chicken breast halve']",380.7,9.0,110.0,45.0,99.0,6.0,10.0,-
114,virginia barbecue,239187,495,8,"['pork roast', 'durkee onion', 'ketchup', 'sugar', 'mustard', 'chili powder', 'sauce', 'cider vinegar', 'cayenne pepper']",155.8,10.0,17.0,9.0,35.0,6.0,1.0,-
115,sausage and rice stuffed acorn squash,507551,120,31,"['acorn squash', 'vegetable oil cooking spray', 'pepper', 'water', 'grain rice', 'sausage', 'oil', 'durkee onion', 'celery seed', 'baby carrot', 'champignon mushroom', 'garlic', 'leaf parsley', 'thyme sprigs', 'sage', 'cranberry', 'jack cheese', 'egg']",534.8,51.0,9.0,27.0,37.0,61.0,13.0,['american']
116,wild rice stuffed acorn squash,78311,95,18,"['acorn squash', 'salt', 'pepper', 'nutmeg', 'butter', 'grain rice', 'chicken broth', 'water', 'oil', 'garlic', 'durkee onion', 'celery seed', 'baby carrot', 'sage', 'thyme leave', 'leaf parsley', 'pistachio', 'cranberry']",383.7,29.0,13.0,12.0,15.0,25.0,17.0,['american']
117,acorn squash stuffed w  pears  wild rice  walnuts,252621,75,24,"['acorn squash', 'pepper', 'nutmeg', 'butter', 'grain rice', 'chicken broth', 'salt', 'oil', 'durkee onion', 'garlic', 'celery rib', 'pear', 'sage', 'thyme leave', 'leaf parsley', 'walnut', 'cranberry']",382.2,26.0,46.0,5.0,15.0,30.0,18.0,-
