,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
10,amazing pepperoni dip,112795,65,8,"['pepperoni', 'cheese', 'pepper', 'durkee onion']",396.6,56.0,3.0,38.0,25.0,96.0,1.0,-
11,cheese ball   great for halloween,290638,15,6,"['cheese', 'ranch dip', 'cheese', 'pepper']",192.2,27.0,4.0,12.0,11.0,51.0,1.0,-
12,red pepper and sun dried tomato pate,11884,25,9,"['pepper', 'gingerroot', 'tomato', 'cheese']",514.5,68.0,48.0,27.0,25.0,138.0,6.0,-
13,schmear  cream cheese with lox spread,362219,10,5,"['cheese', 'scallion', 'lox', 'pepper']",527.6,79.0,22.0,20.0,19.0,146.0,2.0,-
14,spinach cheese phyllo appetizers,278807,45,7,"['cheese', 'spinach', 'pepper', 'pepper', 'phyllo pastry sheet', 'margarine']",667.9,81.0,12.0,44.0,25.0,101.0,12.0,-
15,chocolate french toast,133211,25,7,"['egg', 'milk', 'sugar', 'cocoa powder', 'vanilla extract', 'salt', 'cinnamon', 'bread', 'sugar', 'maple syrup']",174.3,9.0,41.0,10.0,16.0,12.0,7.0,-
16,disney s french toast,49232,35,8,"['bread', 'egg', 'sugar', 'salt', 'vanilla extract', 'milk', 'wheat flour', 'baking powder', 'cinnamon']",275.1,7.0,121.0,17.0,13.0,12.0,17.0,-
17,easy french toast,435246,15,10,"['egg', 'milk', 'salt', 'sugar', 'cinnamon', 'vanilla extract', 'butter', 'bread']",278.2,15.0,22.0,15.0,27.0,18.0,10.0,-
18,fluffy french toast,188053,25,7,"['purpose flour', 'milk', 'salt', 'egg', 'cinnamon', 'vanilla extract', 'sugar', 'bread']",105.0,4.0,9.0,12.0,8.0,4.0,5.0,-
19,overnight french toast,162135,45,6,"['bread', 'egg', 'half', 'milk', 'sugar', 'vanilla extract', 'cinnamon', 'nutmeg', 'salt']",340.2,22.0,21.0,19.0,28.0,34.0,12.0,-
20,3 layer strawberry jello with pretzels,366824,60,12,"['pretzel', 'butter', 'sugar', 'cheese', 'whip', 'gelatin dessert', 'strawberry']",440.1,30.0,116.0,28.0,13.0,66.0,20.0,-
21,jello pretzel salad,408556,120,11,"['pretzel', 'sugar', 'butter', 'cheese', 'milk', 'pineapple chunk', 'whip', 'gelatin dessert', 'water', 'strawberry']",439.6,32.0,133.0,24.0,11.0,71.0,19.0,-
22,pretzel jello,408863,23,3,"['pretzel', 'sugar', 'margarine', 'cheese', 'whip', 'gelatin dessert', 'strawberry']",518.3,36.0,158.0,32.0,14.0,52.0,24.0,-
23,pretzel jello dessert,302722,60,6,"['gelatin dessert', 'strawberry', 'pretzel', 'butter', 'sugar', 'cheese', 'whip']",707.5,44.0,195.0,50.0,20.0,92.0,34.0,-
24,strawberry wedding delight,86408,495,11,"['pretzel', 'sugar', 'butter', 'cheese', 'whip', 'gelatin dessert', 'water', 'strawberry']",529.5,37.0,162.0,30.0,14.0,81.0,24.0,-
25,birthday cream cake,37702,70,20,"['butter', 'shortening', 'sugar', 'egg', 'baking soda', 'vanilla', 'buttermilk', 'flour', 'coconut', 'pistachio', 'cheese', 'sugar icing']",998.5,76.0,440.0,13.0,20.0,106.0,44.0,-
26,coconut cream cheese pound cake,130129,120,10,"['butter', 'shortening', 'cheese', 'sugar', 'egg', 'purpose flour', 'baking soda', 'salt', 'coconut', 'vanilla extract', 'coconut flavoring']",665.0,47.0,241.0,11.0,18.0,71.0,29.0,-
27,coconut pecan cake with broiled frosting,283489,80,13,"['purpose flour', 'sugar', 'butter', 'buttermilk', 'egg', 'baking soda', 'salt', 'vanilla', 'coconut', 'pistachio', 'sugar', 'whipping cream']",622.9,62.0,190.0,16.0,11.0,102.0,20.0,-
28,italian creme cookies,443901,70,8,"['butter', 'shortening', 'sugar', 'sugar', 'sugar', 'egg', 'purpose flour', 'baking soda', 'vanilla', 'pudding', 'coconut', 'pistachio', 'cheese', 'milk']",1009.5,95.0,310.0,18.0,19.0,135.0,36.0,-
29,mountain christmas cookies,342996,20,13,"['butter', 'shortening', 'sugar', 'baking soda', 'egg', 'vanilla', 'purpose flour', 'chocolate candy bar', 'pistachio']",530.8,43.0,134.0,7.0,14.0,51.0,21.0,-
30,chocolate ice cream dessert,179416,270,14,"['chocolate graham cracker crumb', 'butter', 'ice cream', 'milk', 'chocolate pudding mix', 'whip']",344.4,33.0,111.0,13.0,7.0,78.0,12.0,-
31,delicious cool whip ice cream,179960,15,4,"['chocolate pudding mix', 'milk', 'whip']",400.4,36.0,167.0,16.0,6.0,100.0,14.0,-
32,ice cream pudding,133829,20,4,"['milk', 'ice cream', 'chocolate pudding mix']",269.7,12.0,160.0,22.0,8.0,26.0,14.0,-
33,kid friendly chocolate mousse,210755,5,7,"['chocolate pudding mix', 'milk', 'whip']",365.1,29.0,110.0,19.0,10.0,76.0,14.0,-
34,quick cappuccino mousse,65878,65,8,"['cappuccino mix', 'milk', 'chocolate pudding mix', 'whip']",222.6,14.0,118.0,16.0,4.0,38.0,10.0,-
35,chicken piccata   giada de laurentiis,357019,30,16,"['chicken breast', 'pepper', 'purpose flour', 'butter', 'olive oil', 'lemon juice concentrate', 'chicken stock', 'caper', 'leaf parsley']",388.2,55.0,4.0,15.0,27.0,68.0,1.0,-
36,chicken piccata pasta toss,340998,20,17,"['purpose flour', 'penne pasta', 'pepper', 'butter', 'caper', 'olive oil', 'shallot', 'lemon', 'juice', 'chive', 'chicken tender', 'garlic', 'wine', 'chicken broth', 'leaf parsley']",743.3,27.0,3.0,25.0,86.0,24.0,32.0,-
37,chicken piccata spinach salad,252643,25,13,"['chicken breast', 'pepper', 'olive oil', 'butter', 'shallot', 'garlic', 'caper', 'wine', 'lemon', 'juice', 'spinach']",401.2,37.0,6.0,19.0,61.0,32.0,4.0,-
38,savory chicken picatta,448139,25,20,"['chicken breast', 'salt', 'pepper', 'purpose flour', 'durkee onion', 'garlic', 'oil', 'butter', 'sherry', 'lemon', 'caper', 'chicken stock', 'leaf parsley']",364.6,25.0,13.0,41.0,58.0,27.0,7.0,-
39,zesty braised chicken with lemon and capers,343006,55,12,"['chicken breast', 'pepper', 'purpose flour', 'butter', 'olive oil', 'garlic', 'sauvignon wine', 'chicken stock', 'lemon zest', 'thyme sprigs', 'caper', 'leaf']",469.5,41.0,5.0,11.0,65.0,43.0,2.0,-
40,cheesy tater puffs,349870,30,11,"['potato', 'cheese', 'pepper']",227.4,16.0,6.0,30.0,20.0,33.0,7.0,['american']
41,grilled fingerling potatoes,161542,25,8,"['potato', 'oil', 'salt', 'pepper', 'cheese']",178.8,15.0,5.0,6.0,8.0,15.0,6.0,['american']
42,linda s awesome home fries,270990,45,11,"['oil', 'potato', 'durkee onion', 'garlic', 'seasoning salt', 'pepper']",562.6,42.0,24.0,1.0,17.0,19.0,24.0,['american']
43,pioneer woman s delicious  creamy mashed potatoes,475240,90,18,"['potato', 'butter', 'cheese', 'half', 'seasoning salt', 'pepper']",390.6,35.0,10.0,8.0,12.0,70.0,13.0,['american']
44,smothered  covered  lathered  fried potatoes or browns,167249,35,17,"['potato', 'durkee onion', 'pepper', 'oil', 'seasoning salt', 'pepper', 'cheese', 'cheese sauce', 'cream', 'curd cheese']",783.2,56.0,43.0,19.0,41.0,80.0,32.0,['american']
45,chicken with olives and white wine sauce,163343,45,20,"['chicken breast', 'olive oil', 'salt', 'pepper', 'caper', 'garlic', 'olive', 'olive', 'wine', 'leaf parsley']",605.4,43.0,6.0,58.0,102.0,21.0,3.0,"['greek', 'italian']"
46,pasta with tomatoes  capers  olives and breadcrumbs,512594,35,17,"['olive oil', 'garlic', 'breadcrumb', 'pepper flake', 'tomato', 'caper', 'olive', 'pepper', 'spaghetti', 'leaf parsley', 'parmesan cheese']",687.9,33.0,37.0,37.0,38.0,15.0,35.0,['italian']
47,spaghetti with italian tuna   capers,138769,20,10,"['oil', 'durkee onion', 'garlic', 'pepper flake', 'anchovy fillet', 'tomato', 'caper', 'olive oil', 'spaghetti', 'leaf parsley']",847.2,30.0,41.0,55.0,128.0,15.0,33.0,['italian']
48,swordfish with olive  pine nut  and parsley relish,451083,35,14,"['swordfish', 'pepper', 'olive oil', 'shallot', 'garlic', 'brine', 'pine nut', 'leaf parsley', 'wine']",380.2,35.0,2.0,15.0,58.0,18.0,3.0,['italian']
49,voodoo   calamari ink  pasta,24137,160,12,"['squid', 'spaghetti', 'wine', 'tomato sauce', 'leaf parsley', 'garlic', 'olive oil', 'water', 'pepper']",458.1,24.0,6.0,4.0,50.0,12.0,16.0,['italian']
50,baked potato rounds,30399,42,5,"['potato', 'durkee onion', 'butter', 'parmesan cheese', 'salt', 'pepper', 'garlic']",303.8,16.0,14.0,19.0,15.0,33.0,14.0,['american']
51,nora ephron s mashed potatoes,499776,30,6,"['potato', 'cream', 'butter', 'salt', 'pepper']",335.9,9.0,11.0,1.0,15.0,17.0,21.0,['american']
52,simple savory mashed sweet potatoes,350200,30,9,"['potato', 'butter', 'durkee onion', 'salt', 'pepper', 'cream']",236.3,11.0,35.0,5.0,7.0,23.0,13.0,['american']
53,thanksgiving mashed potatoes   loaded,247918,75,9,"['potato', 'cheese', 'cream', 'durkee onion', 'salt', 'pepper', 'butter']",323.9,23.0,7.0,14.0,14.0,47.0,13.0,['american']
54,the realtor s party potatoes,386664,45,7,"['potato', 'butter', 'cheese', 'cream', 'parmesan cheese', 'durkee onion', 'salt', 'pepper']",340.0,30.0,6.0,24.0,15.0,61.0,11.0,-
55,alfredo i know it was you  salmon w alfredo sauce  abs diet,300771,15,5,"['oil', 'ricotta cheese', 'milk', 'salmon', 'wheat spaghetti', 'skim mozzarella cheese', 'pepper']",351.2,16.0,7.0,7.0,39.0,25.0,15.0,-
56,paula deen s batter dipped french fries,197941,25,9,"['russet potato', 'purpose flour', 'milk', 'oil', 'pepper']",459.3,6.0,7.0,2.0,27.0,10.0,30.0,-
57,roasted salmon,376908,15,8,"['oil', 'salmon', 'pepper']",207.8,10.0,0.0,4.0,68.0,5.0,0.0,-
58,salmon dill,92581,40,6,"['salmon', 'vegetable oil', 'pepper', 'dip', 'milk']",85.0,6.0,0.0,1.0,21.0,3.0,0.0,-
59,white gravy,378206,20,3,"['dripping', 'purpose flour', 'milk', 'pepper']",140.1,9.0,37.0,3.0,13.0,17.0,4.0,-
60,braised green beans with tomatoes,263711,80,5,"['olive oil', 'durkee onion', 'celery seed', 'baby carrot', 'bean', 'tomato', 'salt', 'pepper', 'leaf parsley']",64.2,4.0,18.0,10.0,4.0,2.0,3.0,-
61,fat free tomato sauce,12614,50,7,"['tomato', 'celery seed', 'baby carrot', 'durkee onion', 'leaf parsley', 'leaf basil', 'sugar', 'pepper', 'salt']",47.2,0.0,22.0,1.0,4.0,0.0,3.0,-
62,fresh vegetable juice cocktail,110834,5,2,"['baby carrot', 'celery seed', 'beet', 'tomato', 'pepper', 'leaf parsley']",280.0,3.0,133.0,16.0,16.0,1.0,20.0,-
63,savory mushroom barley soup,96566,60,9,"['water', 'pearl barley', 'durkee onion', 'celery seed', 'oil', 'champignon mushroom', 'chicken broth', 'baby carrot', 'tomato paste', 'pepper', 'leaf parsley']",154.4,3.0,31.0,8.0,12.0,1.0,10.0,-
64,vegetable mushroom soup,106290,110,8,"['potato', 'baby carrot', 'leaf parsley', 'celery seed', 'water', 'salt', 'pepper', 'champignon mushroom', 'butter', 'durkee onion', 'wheat flour']",172.7,3.0,15.0,19.0,8.0,6.0,11.0,-
65,chicken  broccoli  and stuffing casserole,247885,75,6,"['chicken breast', 'chicken soup', 'broccoli', 'chicken flavor stuffing mix', 'cheddar cheese', 'water']",729.5,53.0,29.0,76.0,104.0,69.0,17.0,-
66,chicken for the gods,204668,365,5,"['wheat flour', 'mustard', 'chicken breast', 'oil', 'rice soup', 'water']",514.9,18.0,2.0,24.0,99.0,9.0,15.0,-
67,easy broccoli cheese chicken,492443,30,3,"['butter', 'chicken breast', 'broccoli cheese soup', 'water', 'broccoli floret', 'pepper']",311.6,20.0,8.0,37.0,72.0,24.0,3.0,-
68,easy cheesy chicken bake,195710,50,7,"['chicken flavor stuffing mix', 'chicken breast', 'broccoli floret', 'chicken soup', 'milk', 'cheddar cheese']",429.6,26.0,10.0,43.0,75.0,41.0,9.0,-
69,fran s broccoli chicken casserole,277689,55,9,"['water', 'chicken flavor stuffing mix', 'chicken meat', 'broccoli floret', 'broccoli cheese soup', 'cheddar cheese']",283.3,17.0,17.0,34.0,26.0,31.0,10.0,-
70,garden stuffed mushrooms,390207,37,6,"['chicken flavor stuffing mix', 'butter', 'baby carrot', 'pepper', 'pepper', 'durkee onion', 'champignon mushroom', 'cheese']",31.1,4.0,1.0,0.0,1.0,9.0,0.0,-
71,low fat baked mushrooms,371252,40,6,"['champignon mushroom', 'celery rib', 'durkee onion', 'butter', 'wine', 'salt', 'pepper']",52.5,3.0,7.0,3.0,5.0,6.0,1.0,-
72,sauteed kidneys,191317,30,10,"['kidney', 'butter', 'vegetable oil', 'durkee onion', 'champignon mushroom', 'wine', 'salt']",127.0,18.0,3.0,2.0,1.0,29.0,0.0,-
73,simple sauteed mushrooms,290887,25,4,"['champignon mushroom', 'butter', 'durkee onion']",131.6,18.0,10.0,4.0,7.0,36.0,1.0,-
74,super simple stuffed mushrooms,255680,25,7,"['champignon mushroom', 'chicken flavor stuffing mix', 'butter', 'garlic', 'durkee onion', 'pepper']",199.5,12.0,16.0,23.0,11.0,23.0,8.0,-
75,asparagus water chestnut casserole,17831,30,4,"['asparagus', 'water chestnut', 'mushroom soup', 'bread crumb']",112.0,7.0,15.0,21.0,12.0,6.0,4.0,-
76,lemon rosemary tilapia,195544,25,7,"['tilapia fillet', 'rosemary sprigs', 'lemon', 'pepper']",124.2,3.0,1.0,2.0,50.0,3.0,0.0,-
77,mexican style tilapia   easy   low fat,294633,30,6,"['tilapia fillet', 'cumin', 'pepper', 'tomato', 'monterey jack cheese']",178.1,6.0,0.0,8.0,67.0,8.0,0.0,-
78,peppered spam appetizers,277488,15,5,"['spam', 'pepper']",110.6,10.0,0.0,14.0,9.0,13.0,3.0,-
79,super delicious and easy baked fish  anykind,158588,30,6,"['tilapia fillet', 'durkee onion', 'mayonnaise', 'pepper']",258.1,9.0,6.0,7.0,91.0,8.0,1.0,-
80,grandma s butternut frosting,265212,15,3,"['butter', 'vanilla butternut flavoring', 'sugar icing', 'cheese', 'pistachio']",3355.3,261.0,1804.0,64.0,28.0,510.0,153.0,['american']
81,pucker up lemon crunch pie,171872,145,9,"['vanilla wafer cookie', 'butter', 'lemon pudding mix', 'milk', 'whip', 'lemon drop candy']",3755.1,291.0,680.0,183.0,77.0,514.0,162.0,['american']
82,susie s no marshmallow  berry pretty fruit dip,70069,10,5,"['butter', 'cheese', 'sugar icing', 'whip', 'strawberry']",2562.0,214.0,1281.0,21.0,23.0,537.0,110.0,['american']
83,wendy s frosty,4789,10,1,"['nestle chocolate milk', 'whip', 'milk']",4820.8,335.0,2527.0,71.0,200.0,817.0,213.0,['american']
84,eclair cake  no bake,81990,25,7,"['pudding', 'milk', 'whip', 'cracker', 'frosting']",4482.8,283.0,1699.0,247.0,114.0,602.0,220.0,-
85,crock pot texas beef barbecue,277452,485,5,"['sirloin tip roast', 'v8 vegetable juice', 'water', 'vinegar', 'ketchup', 'sauce', 'sugar', 'salt', 'mustard', 'paprika', 'chili powder', 'pepper', 'kaiser roll']",388.3,18.0,36.0,25.0,58.0,19.0,12.0,-
86,grand ma ma s deviled eggs  no mayo,364152,25,7,"['egg', 'vinegar', 'mustard', 'salt', 'pepper', 'sugar', 'butter', 'sauce', 'paprika']",58.1,7.0,1.0,5.0,6.0,10.0,0.0,-
87,kickin  bbq sauce,11172,10,2,"['vinegar', 'butter', 'durkee onion', 'sauce', 'chili powder', 'mustard', 'salt', 'sugar', 'paprika', 'ketchup', 'sauce', 'molasses', 'water']",477.2,18.0,292.0,106.0,3.0,37.0,31.0,-
88,non smokin bar b que sauce,19497,40,2,"['durkee onion', 'bacon dripping', 'water', 'vinegar', 'sauce', 'lemon juice concentrate', 'sugar', 'chili sauce', 'salt', 'paprika', 'pepper', 'mustard', 'chili powder']",48.0,4.0,17.0,38.0,0.0,4.0,2.0,-
89,savory sweet crock pot chicken,41570,365,3,"['chicken breast halve', 'water', 'sugar', 'ketchup', 'vinegar', 'lemon juice concentrate', 'sauce', 'durkee onion', 'mustard', 'paprika', 'chili powder', 'salt', 'pepper']",294.8,11.0,146.0,38.0,32.0,10.0,14.0,-
90,aloha salmon,86447,10,2,"['salmon', 'tomato', 'cucumber', 'durkee onion', 'soy sauce', 'vegetable oil', 'garlic', 'pepper']",260.3,21.0,13.0,45.0,50.0,10.0,2.0,-
91,grilled grouper with oriental sauce,112685,50,6,"['juice', 'vegetable oil', 'soy sauce', 'lemon juice concentrate', 'garlic', 'ginger', 'pepper', 'grouper fillet']",284.4,14.0,6.0,25.0,90.0,7.0,0.0,-
92,lemon barbecue chicken,86539,25,4,"['salt', 'pepper', 'garlic', 'vegetable oil', 'lemon juice concentrate', 'durkee onion', 'thyme sprigs', 'chicken breast']",324.7,37.0,2.0,15.0,47.0,23.0,0.0,-
93,lemon barbecued shrimp,314649,68,8,"['shrimp', 'lemon juice concentrate', 'dress', 'water', 'soy sauce', 'leaf parsley', 'durkee onion', 'garlic', 'pepper']",225.3,6.0,5.0,45.0,80.0,3.0,1.0,-
94,lemon soy pork tenderloin,287849,115,5,"['soy sauce', 'sauce', 'garlic', 'lemon juice concentrate', 'pepper', 'vegetable oil', 'pork tenderloin']",195.7,11.0,5.0,87.0,54.0,11.0,1.0,-
95,20 minute mini meat loaves,106447,25,8,"['ground beef', 'egg', 'salt', 'chili salsa', 'durkee onion', 'tortilla chip', 'cheddar cheese', 'ground cilantro', 'chili powder']",343.7,35.0,11.0,32.0,55.0,48.0,2.0,-
96,baked potatoes ole,122935,20,6,"['ground beef', 'chili powder', 'chili salsa', 'potato', 'cheddar cheese']",488.1,34.0,15.0,24.0,60.0,48.0,14.0,-
97,healthified taco salad,379439,15,12,"['ground beef', 'water', 'chili powder', 'cumin', 'pepper', 'romaine lettuce', 'pinto bean', 'tomato', 'durkee onion', 'cheddar cheese', 'chili salsa', 'tortilla chip']",457.5,18.0,23.0,25.0,75.0,18.0,17.0,-
98,nacho style beef and potatoes for the crock pot,87468,490,9,"['ground beef', 'durkee onion', 'nacho cheese soup', 'milk', 'chili pepper', 'potato', 'garlic salt', 'cream', 'chili salsa', 'durkee onion', 'cheddar cheese']",512.9,21.0,22.0,5.0,64.0,30.0,21.0,-
99,texas style skillet,163941,35,10,"['ground beef', 'durkee onion', 'garlic', 'pinto bean', 'tomato', 'chily', 'minute rice', 'water', 'chili powder', 'ground cilantro', 'salt', 'cumin', 'cheddar cheese', 'chili salsa', 'ground cilantro', 'tortilla chip']",368.6,19.0,22.0,25.0,46.0,23.0,14.0,-
100,homemade white bread  non bread machine,45000,120,10,"['water', 'yeast', 'sugar', 'salt', 'lard', 'wheat flour']",181.0,2.0,15.0,16.0,9.0,3.0,11.0,['american']
101,ranch biscuits,53130,35,9,"['wheat flour', 'baking powder', 'sugar', 'salt', 'baking soda', 'shortening', 'yeast', 'water', 'buttermilk']",210.8,9.0,27.0,10.0,9.0,8.0,11.0,['american']
102,soft pretzels  pareve,211382,30,12,"['water', 'yeast', 'sugar', 'wheat flour', 'baking soda', 'salt']",145.7,0.0,16.0,71.0,8.0,0.0,10.0,['american']
103,world s best pizza crust,349755,60,7,"['yeast', 'sugar', 'water', 'wheat flour', 'salt', 'oil']",205.2,6.0,2.0,6.0,10.0,2.0,12.0,['american']
104,memaw s rolls,128267,247,10,"['water', 'yeast', 'shortening', 'sugar', 'salt', 'wheat flour']",149.9,6.0,16.0,6.0,5.0,5.0,8.0,-
105,rustic roasted tomato salsa  salsa de molcajete,221053,55,14,"['jalapeno pepper', 'garlic', 'durkee onion', 'juice', 'ground cilantro', 'lime juice concentrate', 'salt']",84.3,0.0,40.0,19.0,5.0,0.0,6.0,['mexican']
106,top secret recipes version of baja fresh salsa by todd wilbur,108594,95,13,"['tomato', 'jalapeno pepper', 'garlic', 'salt', 'water', 'durkee onion', 'ground cilantro']",57.3,0.0,32.0,33.0,5.0,0.0,4.0,['mexican']
107,black bean and quinoa burgers,203891,60,10,"['quinoa', 'bean', 'durkee onion', 'ground cilantro', 'olive oil', 'garlic', 'jalapeno pepper', 'salt', 'chili powder', 'cumin', 'pepper', 'breadcrumb']",261.9,13.0,4.0,14.0,18.0,6.0,12.0,-
108,crock pot falafel,309140,230,13,"['garbanzo bean', 'durkee onion', 'leaf parsley', 'garlic', 'egg', 'salt', 'pepper', 'cumin', 'cayenne pepper', 'lemon juice concentrate', 'breadcrumb', 'oil']",300.9,16.0,9.0,44.0,20.0,8.0,14.0,-
109,easy crispy falafel,17334,100,14,"['garbanzo bean', 'garlic', 'baking soda', 'cumin powder', 'pepper', 'cumin powder', 'durkee onion', 'spring onion', 'ground cilantro', 'salt', 'vegetable oil', 'chili powder', 'leaf parsley']",290.9,7.0,36.0,5.0,30.0,2.0,16.0,-
110,chocolate chip mini muffins,128098,23,10,"['sugar', 'shortening', 'egg', 'milk', 'vanilla', 'wheat flour', 'baking soda', 'baking powder', 'salt', 'semisweet chocolate chip']",82.0,6.0,27.0,2.0,2.0,7.0,3.0,-
111,mama s delicious sugar cookies and buttercream frosting,302634,8,12,"['shortening', 'sugar', 'egg', 'baking soda', 'milk', 'wheat flour', 'salt', 'vanilla', 'sugar', 'butter']",208.3,15.0,74.0,6.0,4.0,16.0,9.0,-
112,mom s pie crust cookies,269094,60,9,"['wheat flour', 'sugar', 'baking powder', 'baking soda', 'salt', 'shortening', 'milk', 'egg', 'vanilla']",116.6,6.0,30.0,3.0,3.0,5.0,5.0,-
113,reese s mini pieces oatmeal cookies,343988,30,14,"['shortening', 'sugar', 'sugar', 'egg', 'vanilla', 'wheat flour', 'baking soda', 'salt', 'milk', 'oatmeal', 'reeses piece']",345.5,27.0,102.0,8.0,11.0,32.0,13.0,-
114,zion s gumdrop cookies,191922,60,8,"['sugar', 'sugar', 'shortening', 'vanilla', 'salt', 'egg', 'wheat flour', 'baking soda', 'walnut', 'gumdrop']",221.8,16.0,69.0,6.0,4.0,12.0,9.0,-
115,grated baked carrots,296132,30,2,"['baby carrot', 'durkee onion', 'celery seed', 'margarine', 'water']",47.3,4.0,9.0,3.0,1.0,2.0,1.0,-
116,rich turkey gravy,83163,200,13,"['turkey wing', 'celery seed', 'durkee onion', 'dripping', 'baby carrot', 'water', 'wheat flour', 'chicken broth', 'salt', 'pepper']",116.8,8.0,5.0,14.0,19.0,7.0,2.0,-
117,slow cooker salmon chowder,222338,310,6,"['salmon', 'durkee onion', 'celery seed', 'baby carrot', 'chicken broth', 'light cream cheese', 'grain rice', 'weed', 'salt', 'water']",244.2,7.0,26.0,50.0,57.0,5.0,6.0,-
118,super simple chicken salad,319606,5,4,"['water', 'mayonnaise', 'celery seed', 'durkee onion']",445.6,46.0,14.0,28.0,66.0,29.0,2.0,-
119,vegetable confetti rice,93179,30,4,"['water', 'butter', 'vegetable broth', 'grain rice', 'baby carrot', 'celery seed', 'durkee onion']",211.9,5.0,4.0,7.0,7.0,9.0,13.0,-
120,bacon,405042,50,3,"['smokies sausages', 'maple bacon', 'sugar']",449.5,51.0,108.0,32.0,20.0,55.0,9.0,['american']
121,baked garlic wingers,27856,1620,3,"['chicken wing', 'sugar', 'sodium soy sauce', 'honey', 'garlic', 'water']",503.7,37.0,164.0,34.0,57.0,33.0,14.0,['american']
122,orange glazed chicken wings,14363,25,7,"['vegetable oil', 'chicken wing', 'marmalade', 'mustard', 'sodium soy sauce']",118.7,13.0,0.0,5.0,18.0,11.0,0.0,['american']
123,perfect lil smokies,275659,50,3,"['smokies sausages', 'sugar', 'ketchup', 'mustard']",186.2,19.0,50.0,23.0,11.0,21.0,4.0,['american']
124,slow cooker chicken wings,5237,140,4,"['chicken wing', 'sugar', 'mustard', 'soy sauce']",575.5,47.0,143.0,30.0,72.0,42.0,12.0,-
125,basic pasta dough  no egg,360234,120,7,"['wheat flour', 'water', 'oil']",400.9,11.0,1.0,0.0,19.0,5.0,23.0,-
126,chicken chips,406782,35,8,"['chicken breast', 'water', 'wheat flour', 'oil']",953.7,114.0,0.0,4.0,46.0,52.0,15.0,-
127,holiday vegan golden gravy,35838,15,5,"['wheat flour', 'yeast flake', 'oil', 'water', 'soy sauce', 'pepper']",579.8,59.0,0.0,15.0,44.0,28.0,14.0,-
128,homemade matzah for passover,299759,20,6,"['wheat flour', 'water', 'oil']",455.0,1.0,1.0,0.0,25.0,0.0,31.0,-
129,perfect yeast free pizza dough in a hurry  from scratch,353182,20,5,"['wheat flour', 'water', 'oil', 'herb']",408.8,71.0,0.0,0.0,0.0,29.0,0.0,-
130,chocolate chip cheese bars,224522,60,9,"['chocolate chip cookie dough', 'cheese', 'sugar', 'egg']",292.7,24.0,33.0,6.0,7.0,35.0,11.0,-
131,chocolate chip cheesecake bars,87387,45,7,"['cheese', 'sugar', 'egg', 'chocolate chip cookie dough']",219.5,18.0,25.0,4.0,5.0,26.0,8.0,-
