,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
11,crock pot roast pork,344319,265,13,"['pork roast', 'pepper', 'garlic', 'durkee onion', 'leaf', 'water', 'soy sauce']",604.6,25.0,9.0,32.0,202.0,25.0,1.0,-
12,lemon basil chicken and vegetables,296726,30,21,"['grain rice', 'chicken breast', 'pepper', 'garlic', 'durkee onion', 'vegetable', 'water', 'fry sauce', 'cornstarch']",758.2,11.0,6.0,14.0,225.0,9.0,18.0,-
13,old  school liver and onions,366575,35,13,"['beef liver', 'oil', 'durkee onion', 'bell pepper', 'salt', 'pepper', 'wheat flour', 'cornstarch', 'water', 'kitchen bouquet']",673.7,38.0,12.0,35.0,164.0,31.0,8.0,-
14,pork roast the old fashion way  cast iron dutch oven,44278,75,19,"['pork roast', 'garlic', 'durkee onion', 'water', 'kitchen bouquet', 'pepper', 'salt', 'lard', 'cornstarch']",635.6,30.0,3.0,35.0,200.0,31.0,2.0,-
15,cretan dakos   tomato  cheese rusk salad,241575,20,6,"['rusk', 'tomato', 'feta cheese', 'olive', 'oil', 'oregano']",313.5,43.0,19.0,33.0,19.0,57.0,2.0,['greek']
16,easy olives  roasted red peppers and feta cheese,141943,15,6,"['feta cheese', 'oregano', 'pepper', 'pepper', 'olive', 'oil']",255.4,36.0,9.0,30.0,16.0,50.0,1.0,['greek']
17,feta stuffed artichoke bottoms,428498,12,8,"['pepper', 'olive', 'feta cheese', 'oil', 'artichoke bottom']",30.2,2.0,1.0,5.0,2.0,2.0,1.0,['greek']
18,mediterranean pizzas,129882,70,17,"['wheat pita bread', 'grape tomato', 'oil', 'salt', 'feta cheese', 'olive', 'oregano', 'pepper']",95.9,5.0,2.0,12.0,6.0,8.0,4.0,['greek']
19,mini pitas with cheddar  feta  and olives,289457,12,7,"['cheddar cheese', 'feta cheese', 'oil', 'olive', 'oregano', 'pepper', 'wheat pita bread']",542.4,54.0,10.0,44.0,39.0,76.0,12.0,['greek']
20,7 layer bars,272641,35,9,"['butter', 'cracker crumb', 'milk', 'chocolate chip cookie', 'butterscotch chip', 'coconut']",272.1,23.0,118.0,4.0,5.0,52.0,11.0,-
21,hello dolly cookie bars,15570,45,7,"['butter', 'cracker crumb', 'coconut', 'chocolate chip cookie', 'nut', 'butterscotch chip', 'milk']",175.8,16.0,57.0,3.0,6.0,29.0,6.0,-
22,magic bars,33597,35,8,"['butter', 'cracker crumb', 'milk', 'coconut', 'nut', 'chocolate chip cookie']",345.8,32.0,120.0,8.0,10.0,55.0,12.0,-
23,seven layer magic bars,1293,35,16,"['butter', 'cracker crumb', 'milk', 'butterscotch chip', 'chocolate chip cookie', 'coconut', 'nut']",157.6,14.0,56.0,3.0,4.0,26.0,5.0,-
24,seven layered magic cookie bars,149666,35,9,"['butter', 'cracker crumb', 'milk', 'butterscotch chip', 'chocolate chip cookie', 'coconut', 'nut']",146.3,14.0,53.0,3.0,4.0,26.0,5.0,-
25,apple pie by grpa,500336,90,52,"['pastry', 'butter', 'purpose flour', 'water', 'sugar', 'sugar', 'apple']",403.6,29.0,168.0,5.0,4.0,45.0,19.0,-
26,basic shortbread with variations,264974,35,40,"['butter', 'sugar', 'vanilla extract', 'purpose flour', 'sea salt']",173.9,17.0,15.0,4.0,3.0,36.0,5.0,-
27,danish pastry cinnamon rolls,269806,720,82,"['butter', 'wheat flour', 'yeast', 'milk', 'egg', 'salt', 'sugar', 'purpose flour', 'sugar', 'cinnamon', 'pistachio', 'egg', 'water', 'sugar', 'vanilla']",255.5,20.0,75.0,10.0,6.0,34.0,10.0,-
28,drink and frozen idea recipes,287677,5,60,"['lemon juice concentrate', 'juice', 'watermelon']",149.9,1.0,118.0,0.0,5.0,0.0,12.0,-
29,resurrection cookies,23941,60,49,"['pistachio', 'egg white', 'sugar', 'vinegar', 'salt']",42.0,3.0,22.0,0.0,1.0,0.0,1.0,-
30,canelazo   spiced cinnamon rum drink,455405,15,6,"['water', 'sugar', 'sugar', 'lime', 'juice', 'salt', 'clove', 'cinnamon candy', 'juice', 'aguardiente']",297.2,0.0,295.0,2.0,0.0,0.0,25.0,-
31,citrus glazed mahi mahi,202608,20,6,"['mahi mahi fillet', 'orange', 'juice', 'lemon', 'juice', 'lime', 'juice', 'water', 'sugar', 'salt']",79.4,0.0,75.0,1.0,0.0,0.0,6.0,-
32,limonada,307828,5,4,"['lime', 'water', 'sugar', 'ice cube']",53.4,0.0,51.0,0.0,0.0,0.0,4.0,-
33,mango citrus cocktail  non alcoholic,368115,5,4,"['mango', 'sugar', 'juice', 'lime', 'ice cube', 'water']",151.4,0.0,124.0,0.0,3.0,0.0,12.0,-
34,watermelon punch,328135,15,5,"['water', 'sugar', 'lime juice concentrate', 'watermelon juice', 'juice', 'ice cube']",59.1,0.0,56.0,0.0,0.0,0.0,4.0,-
35,chayote squash salad  salada de chuchu,25286,40,6,"['water', 'chayotes', 'garlic', 'durkee onion', 'salt', 'pepper', 'leaf parsley', 'oil', 'vinegar']",196.8,21.0,29.0,12.0,6.0,9.0,5.0,-
36,easy salsa rice,318561,25,6,"['oil', 'durkee onion', 'garlic', 'pepper flake', 'grain rice', 'water', 'picante sauce', 'pepper', 'salt']",269.0,11.0,15.0,28.0,10.0,4.0,15.0,-
37,mediterranean rice,241407,22,5,"['oil', 'durkee onion', 'garlic', 'grain rice', 'sodium chicken stock', 'lemon rind', 'leaf parsley', 'pepper', 'water']",425.6,11.0,5.0,0.0,13.0,5.0,26.0,-
38,tacu tacu,146025,75,8,"['chickpea', 'grain rice', 'durkee onion', 'garlic', 'oil', 'salt', 'pepper', 'water']",195.0,5.0,5.0,9.0,9.0,2.0,12.0,-
39,vegetable rice  parve,175719,25,5,"['oil', 'durkee onion', 'pepper', 'tomato', 'garlic', 'grain rice', 'water', 'pepper', 'marjoram leaves']",217.6,5.0,5.0,0.0,7.0,3.0,13.0,-
40,african peanut butter candy,134741,15,7,"['peanut butter', 'honey', 'milk', 'coconut']",55.6,2.0,37.0,0.0,2.0,6.0,3.0,-
41,carob balls,276233,25,9,"['peanut butter', 'honey', 'carob powder', 'sesame seed', 'coconut']",69.9,6.0,27.0,1.0,3.0,5.0,2.0,-
42,milk and honey peanut butter balls  a   tasty   find,388386,15,6,"['peanut butter', 'honey', 'coconut', 'milk powder']",93.8,5.0,45.0,2.0,4.0,6.0,4.0,-
43,peanut butter nuggets,25431,10,6,"['corn flake', 'coconut', 'peanut butter', 'honey']",68.6,7.0,11.0,1.0,4.0,10.0,1.0,-
44,tropical banana snack,346838,5,6,"['banana', 'peanut butter', 'coconut', 'honey']",257.3,19.0,83.0,4.0,11.0,27.0,11.0,-
45,cinnabon cheesecake  like tgi friday s,294698,75,27,"['sugar', 'shortening', 'egg', 'milk', 'vanilla extract', 'wheat flour', 'baking powder', 'salt', 'cheese', 'sugar', 'lemon zest', 'egg', 'butter', 'sugar', 'cinnamon', 'lemon juice concentrate', 'vanilla', 'sugar']",5329.0,297.0,2446.0,132.0,128.0,472.0,279.0,-
46,date filled cookies,84216,40,12,"['butter', 'sugar', 'egg', 'milk', 'baking powder', 'wheat flour', 'salt', 'date', 'water', 'nut']",3576.6,162.0,1656.0,70.0,90.0,311.0,211.0,-
47,gumdrop cake,64396,85,15,"['sugar', 'butter', 'egg', 'lemon rind', 'vanilla', 'wheat flour', 'baking powder', 'salt', 'milk', 'gumdrop', 'coconut', 'sugar', 'lemon juice concentrate', 'gumdrop']",5302.1,218.0,2407.0,117.0,92.0,469.0,323.0,-
48,rich white cake with strawberry frosting,166383,50,18,"['butter', 'shortening', 'sugar', 'water', 'milk', 'wheat flour', 'baking powder', 'salt', 'vanilla extract', 'almond extract', 'egg white', 'strawberry', 'strawberry']",5870.8,315.0,2508.0,213.0,152.0,441.0,315.0,-
49,the best damn lemon cake,107577,90,18,"['ground almond', 'wheat flour', 'baking powder', 'salt', 'butter', 'sugar', 'egg', 'milk', 'lemon extract', 'lemon', 'zest', 'lemon juice concentrate']",3215.0,203.0,1188.0,123.0,94.0,331.0,153.0,-
50,chipotle s guacamole,36679,10,4,"['avocado', 'lime juice concentrate', 'ground cilantro', 'durkee onion', 'garlic', 'chily', 'salt']",70.0,9.0,2.0,4.0,2.0,4.0,1.0,['mexican']
51,easy guacamole,128367,5,15,"['avocado', 'garlic', 'grape tomato', 'lime juice concentrate', 'durkee onion', 'salt']",116.5,15.0,5.0,3.0,3.0,7.0,2.0,['mexican']
52,mexicali corn relish,371343,23,8,"['corn', 'durkee onion', 'kernel corn', 'bell pepper', 'poblano chile', 'ground cilantro', 'lime juice concentrate', 'salt']",63.2,1.0,15.0,8.0,4.0,0.0,4.0,['mexican']
53,rustic roasted tomato salsa  salsa de molcajete,221053,55,14,"['jalapeno pepper', 'garlic', 'durkee onion', 'juice', 'ground cilantro', 'lime juice concentrate', 'salt']",84.3,0.0,40.0,19.0,5.0,0.0,6.0,['mexican']
54,viva mexico guacamole,223559,30,14,"['avocado', 'garlic', 'salt', 'ground cilantro', 'lime juice concentrate', 'jalapeno pepper', 'durkee onion', 'tomato']",678.6,91.0,25.0,1.0,18.0,43.0,14.0,['mexican']
55,17 twist,262448,5,1,"['raspberry liquor', 'mountain dew soda']",190.1,0.0,57.0,0.0,0.0,0.0,4.0,-
56,copenhagen,314099,1,2,"['bacardi light rum', 'mountain dew soda']",168.8,0.0,69.0,0.0,0.0,0.0,5.0,-
57,easy ice cream cake,78093,5,2,"['chocolate wafer pie crust', 'chocolate ice cream']",82.3,6.0,25.0,3.0,1.0,4.0,3.0,-
58,refreshing ruby red,228635,5,2,"['mandarin vodka', 'up']",68.8,0.0,61.0,0.0,0.0,0.0,5.0,-
59,root beer float shake,311319,5,2,"['rootbeer float ice cream', 'root beer']",93.7,0.0,96.0,1.0,0.0,0.0,8.0,-
60,ground sirloin wellington,278404,90,9,"['pastry', 'butter', 'champignon mushroom', 'durkee onion', 'beef sirloin', 'leaf parsley', 'leaf basil', 'salt', 'pepper', 'egg', 'foie gras']",730.9,84.0,3.0,30.0,68.0,99.0,8.0,-
61,mushroom spinach omelet,374398,40,12,"['egg', 'champignon mushroom', 'spinach', 'durkee onion', 'butter', 'tomato', 'cheese', 'hollandaise sauce mix', 'salt', 'pepper']",409.9,56.0,6.0,27.0,34.0,100.0,1.0,-
62,salisbury steak surprise with ground mushroom gravy,100743,55,12,"['beef sirloin', 'durkee onion', 'tomato paste', 'salt', 'pepper', 'cheese', 'oil', 'butter', 'wheat flour', 'beef broth', 'champignon mushroom']",754.5,89.0,9.0,57.0,104.0,126.0,1.0,-
63,sirloin tips with garlic butter stroganoff,282383,45,10,"['butter', 'garlic', 'leaf parsley', 'pepper', 'durkee onion', 'champignon mushroom', 'beef sirloin', 'salt', 'sherry', 'half']",490.4,40.0,13.0,17.0,81.0,73.0,3.0,-
64,world s greatest mushroom onion burgers,138617,50,10,"['butter', 'durkee onion', 'champignon mushroom', 'beef sirloin', 'salt', 'pepper', 'sauce', 'wheat flour', 'oil', 'kaiser roll', 'cheese', 'cream']",589.7,48.0,12.0,51.0,71.0,62.0,13.0,-
65,baked cheese crepes   giada de laurentiis,115383,35,13,"['egg', 'milk', 'salt', 'pepper', 'butter', 'fontina cheese', 'mozzarella cheese', 'leaf basil', 'pizza sauce', 'parmesan cheese', 'butter']",557.3,65.0,27.0,54.0,65.0,119.0,3.0,['italian']
66,balsamic pasta primavera,481847,20,12,"['penne pasta', 'vinegar', 'broccoli', 'durkee onion', 'champignon mushroom', 'spinach', 'butter', 'parmesan cheese', 'salt', 'pepper']",593.9,25.0,25.0,10.0,27.0,45.0,33.0,['italian']
67,giada de laurentiis  mushrooms parmesan,239630,40,11,"['olive oil', 'portabella mushroom', 'salt', 'pepper', 'pizza sauce', 'mozzarella cheese', 'parmesan cheese', 'butter']",277.8,34.0,29.0,34.0,17.0,40.0,3.0,['italian']
68,portabella parmesan,167498,40,11,"['olive oil', 'portabella mushroom', 'salt', 'pepper', 'pizza sauce', 'mozzarella cheese', 'parmesan cheese', 'butter']",286.7,35.0,29.0,35.0,19.0,42.0,4.0,['italian']
69,baked pasta with roasted veggies,321397,60,5,"['summer squash', 'zucchini', 'durkee onion', 'champignon mushroom', 'pepper', 'pea', 'oil', 'pepper', 'seasoning salt', 'penne pasta', 'parmesan cheese', 'asiago cheese', 'mozzarella cheese', 'pizza sauce']",541.7,32.0,59.0,33.0,41.0,38.0,23.0,-
70,crock pot cheesy potato soup,145012,500,9,"['potato', 'water', 'durkee onion', 'chicken bouillon granule', 'pepper', 'cheese', 'milk']",248.7,7.0,8.0,19.0,17.0,13.0,14.0,-
71,glen s potato bake,175419,95,6,"['potato', 'pepper', 'durkee onion', 'cream', 'cheese']",266.5,19.0,8.0,4.0,12.0,40.0,10.0,-
72,hash browns cheese omelet,46147,25,7,"['durkee onion', 'pepper', 'potato', 'egg substitute', 'water', 'pepper', 'cheese']",84.5,0.0,6.0,0.0,4.0,0.0,6.0,-
73,sausage  pepper and potato skillet,181994,35,5,"['sausage', 'durkee onion', 'pepper', 'pepper', 'potato', 'water', 'pepper']",521.8,48.0,26.0,58.0,50.0,55.0,11.0,-
74,sausage  potato and onion casserole,371903,80,5,"['durkee onion', 'potato', 'cheddar cheese', 'bulk pork sausage', 'chicken soup', 'water', 'pepper']",539.9,46.0,19.0,48.0,52.0,49.0,13.0,-
75,gourmet huevos rancheros,129203,30,16,"['corn tortilla', 'bean', 'butter', 'egg', 'pepper', 'jack cheese', 'avocado', 'lime juice concentrate', 'chili salsa', 'cream', 'ground cilantro', 'durkee onion']",499.8,52.0,13.0,29.0,45.0,71.0,9.0,"['american', 'mexican']"
76,lobster tostadas,17015,20,13,"['corn tortilla', 'wine', 'lobster meat', 'leaf lettuce', 'jalapeno pepper', 'durkee onion', 'garlic', 'ground cilantro', 'tomato', 'tomato', 'lime juice concentrate']",181.6,2.0,10.0,12.0,39.0,1.0,6.0,"['american', 'mexican']"
77,spinach and mushroom enchiladas,41449,30,13,"['oil', 'garlic', 'durkee onion', 'baby carrot', 'champignon mushroom', 'spinach', 'enchilada sauce', 'corn tortilla', 'jack cheese']",623.7,38.0,19.0,49.0,44.0,50.0,25.0,['mexican']
78,spinach and rice stuffed chicken breast,275420,75,17,"['chicken breast', 'champignon mushroom', 'spinach', 'durkee onion', 'garlic', 'butter', 'wine', 'grain rice', 'hollandaise sauce mix', 'water']",702.7,53.0,16.0,18.0,81.0,105.0,18.0,['american']
79,gourmet spinach,13590,17,9,"['spinach', 'champignon mushroom', 'butter', 'durkee onion', 'garlic', 'cream']",165.4,19.0,6.0,7.0,14.0,37.0,3.0,-
80,coconut and white chocolate souffles with mango rum sauce,233630,70,31,"['mango', 'ginger', 'water', 'sugar', 'rum', 'milk', 'coconut milk powder', 'egg', 'purpose flour', 'chocolate', 'coconut', 'butter', 'coconut rum', 'sugar']",494.6,31.0,217.0,5.0,21.0,63.0,21.0,['french']
81,coconut cream pie from cooks illustrated,320303,270,39,"['animal cracker', 'coconut', 'sugar', 'butter', 'coconut milk powder', 'milk', 'salt', 'jumbo egg', 'cornstarch', 'vanilla extract', 'cream']",692.9,68.0,202.0,11.0,12.0,147.0,23.0,['american']
82,chef rebecca rather s coconut cake,282649,155,42,"['butter', 'sugar', 'purpose flour', 'baking powder', 'salt', 'milk', 'coconut milk powder', 'coconut cream', 'vanilla extract', 'egg white', 'coconut', 'whipping cream', 'coconut flake', 'water', 'tartar', 'marshmallow']",700.2,55.0,247.0,12.0,16.0,128.0,29.0,-
83,coconut cream pie from heaven,333421,91,76,"['coconut water', 'sugar', 'coconut rum', 'vinegar', 'vanilla extract', 'salt', 'milk', 'coconut syrup', 'coconut', 'jumbo egg', 'cornstarch', 'butter', 'purpose flour', 'butter', 'ice', 'sugar icing', 'sea salt', 'whipping cream', 'salt', 'sugar']",689.1,69.0,140.0,11.0,15.0,147.0,19.0,-
84,coquito  chef galarza s family recipe,403656,10,23,"['milk', 'milk', 'coconut', 'cinnamon', 'vanilla extract', 'rum']",428.1,31.0,123.0,7.0,22.0,75.0,14.0,-
85,avocado blt club,464743,16,4,"['bread', 'mayonnaise', 'bacon', 'avocado', 'tomato', 'leaf lettuce', 'pepper']",480.4,61.0,23.0,36.0,24.0,38.0,7.0,-
86,best blt sandwich ever,158682,10,4,"['bacon', 'mayonnaise', 'mustard', 'bread', 'leaf lettuce', 'tomato', 'avocado']",411.8,32.0,29.0,34.0,30.0,22.0,14.0,-
87,bring home the bacon tomato salad,186367,20,5,"['yogurt', 'mayonnaise', 'milk', 'garlic', 'pepper', 'tomato', 'avocado', 'bacon', 'leaf lettuce']",333.4,45.0,16.0,17.0,16.0,41.0,3.0,-
88,carbless low calorie turkey lettuce wraps,87000,2,7,"['leaf lettuce', 'turkey breast', 'tomato', 'durkee onion', 'mustard', 'mayonnaise', 'pepper']",14.2,0.0,5.0,1.0,0.0,0.0,0.0,-
89,weight watchers blt pasta salad,154715,15,3,"['shell macaroni', 'tomato', 'bacon', 'leaf lettuce', 'sugar', 'cider vinegar', 'mayonnaise', 'cream', 'mustard', 'pepper']",86.0,7.0,22.0,10.0,5.0,8.0,3.0,-
90,curried lentils and vegetables,192058,55,3,"['lentil', 'water', 'baby carrot', 'durkee onion', 'celery seed', 'garlic', 'curry powder', 'ginger', 'salt']",386.4,2.0,26.0,26.0,52.0,1.0,22.0,-
91,japanese miso soup,60689,9,3,"['miso', 'miso', 'dashi', 'water']",11.3,0.0,1.0,8.0,1.0,0.0,0.0,-
92,orange roasted baby carrots,69239,25,6,"['baby carrot', 'oil', 'salt', 'marmalade', 'ginger', 'water']",82.3,5.0,33.0,15.0,1.0,2.0,4.0,-
93,sloppy joe lentils  slow cooker or crock pot,309272,185,5,"['lentil', 'sandwich sauce', 'water']",43.9,0.0,2.0,0.0,6.0,0.0,2.0,-
94,steamed carrots in the buff,490639,10,6,"['baby carrot', 'water']",46.5,0.0,21.0,3.0,2.0,0.0,3.0,-
95,miso stew,248293,25,18,"['quinoa', 'water', 'wakame seaweed', 'wakame seaweed', 'oil', 'durkee onion', 'garlic', 'firm tofu', 'baby carrot', 'shiitake mushroom', 'miso', 'bok choy', 'soy sauce', 'scallion', 'flake']",240.0,12.0,21.0,22.0,18.0,6.0,11.0,-
96,quinoa and corn grits polenta,439697,30,13,"['oil', 'durkee onion', 'garlic', 'water', 'quinoa', 'grit', 'salt', 'pepper', 'parmesan cheese']",269.4,11.0,4.0,30.0,19.0,10.0,14.0,-
97,quinoa with garlic and soy sauce,340811,25,7,"['oil', 'durkee onion', 'garlic', 'quinoa', 'vegetable stock', 'soy sauce', 'salt', 'pepper', 'leaf parsley']",200.7,9.0,2.0,31.0,12.0,3.0,10.0,-
98,slow cooker ravioli casserole,349264,315,15,"['oil', 'durkee onion', 'garlic', 'cheese pasta sauce mix', 'tomato sauce', 'water', 'seasoning salt', 'beef ravioli', 'mozzarella cheese', 'leaf parsley']",82.1,8.0,8.0,12.0,9.0,13.0,1.0,-
99,slow roasted garlic,72402,80,11,"['garlic', 'oil', 'water']",129.2,7.0,2.0,0.0,7.0,3.0,6.0,-
100,awesome mojo chicken breasts,170803,125,9,"['chicken breast', 'mojo criollo', 'garlic']",261.4,20.0,3.0,3.0,61.0,19.0,0.0,-
101,crock pot chicken   stuffing,397856,405,5,"['chicken breast', 'onion powder', 'garlic', 'pepper', 'rice soup', 'chicken soup', 'jack cheese', 'farm stuff']",352.8,15.0,16.0,49.0,48.0,19.0,13.0,-
102,inside out chicken pot pie,410791,20,5,"['chicken breast', 'garlic', 'chicken soup', 'vegetable']",422.5,17.0,3.0,49.0,76.0,15.0,15.0,-
103,oamc parmesan garlic chicken,383233,70,7,"['chicken breast', 'parmesan cheese', 'salad dressing mix', 'garlic', 'oil']",481.8,55.0,0.0,14.0,73.0,46.0,0.0,-
104,tasty sauteed chicken breasts,386277,35,18,"['chicken breast', 'wheat flour', 'sea salt', 'onion powder', 'garlic', 'oil']",420.0,41.0,0.0,19.0,63.0,28.0,3.0,-
105,creamed salmon on toast,95798,44,11,"['butter', 'purpose flour', 'durkee onion', 'milk', 'salmon', 'salt', 'pepper', 'bread']",264.8,18.0,4.0,20.0,37.0,30.0,6.0,-
106,crock pot potato boats,146233,524,12,"['potato', 'milk', 'butter', 'salt', 'pepper', 'paprika']",238.7,15.0,5.0,10.0,9.0,31.0,11.0,-
107,french potatoes,18583,24,13,"['potato', 'durkee onion', 'butter', 'pepper', 'milk', 'paprika']",172.3,5.0,10.0,1.0,8.0,10.0,10.0,-
108,smoked salmon souffle,205636,80,8,"['butter', 'milk', 'sourdough bread', 'salmon', 'egg', 'lemon juice concentrate', 'durkee onion', 'salt', 'pepper', 'paprika']",407.9,29.0,4.0,87.0,62.0,41.0,8.0,-
109,twice baked potatoes  microwave,266,77,22,"['russet potato', 'bacon', 'butter', 'durkee onion', 'milk', 'salt', 'pepper', 'paprika']",154.5,13.0,2.0,10.0,5.0,24.0,5.0,-
110,barbecued parmesan eggplant,240260,30,9,"['eggplant', 'parmesan cheese', 'salt', 'pepper', 'garlic', 'egg']",213.2,15.0,28.0,29.0,31.0,26.0,5.0,-
111,moist  ivory grated potato kugel quiche  food processor,443591,75,12,"['potato', 'egg', 'durkee onion', 'vegetable oil', 'salt', 'pepper']",356.3,21.0,20.0,39.0,16.0,11.0,17.0,-
112,papadum  lentil crackers,469897,110,11,"['chickpea', 'pepper', 'cumin powder', 'salt', 'water', 'vegetable oil']",0.9,0.0,0.0,3.0,0.0,0.0,0.0,-
113,ultimate fried eggplant  aubergine,86172,30,12,"['egg', 'salt', 'cornstarch', 'breadcrumb', 'eggplant', 'vegetable oil']",198.0,4.0,19.0,21.0,13.0,3.0,12.0,-
114,zucchini strips,279769,30,8,"['zucchini', 'salt', 'pepper', 'cumin powder']",25.8,0.0,11.0,0.0,3.0,0.0,1.0,-
115,cheese  ham   spinach melt,293755,5,5,"['ham', 'capsicum', 'mayonnaise', 'mustard', 'spinach leave', 'muffin', 'cheese']",315.8,23.0,9.0,58.0,54.0,35.0,5.0,['australian']
116,stuffed chicken breast pate slices,30270,525,16,"['cheese', 'ham', 'chicken breast']",52.7,5.0,0.0,0.0,10.0,7.0,0.0,['french']
117,fluffy omelette with ham  spinach and swiss cheese,303759,13,13,"['egg', 'milk', 'spinach leave', 'ham', 'cheese']",213.3,18.0,3.0,10.0,45.0,22.0,1.0,-
118,le croque monsieur revisited,28372,35,11,"['bread', 'cheese', 'mustard', 'mayonnaise', 'ham', 'egg', 'milk', 'butter']",277.1,17.0,12.0,20.0,27.0,30.0,9.0,-
119,the night before christmas brunch bake,147707,95,10,"['patty', 'ham', 'cheese', 'milk', 'mushroom soup', 'egg', 'mustard', 'pepper']",135.9,14.0,2.0,16.0,15.0,23.0,1.0,-
120,celebration angel food cake,238167,65,20,"['egg white', 'flour', 'sugar', 'salt', 'tartar', 'vanilla extract', 'almond extract', 'candy sprinkle']",2222.3,3.0,1414.0,78.0,120.0,1.0,163.0,['american']
121,chrissy s angel food cake,400567,60,10,"['egg white', 'salt', 'tartar', 'almond extract', 'vanilla extract', 'sugar', 'flour']",2780.8,4.0,1819.0,58.0,139.0,1.0,206.0,-
122,freckled angel,52382,75,19,"['espresso powder', 'flour', 'salt', 'egg white', 'vinegar', 'sugar', 'vanilla extract', 'lemon juice concentrate', 'chocolate']",2264.2,3.0,1416.0,41.0,123.0,1.0,166.0,-
123,tangerine angel food cake,57938,65,15,"['egg white', 'tartar', 'salt', 'sugar', 'flour', 'vanilla extract', 'zest', 'juice', 'egg white', 'sugar icing', 'tangerine']",2882.4,3.0,2102.0,62.0,110.0,1.0,221.0,-
124,the best angel food cake,59325,90,21,"['flour', 'sugar', 'egg white', 'tartar', 'salt', 'vanilla extract', 'lemon juice concentrate', 'almond extract']",1896.7,2.0,1216.0,51.0,108.0,0.0,137.0,-
125,baked cod with lemon   olive oil,268206,20,4,"['halibut fillet', 'lemon juice concentrate', 'oil', 'garlic', 'thyme sprigs', 'pepper', 'paprika']",223.0,7.0,0.0,5.0,82.0,3.0,0.0,-
126,big john s stampede chicken,49430,195,6,"['chicken breast', 'durkee onion', 'thyme sprigs', 'leaf parsley', 'bell pepper', 'bell pepper', 'tomato', 'rosemary sprigs', 'garlic', 'pepper', 'soy sauce', 'lime juice concentrate', 'oil', 'sugar']",632.9,55.0,32.0,35.0,125.0,44.0,4.0,-
127,herb and garlic roast pork tenderloin,116612,35,5,"['pork tenderloin', 'leaf parsley', 'thyme sprigs', 'garlic', 'rosemary sprigs', 'butter', 'oil']",428.9,38.0,0.0,6.0,94.0,44.0,0.0,-
128,roast halibut with fingerling potatoes  lemon  and rosemary,363180,40,5,"['halibut fillet', 'fingerling potato', 'garlic', 'rosemary sprigs', 'leaf parsley', 'oil', 'lemon', 'juice and zest of']",337.4,13.0,6.0,4.0,85.0,6.0,6.0,-
129,tomato lime mahi mahi,220927,18,7,"['tomato', 'lime juice concentrate', 'oil', 'leaf parsley', 'garlic', 'sauce', 'mahi mahi fillet']",218.7,12.0,7.0,6.0,64.0,6.0,1.0,-
130,fresh cabbage soup,123684,25,11,"['durkee onion', 'oil', 'chicken broth', 'cabbage', 'pepper', 'thyme sprigs', 'potato']",182.3,9.0,17.0,32.0,16.0,5.0,8.0,-
131,packet potatoes,240413,30,10,"['aluminum foil', 'durkee onion', 'potato', 'oil', 'season salt', 'baby dill pickle', 'pepper']",216.4,10.0,13.0,1.0,8.0,5.0,11.0,-
