,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
26,hickory smoked new york steaks,433634,26,9,"['strip steak', 'chili powder', 'sugar', 'garlic', 'oil']",664.4,67.0,27.0,8.0,110.0,85.0,2.0,['american']
27,lime soaked  cumin crusted skirt steak,120681,28,13,"['skirt steak', 'lime juice concentrate', 'cumin', 'garlic', 'ground cilantro', 'pepper', 'olive', 'chili pepper', 'oil']",565.0,55.0,5.0,17.0,99.0,47.0,3.0,"['american', 'spanish']"
28,steak fajitas  recipe and method,236353,85,33,"['oil', 'tamari', 'durkee onion', 'garlic', 'lime juice concentrate', 'pepper flake', 'cumin powder', 'sugar', 'skirt steak', 'pepper', 'durkee onion', 'tortilla flour']",1303.9,107.0,85.0,150.0,160.0,83.0,29.0,['american']
29,skirt steak,84065,70,13,"['oil', 'soy sauce', 'scallion', 'garlic', 'lime juice concentrate', 'pepper flake', 'cumin', 'sugar', 'skirt steak']",769.3,76.0,44.0,63.0,127.0,59.0,4.0,-
30,cilantro lime vinaigrette,153709,5,1,"['ground cilantro', 'olive oil', 'lime juice concentrate', 'juice', 'salt', 'pepper', 'garlic']",802.2,133.0,20.0,39.0,1.0,59.0,3.0,-
31,easiest creamy cilantro lime ranch salad dressing,517687,70,3,"['ranch dress', 'yogurt', 'garlic', 'lime juice concentrate', 'tomatillo salsa', 'ground cilantro']",449.2,67.0,24.0,38.0,8.0,40.0,4.0,-
32,lime jalapeno vinaigrette,37096,10,3,"['garlic', 'shallot', 'jalapeno pepper', 'lime juice concentrate', 'oil', 'salt']",1070.1,167.0,14.0,0.0,7.0,74.0,9.0,-
33,tahini salad dressing,204207,10,2,"['oil', 'vinegar', 'tahini sesame butter', 'garlic', 'soy sauce', 'salt']",407.4,67.0,6.0,33.0,3.0,30.0,1.0,-
34,yogurt sauce for grilled meats fish,124231,10,2,"['yogurt', 'garlic', 'oil', 'salt', 'ground cilantro']",53.5,5.0,11.0,13.0,4.0,7.0,1.0,-
35,bean and beef enchiladas,250717,45,19,"['ground beef', 'durkee onion', 'bean', 'chily', 'cumin powder', 'chili powder', 'corn tortilla', 'enchilada sauce', 'garlic', 'cheddar cheese']",399.0,20.0,12.0,43.0,36.0,24.0,17.0,['mexican']
36,cheesy chili enchiladas,350108,50,16,"['mozzarella cheese', 'cheddar cheese', 'chili powder', 'tomato sauce', 'sugar', 'cumin', 'garlic', 'cayenne pepper', 'corn tortilla', 'chily', 'durkee onion', 'tomato', 'cream']",389.9,33.0,35.0,16.0,37.0,62.0,10.0,['mexican']
37,pampered chef chicken tortilla soup,298099,40,17,"['corn tortilla', 'durkee onion', 'chicken breast halve', 'garlic', 'chili powder', 'chicken broth', 'cumin', 'tomato', 'chily', 'ground cilantro', 'cheddar cheese', 'lemon slice']",233.2,5.0,28.0,41.0,55.0,3.0,7.0,['mexican']
38,san jose quiche,328841,60,16,"['ground beef', 'durkee onion', 'bell pepper', 'garlic', 'ground cilantro', 'oregano', 'cumin', 'chili powder', 'chili salsa', 'corn tortilla', 'chily', 'cheddar cheese', 'egg', 'milk']",519.2,49.0,20.0,27.0,70.0,77.0,7.0,['mexican']
39,chimichangas  my take on ww recipe,245018,40,16,"['turkey breast', 'durkee onion', 'garlic', 'chili powder', 'oregano', 'cumin', 'tomato sauce', 'chily', 'cheese', 'flour tortilla']",201.3,2.0,30.0,32.0,61.0,1.0,5.0,-
40,best ever meat marinade  steak  lamb or pork,165231,3,2,"['wine vinegar', 'ketchup', 'cooking oil', 'soy sauce', 'sauce', 'salt', 'pepper', 'garlic salt', 'mustard']",229.0,28.0,42.0,111.0,7.0,11.0,4.0,['american']
41,lizzie s dipping sauce,371994,7,4,"['mayonnaise', 'garlic', 'sauce', 'mustard', 'tabasco jalapeno sauce', 'ketchup', 'lemon juice concentrate', 'pepper']",68.8,7.0,9.0,9.0,0.0,3.0,2.0,['american']
42,poor mans barbecue sauce,105500,15,2,"['ketchup', 'sauce', 'soy sauce', 'sugar', 'mustard', 'salt', 'pepper']",10.8,0.0,11.0,0.0,0.0,0.0,0.0,['american']
43,very quick bbq sauce,449146,1,3,"['sugar', 'ketchup', 'wine vinegar', 'water', 'sauce', 'mustard', 'paprika', 'salt', 'pepper', 'habanero sauce']",54.4,0.0,50.0,11.0,0.0,0.0,4.0,['american']
44,wild game   moose sloppy joes,25538,15,4,"['moose', 'durkee onion', 'sugar', 'sauce', 'mustard', 'ketchup', 'barbecue sauce', 'pepper']",102.2,0.0,88.0,8.0,1.0,0.0,8.0,['american']
45,american kitchen classic lexington style red slaw,475963,20,4,"['ketchup', 'cider vinegar', 'sugar', 'sauce', 'salt', 'pepper', 'cabbage']",134.5,0.0,110.0,39.0,4.0,0.0,10.0,['american']
46,cookin  cowgirls bbq sauce,116780,35,2,"['ketchup', 'sugar', 'salt', 'pepper', 'paprika', 'cider vinegar', 'lemon juice concentrate', 'sauce', 'mustard', 'chili powder', 'water', 'tabasco jalapeno sauce']",92.7,0.0,84.0,42.0,1.0,0.0,7.0,['american']
47,memphis style pork ribs,258486,125,7,"['chili powder', 'cumin', 'coriander', 'salt', 'paprika', 'sugar', 'pepper', 'cayenne pepper', 'pork rib rack', 'barbecue sauce']",30.4,2.0,7.0,73.0,2.0,0.0,1.0,['american']
48,spice rubbed pork tenderloin with mustard barbecue sauce,306099,45,12,"['bacon', 'durkee onion', 'mustard', 'honey', 'ketchup', 'cider vinegar', 'chili powder', 'cumin', 'sugar', 'paprika', 'garlic', 'salt', 'pepper', 'pepper', 'pork tenderloin']",319.0,12.0,79.0,30.0,73.0,12.0,8.0,['american']
49,barbecued ribs,303523,270,15,"['pork baby back rib', 'garlic', 'sugar', 'paprika', 'salt', 'pepper', 'chili powder', 'cumin', 'sugar', 'molasses', 'cider vinegar', 'ketchup', 'chili sauce', 'sauce', 'lemon juice concentrate', 'durkee onion', 'mustard', 'garlic']",657.3,57.0,118.0,55.0,89.0,65.0,12.0,-
50,barbecue sweet potato chips,496287,25,9,"['cayenne pepper', 'garlic', 'paprika', 'salt', 'paprika', 'sugar', 'oil', 'potato']",30.0,0.0,5.0,5.0,1.0,0.0,2.0,"['american', 'caribbean']"
51,cajun spice mix,63667,125,5,"['lemon', 'cayenne pepper', 'paprika', 'cumin', 'garlic', 'salt', 'oil']",107.2,13.0,5.0,24.0,4.0,6.0,3.0,['american']
52,spicy roasted okra,481057,17,7,"['okra', 'oil', 'coriander', 'cumin', 'paprika', 'cayenne pepper', 'salt', 'lemon wedge']",75.1,8.0,4.0,12.0,3.0,3.0,2.0,['american']
53,dancing pepitas  toasted pumpkin seeds,79347,4,7,"['oil', 'garlic', 'pepitas', 'salt', 'cumin', 'paprika', 'cayenne pepper']",412.0,56.0,4.0,36.0,40.0,31.0,2.0,-
54,moroccan spiced roast chickpeas,523991,50,8,"['chickpea', 'oil', 'cumin', 'sugar', 'cayenne pepper', 'cinnamon', 'garlic', 'ground ginger', 'paprika', 'salt']",23.5,3.0,1.0,4.0,0.0,1.0,0.0,-
55,cauliflower vanilla soup,114922,30,9,"['head cauliflower', 'chicken broth', 'durkee onion', 'garlic', 'vanilla pod', 'cream', 'pepper']",131.9,17.0,11.0,1.0,4.0,34.0,2.0,-
56,chicken stroganoff  235 calories per serving,279372,30,16,"['chicken breast halve', 'pepper', 'durkee onion', 'champignon mushroom', 'chicken broth', 'garlic', 'tarragon sprig', 'cream']",226.4,4.0,25.0,11.0,67.0,5.0,5.0,-
57,family pleasing chicken paprika,204245,40,12,"['chicken breast', 'durkee onion', 'chicken broth', 'paprika', 'pepper', 'wine', 'cornstarch', 'water', 'garlic', 'canola oil', 'cream']",330.9,25.0,12.0,18.0,57.0,23.0,3.0,-
58,mushroom cream sauce,313075,35,7,"['butter', 'chicken broth', 'durkee onion', 'champignon mushroom', 'garlic', 'cream', 'cream', 'pepper']",159.0,23.0,4.0,3.0,5.0,47.0,1.0,-
59,quick mushroom risotto  pillsbury bake off winner,292413,20,14,"['butter', 'durkee onion', 'champignon mushroom', 'grain rice', 'garlic', 'pepper', 'chicken broth', 'cream', 'parmesan cheese']",211.9,14.0,5.0,33.0,17.0,26.0,7.0,-
60,anna olson s deviled eggs,305318,20,6,"['egg', 'mayonnaise', 'mustard', 'chive', 'caper', 'pepper', 'chive']",65.5,7.0,2.0,4.0,6.0,5.0,0.0,-
61,egg and watercress tea sandwiches,124407,30,8,"['egg', 'mayonnaise', 'pepper', 'tabasco jalapeno sauce', 'watercress leaf', 'chive', 'bread', 'leaf parsley']",57.8,3.0,3.0,4.0,4.0,2.0,2.0,-
62,my mom s tuna fish sandwich,134965,5,4,"['tuna', 'mayonnaise', 'relish', 'durkee onion', 'egg', 'pepper']",173.8,13.0,15.0,13.0,30.0,10.0,2.0,-
63,tuna salad  1   like mom used to make,167881,10,9,"['water', 'egg', 'mayonnaise', 'relish', 'salt', 'pepper']",211.9,15.0,12.0,21.0,44.0,11.0,2.0,-
64,ww deviled eggs with roasted red pepper  2 points,365954,14,6,"['egg', 'mayonnaise', 'pepper', 'mustard', 'habanero sauce', 'chive']",79.3,7.0,3.0,10.0,12.0,8.0,0.0,-
65,fish goulash,408552,50,8,"['durkee onion', 'pepper', 'garlic', 'butter', 'oil', 'paprika', 'tomato', 'leaf', 'fines herbe', 'salt', 'halibut fillet', 'leaf parsley', 'potato']",269.6,20.0,16.0,22.0,56.0,28.0,2.0,-
66,haddock marinara,49268,50,4,"['oil', 'durkee onion', 'garlic', 'tomato', 'pepper', 'leaf parsley', 'wine', 'halibut fillet']",513.9,25.0,50.0,9.0,118.0,12.0,7.0,-
67,pescado a la talla,330983,15,6,"['halibut fillet', 'leaf parsley', 'garlic', 'oil', 'ancho chily', 'guajillo chily', 'cascabel chile', 'tomato', 'durkee onion']",605.9,72.0,9.0,4.0,61.0,32.0,5.0,-
68,swordfish kebabs,61667,140,7,"['swordfish', 'oil', 'lemon', 'juice', 'garlic', 'paprika', 'tomato', 'durkee onion', 'pepper']",451.1,39.0,16.0,7.0,91.0,25.0,2.0,-
69,white fish with chickpea ragu,447417,22,11,"['oil', 'durkee onion', 'garlic', 'pepper', 'paprika', 'chickpea', 'tomato', 'halibut fillet', 'parsley sprig']",349.1,11.0,15.0,18.0,77.0,5.0,10.0,-
70,apple filling for pies,75659,45,7,"['apple', 'lemon juice concentrate', 'sugar', 'cornstarch', 'nutmeg', 'cinnamon', 'apple juice']",105.2,0.0,88.0,0.0,0.0,0.0,9.0,-
71,apple pie with walnut streusel,73226,105,13,"['pie crust', 'butter', 'sugar', 'purpose flour', 'walnut', 'apple', 'sugar', 'lemon juice concentrate', 'cinnamon', 'milk']",331.4,16.0,171.0,4.0,4.0,19.0,19.0,-
72,brown sugar apple pie,146475,100,21,"['pie crust', 'apple', 'sugar', 'lemon juice concentrate', 'salt', 'sugar', 'cornstarch', 'cinnamon', 'milk', 'sugar']",148.2,0.0,131.0,0.0,0.0,0.0,12.0,-
73,excellent yam and apple casserole,164666,130,17,"['yam', 'butter', 'cornstarch', 'sugar', 'apple juice', 'lemon juice concentrate', 'cinnamon', 'allspice', 'apple']",425.7,9.0,130.0,3.0,6.0,18.0,30.0,-
74,kittencal s chunky or smooth applesauce  fat free freezable,253015,30,10,"['apple', 'apple juice', 'sugar', 'cinnamon', 'nutmeg', 'lemon juice concentrate']",131.7,0.0,114.0,0.0,0.0,0.0,11.0,-
75,bacon loaded mac n   cheese,400134,50,10,"['bacon', 'cheddar cheese', 'wheat elbow macaroni', 'margarine', 'wheat flour', 'milk', 'salt', 'pepper']",374.2,39.0,2.0,29.0,29.0,58.0,6.0,-
76,bacon macaroni   cheese,268748,90,12,"['bacon', 'wheat flour', 'milk', 'cheddar cheese', 'wheat elbow macaroni', 'salt', 'pepper']",491.7,35.0,4.0,19.0,39.0,54.0,16.0,-
77,budget macaroni and cheese,69389,25,11,"['wheat elbow macaroni', 'butter', 'wheat flour', 'salt', 'pepper', 'milk', 'cheddar cheese']",278.7,31.0,1.0,17.0,21.0,64.0,4.0,-
78,cream cheesy macaroni and cheese,93840,45,14,"['wheat elbow macaroni', 'margarine', 'wheat flour', 'milk', 'cheese', 'cheddar cheese', 'salt', 'breadcrumb']",425.1,37.0,7.0,15.0,35.0,68.0,10.0,-
79,three cheese mac and cheese lite  yes lite,257985,45,12,"['wheat elbow macaroni', 'margarine', 'wheat flour', 'milk', 'cheese product', 'cheddar cheese', 'mozzarella cheese']",290.5,8.0,11.0,25.0,44.0,17.0,11.0,-
80,cuppa cuppa cuppa onion dip,101992,40,5,"['durkee onion', 'cheddar cheese', 'mayonnaise']",239.8,29.0,15.0,16.0,10.0,29.0,4.0,-
81,denise s cheese n onion dip,150962,75,5,"['cheddar cheese', 'durkee onion', 'mayonnaise']",116.8,5.0,13.0,12.0,25.0,11.0,2.0,-
82,hot cheddar dip,59350,25,3,"['mayonnaise', 'cheddar cheese', 'durkee onion']",231.4,29.0,11.0,16.0,10.0,29.0,3.0,-
83,quick   simple green pea   cheddar salad,420100,5,3,"['pea', 'cheddar cheese', 'mayonnaise', 'durkee onion', 'paprika']",308.6,26.0,34.0,19.0,29.0,35.0,8.0,-
84,quick pea salad,73689,10,4,"['pea', 'durkee onion', 'mayonnaise']",94.7,0.0,27.0,0.0,12.0,0.0,5.0,-
85,cheechako chicken,35706,50,11,"['chicken breast halve', 'thyme leave', 'durkee onion', 'butter', 'salt', 'pepper', 'leaf parsley', 'rosemary sprigs', 'apple juice']",227.2,11.0,29.0,35.0,55.0,20.0,3.0,-
86,chicken in wine sauce,59707,45,14,"['wheat flour', 'salt', 'pepper', 'chicken breast', 'butter', 'champignon mushroom', 'durkee onion', 'leaf parsley', 'wine']",304.4,28.0,7.0,17.0,35.0,46.0,2.0,-
87,chicken ragout,218708,75,14,"['butter', 'durkee onion', 'champignon mushroom', 'chicken breast halve', 'chicken thigh', 'salt', 'pepper', 'vegetable oil', 'wine', 'leek soup mix', 'fines herbe', 'chicken broth', 'leaf']",370.7,25.0,16.0,53.0,64.0,34.0,5.0,-
88,chicken with artichokes and mushrooms,18667,62,11,"['chicken breast halve', 'butter', 'artichoke', 'champignon mushroom', 'durkee onion', 'wheat flour', 'rosemary sprigs', 'salt', 'pepper', 'chicken broth']",201.8,7.0,5.0,27.0,57.0,7.0,3.0,-
89,pan seared chicken with mustard sauce,336075,20,15,"['chicken breast halve', 'salt', 'pepper', 'butter', 'mustard seed', 'wine', 'chicken broth', 'cream', 'mustard']",289.1,27.0,1.0,12.0,52.0,48.0,0.0,-
90,traditional carrot cake,313124,70,17,"['purpose flour', 'baking powder', 'baking soda', 'salt', 'cinnamon', 'egg', 'vegetable oil', 'baking', 'baby carrot', 'pineapple chunk', 'coconut', 'walnut', 'light cream cheese', 'butter', 'vanilla', 'splenda granular', 'sugar']",505.5,49.0,82.0,22.0,14.0,46.0,16.0,['american']
91,perfect oil pastry,171806,15,20,"['purpose flour', 'salt', 'vegetable oil', 'water']",312.3,28.0,0.0,1.0,8.0,12.0,10.0,-
92,quick pineapple cherry bread,20637,90,16,"['purpose flour', 'baking powder', 'sugar', 'salt', 'walnut', 'cherry', 'egg', 'pineapple chunk', 'milk', 'vegetable oil']",438.3,27.0,95.0,20.0,16.0,11.0,20.0,-
93,splenda s fluffy carrot souffle,336159,60,13,"['baby carrot', 'water', 'salt', 'butter', 'purpose flour', 'baking powder', 'splenda granular', 'egg', 'vanilla extract']",176.5,19.0,18.0,20.0,9.0,33.0,3.0,-
94,the ultimate vt carrot cake,187081,110,22,"['purpose flour', 'baking powder', 'baking soda', 'salt', 'cinnamon', 'nutmeg', 'cardamom', 'vegetable oil', 'sugar', 'sugar', 'baby carrot', 'gingerroot', 'vanilla extract', 'egg', 'baby carrot', 'pineapple chunk', 'walnut', 'cream', 'light cream cheese', 'lemon juice concentrate']",555.2,48.0,183.0,18.0,14.0,43.0,21.0,-
95,batido de mango  mango shake,120817,5,2,"['mango pulp', 'milk']",224.4,10.0,97.0,3.0,13.0,21.0,12.0,-
96,grasshopper smores,462000,4,4,"['chocolate graham cracker', 'peppermint candy', 'marshmallow']",230.4,13.0,107.0,3.0,4.0,25.0,12.0,-
97,hot mint chocolate,147537,10,3,"['cocoa powder', 'peppermint candy', 'milk']",76.4,3.0,32.0,2.0,12.0,6.0,3.0,-
98,le chocolat suisse,457466,1,2,"['ovaltine', 'milk', 'peppermint candy']",133.2,3.0,74.0,6.0,16.0,8.0,6.0,-
99,peppermint patty frapps,449301,10,1,"['ice cream', 'milk', 'peppermint pattie', 'peppermint candy']",234.2,19.0,74.0,4.0,11.0,39.0,8.0,-
100,el chico s salsa fria,185906,20,3,"['lime juice concentrate', 'durkee onion', 'tomato', 'jalapeno pepper', 'sea salt', 'pepper', 'ground cilantro']",58.8,0.0,28.0,24.0,4.0,0.0,4.0,['mexican']
101,pico de gallo,33861,15,2,"['tomato', 'durkee onion', 'jalapeno pepper', 'ground cilantro', 'lime juice concentrate', 'salt', 'pepper']",37.4,0.0,19.0,24.0,3.0,0.0,2.0,"['american', 'mexican']"
102,pico de gallo   tomato salsa,438800,11,2,"['salt', 'pepper', 'garlic', 'durkee onion', 'ground cilantro', 'tomato', 'lime juice concentrate', 'bell pepper', 'jalapeno pepper']",26.5,0.0,12.0,36.0,2.0,0.0,2.0,['mexican']
103,salsa mexicana  fresh tomato and chiles,113519,10,3,"['tomato', 'jalapeno pepper', 'durkee onion', 'garlic', 'ground cilantro', 'salt', 'lime juice concentrate']",39.6,0.0,18.0,24.0,3.0,0.0,2.0,['mexican']
104,southern living salsa,328505,11,3,"['tomato', 'durkee onion', 'ground cilantro', 'lime juice concentrate', 'salt', 'pepper', 'jalapeno pepper']",11.5,0.0,5.0,6.0,1.0,0.0,0.0,['mexican']
105,frijoles con queso dip and chips,171870,10,2,"['bean', 'chili salsa', 'cheddar cheese', 'ground cilantro', 'tortilla chip']",134.9,12.0,4.0,20.0,25.0,26.0,0.0,['mexican']
106,half time nachos,154308,10,10,"['bean', 'cream', 'avocado dip', 'chili salsa', 'cheddar cheese', 'tortilla chip']",237.6,22.0,6.0,27.0,24.0,44.0,5.0,"['american', 'mexican']"
107,quick vegetarian bean dip,188451,15,4,"['bean', 'chili salsa', 'cheddar cheese', 'cumin powder', 'chili powder', 'sauce', 'tortilla chip', 'cream']",67.7,7.0,4.0,11.0,8.0,15.0,0.0,['mexican']
108,seven layer dip,55898,20,6,"['bean', 'cream', 'guacamole', 'chili salsa', 'cheddar cheese', 'taco seasoning']",255.9,26.0,5.0,24.0,24.0,54.0,4.0,"['american', 'mexican']"
109,why didn t i think of that black bean salsa,303671,2,3,"['chili salsa', 'bean', 'tortilla chip']",85.4,0.0,9.0,30.0,10.0,0.0,5.0,['mexican']
110,afghan   style chicken  murgh,482020,35,22,"['yogurt', 'garlic', 'ginger', 'durkee onion', 'lemon juice concentrate', 'cayenne pepper', 'salt', 'pepper', 'cumin', 'chicken thigh', 'chicken thigh']",601.4,59.0,26.0,43.0,102.0,61.0,3.0,['indian']
111,bombay lamb curry,155510,95,17,"['lamb', 'durkee onion', 'garlic', 'ghee', 'coriander', 'cumin', 'turmeric', 'pepper', 'garam masala', 'chily', 'leave', 'cinnamon candy', 'yogurt', 'tomato', 'salt']",891.4,88.0,48.0,58.0,142.0,128.0,7.0,['indian']
112,lamb and tomato curry,95373,150,16,"['canola oil', 'lamb chop', 'butter', 'cumin', 'garlic', 'ginger', 'durkee onion', 'coriander', 'cumin', 'turmeric', 'cayenne pepper', 'clove', 'cinnamon candy', 'yogurt', 'tomato', 'water', 'salt', 'coriander sprig']",952.7,120.0,41.0,35.0,87.0,154.0,7.0,['indian']
113,leg of lamb in a spicy yogurt sauce,67331,200,20,"['lamb', 'almond', 'durkee onion', 'garlic', 'ginger', 'chily', 'yogurt', 'cumin', 'coriander', 'cayenne pepper', 'salt', 'garam masala', 'vegetable oil', 'clove', 'cardamom pod', 'cinnamon candy', 'peppercorn', 'sultana', 'almond']",1646.6,176.0,76.0,102.0,237.0,198.0,11.0,['indian']
114,whole tandoori chicken,124380,150,12,"['chicken meat', 'yogurt', 'garam masala', 'cream', 'paprika', 'chili powder', 'cumin', 'lemon juice concentrate', 'vegetable oil', 'salt', 'turmeric', 'tomato puree', 'garlic', 'gingerroot']",1864.3,216.0,12.0,71.0,264.0,201.0,4.0,['indian']
115,dry rub for barbecue meats and ribs,10718,10,7,"['sugar', 'seasoning salt', 'garlic salt', 'celery', 'onion salt', 'paprika', 'chili powder', 'pepper', 'lemon pepper seasoning', 'ground sage', 'mustard', 'thyme', 'cayenne pepper']",353.8,6.0,276.0,3.0,8.0,3.0,28.0,['american']
116,kansas city dry rub,52711,10,2,"['sugar', 'paprika', 'sugar', 'garlic salt', 'celery', 'chili powder', 'pepper', 'cayenne pepper', 'mustard']",403.3,8.0,250.0,9.0,16.0,4.0,31.0,['american']
117,chili and spice seasoning,209677,5,1,"['paprika', 'oregano', 'chili powder', 'garlic', 'pepper', 'cayenne pepper', 'mustard']",5.4,0.0,0.0,0.0,0.0,0.0,0.0,-
118,dry rub with curry powder,387816,5,2,"['chili powder', 'curry powder', 'celery', 'mustard', 'oregano', 'parsley flake', 'onion powder', 'garlic', 'pepper']",20.1,1.0,2.0,1.0,1.0,0.0,1.0,-
119,versatile mustard dip sandwich spread,150023,3,4,"['mayonnaise', 'mustard', 'cream', 'cayenne pepper', 'garlic salt', 'pepper']",93.2,13.0,6.0,6.0,1.0,14.0,1.0,-
120,molasses wake up,198687,2,5,"['water', 'blackstrap molasses', 'lemon juice concentrate']",58.1,0.0,44.0,0.0,0.0,0.0,4.0,-
121,orange banana slush for diabetics,285216,25,7,"['banana', 'juice', 'water', 'lemon juice concentrate']",100.0,0.0,59.0,0.0,2.0,0.0,8.0,-
122,strawberry banana colada,309117,5,4,"['strawberry', 'drink mix', 'banana', 'water']",182.4,0.0,98.0,0.0,4.0,0.0,15.0,-
123,strawberry lemonade,114223,20,5,"['lemon juice concentrate', 'strawberry', 'honey', 'water']",206.4,0.0,201.0,0.0,1.0,0.0,18.0,-
124,strawberry orange banana frappe,66421,15,5,"['strawberry', 'banana', 'juice', 'water']",131.3,1.0,83.0,0.0,3.0,0.0,10.0,-
