,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
10,creamy minty cucumbers,173869,130,5,"['mayonnaise', 'sugar', 'cider vinegar', 'salt', 'garlic', 'spearmint', 'cucumber']",109.3,10.0,28.0,7.0,1.0,5.0,4.0,-
11,garlic basque dressing,405594,10,2,"['oil', 'garlic', 'cider vinegar', 'salt', 'garlic', 'mayonnaise']",75.9,10.0,3.0,10.0,0.0,4.0,1.0,-
12,garlic rotelle,40973,10,4,"['rotelle pasta', 'oil', 'garlic', 'leaf parsley', 'cheese', 'salt', 'pepper flake']",412.0,10.0,0.0,15.0,18.0,8.0,26.0,-
13,smoked tomato salad dressing,119736,55,10,"['tomato', 'oil', 'smoke', 'sugar', 'salt', 'garlic', 'caper', 'mayonnaise', 'leaf parsley']",653.5,84.0,73.0,48.0,3.0,39.0,14.0,-
14,special egg salad,318155,21,5,"['cheese', 'mayonnaise', 'sugar', 'onion powder', 'garlic', 'salt', 'pepper', 'egg']",334.5,41.0,13.0,18.0,29.0,52.0,2.0,-
15,perfect multi purpose pasta dough,282853,60,12,"['wheat flour', 'water', 'egg', 'oil', 'salt']",321.7,9.0,1.0,25.0,20.0,6.0,17.0,-
16,pierogi dough,79860,75,8,"['wheat flour', 'egg', 'water', 'salt', 'oil']",50.9,2.0,0.0,4.0,2.0,1.0,2.0,-
17,slovak egg dumplings,508734,13,8,"['egg', 'salt', 'water', 'wheat flour']",149.5,4.0,0.0,13.0,12.0,4.0,8.0,-
18,spelt pasta recipe   make your own pasta,218528,40,7,"['wheat flour', 'egg', 'salt', 'oil']",75.5,10.0,0.0,2.0,6.0,6.0,0.0,-
19,unleavened bread,368491,25,6,"['wheat flour', 'water', 'oil', 'salt', 'egg']",89.3,4.0,0.0,1.0,4.0,2.0,4.0,-
20,chicken katsu,314587,65,11,"['chicken breast', 'garlic salt', 'wheat flour', 'egg', 'panko breadcrumb', 'oil', 'ketchup', 'soy sauce', 'sugar', 'sauce', 'pepper']",1725.5,235.0,56.0,54.0,84.0,103.0,16.0,-
21,coconut shrimp and sauce,71136,60,22,"['shrimp', 'egg', 'wheat flour', 'malt liquor', 'coconut', 'sugar', 'vegetable oil', 'syrup', 'sauce', 'plum preserve', 'cornstarch']",3852.4,408.0,815.0,40.0,135.0,328.0,104.0,-
22,coconut shrimp with guava sweet and sour sauce,455508,18,9,"['jumbo shrimp', 'coconut flake', 'panko breadcrumb', 'egg', 'wheat flour', 'oil', 'guava', 'rice vinegar', 'pineapple juice', 'sugar', 'cornstarch', 'water']",4027.7,541.0,320.0,65.0,97.0,284.0,59.0,-
23,nanny s zucchini pie,59430,75,8,"['zucchini', 'salami', 'mozzarella cheese', 'parmesan cheese', 'oil', 'wheat flour', 'egg', 'durkee onion']",2369.8,261.0,58.0,74.0,175.0,220.0,41.0,-
24,romeri s gnocchi   sauce,1246,0,14,"['wheat flour', 'egg', 'salt', 'ricotta cheese', 'tomato', 'leaf basil', 'garlic', 'oil']",2457.1,191.0,105.0,118.0,187.0,245.0,81.0,-
25,aunt betty s famous pie crust,142218,10,6,"['wheat flour', 'vegetable shortening', 'salt', 'egg', 'vinegar', 'water']",3479.7,368.0,5.0,100.0,90.0,343.0,95.0,-
26,cookies with sour cream,43052,18,4,"['butter', 'sugar', 'cream', 'vanilla', 'salt', 'egg', 'wheat flour', 'baking soda']",3999.7,340.0,856.0,131.0,100.0,675.0,152.0,-
27,dorothy s best ever pastry,35985,40,7,"['lard', 'water', 'vinegar', 'wheat flour', 'baking powder', 'salt']",2280.0,237.0,2.0,37.0,51.0,299.0,63.0,-
28,flaky vinegar egg pie crust,79943,15,8,"['egg', 'wheat flour', 'salt', 'vegetable shortening', 'vinegar', 'water']",4157.5,486.0,4.0,76.0,90.0,454.0,95.0,-
29,no fail 7 up pie crust,357930,5,2,"['purpose flour', 'lard', 'salt', 'up']",6730.7,710.0,118.0,98.0,142.0,897.0,185.0,-
30,garlic asparagus,437421,25,8,"['asparagus', 'garlic', 'olive oil', 'sea salt', 'pepper']",55.7,5.0,8.0,0.0,5.0,2.0,1.0,-
31,oven fried rosemary potatoes,69255,40,7,"['russet potato', 'garlic', 'rosemary sprigs', 'pepper', 'olive oil']",290.9,0.0,11.0,0.0,15.0,0.0,21.0,-
32,roasted potatoes with rosemary and sea salt,23170,45,10,"['potato', 'olive oil', 'sea salt', 'pepper', 'garlic', 'rosemary sprigs']",179.9,15.0,4.0,24.0,5.0,7.0,6.0,-
33,rosemary roasted carrots,321383,30,6,"['baby carrot', 'garlic', 'olive oil', 'rosemary sprigs', 'sea salt', 'pepper']",98.8,5.0,21.0,3.0,4.0,2.0,5.0,-
34,scenter garlic   rosemary baby potatoes,220493,30,5,"['baby potato', 'olive oil', 'garlic', 'rosemary sprigs']",235.8,5.0,13.0,0.0,10.0,2.0,15.0,-
35,chocolate butter glaze,88240,35,19,"['semisweet chocolate', 'butter', 'corn syrup']",123.2,20.0,1.0,0.0,3.0,41.0,1.0,-
36,chocolate torte,117604,90,18,"['semisweet chocolate', 'butter', 'egg', 'vanilla', 'sugar icing']",304.2,45.0,12.0,4.0,15.0,90.0,4.0,-
37,chocolate wave wafers,128751,69,19,"['butter', 'cream', 'purpose flour', 'sugar', 'semisweet chocolate', 'sugar']",86.8,10.0,7.0,0.0,1.0,21.0,2.0,-
38,hazelnut chocolate nutella truffles,146443,120,23,"['cream', 'butter', 'corn syrup', 'semisweet chocolate', 'chocolate hazelnut spread', 'chocolate', 'hazelnut']",155.3,23.0,5.0,0.0,6.0,39.0,2.0,-
39,tried and true caramel candy,361331,20,23,"['sugar', 'corn syrup', 'butter', 'cream', 'vanilla']",204.6,18.0,69.0,2.0,0.0,37.0,8.0,-
40,apple cider vinegar,502683,10,2,"['cider vinegar', 'water']",3.1,0.0,0.0,0.0,0.0,0.0,0.0,-
41,apple cider vinegar cocktail,418526,1,2,"['cider vinegar', 'water', 'splenda sugar substitute']",5.4,0.0,3.0,0.0,0.0,0.0,0.0,-
42,microwave blanched almonds,47292,6,4,"['almond', 'water']",169.2,23.0,5.0,4.0,12.0,5.0,1.0,-
43,nonstick cooking spray,225023,5,5,"['canola oil', 'water']",5.0,0.0,0.0,0.0,0.0,0.0,0.0,-
44,sore and strep throat away gargle,106056,2,7,"['cider vinegar', 'water']",3.1,0.0,0.0,0.0,0.0,0.0,0.0,-
45,eel sauce,480285,10,3,"['soy sauce', 'sugar', 'mirin']",88.6,0.0,69.0,60.0,5.0,0.0,6.0,-
46,mirin marinade,272508,35,5,"['mirin', 'shoy', 'sugar', 'cayenne pepper']",70.2,0.0,29.0,97.0,4.0,0.0,4.0,-
47,nat s teriyaki sauce,86039,6,4,"['soy sauce', 'mirin', 'sugar']",30.2,0.0,14.0,45.0,3.0,0.0,1.0,-
48,salmon miso yaki  weight watcher friendly   7 points,378036,20,5,"['salmon', 'miso', 'sugar', 'mirin', 'oil', 'ginger']",291.3,18.0,8.0,32.0,74.0,10.0,2.0,-
49,white miso baked chilean sea bass,163863,15,6,"['sea bass fillet', 'miso', 'sugar', 'mirin', 'cooking wine', 'lemon juice concentrate']",310.7,7.0,109.0,60.0,55.0,5.0,11.0,-
50,almost  grandma alta s meatballs  aka my favorite meatball,163005,80,7,"['ground beef', 'breadcrumb', 'water', 'egg', 'durkee onion', 'salt', 'pepper', 'chili sauce', 'cranberry sauce', 'sugar', 'lemon juice concentrate']",465.3,29.0,124.0,32.0,51.0,36.0,15.0,-
51,glazed meatballs,127356,65,6,"['ground beef', 'breadcrumb', 'egg', 'onion soup mix', 'cranberry sauce', 'chili sauce', 'water', 'sauerkraut', 'sugar']",718.0,41.0,227.0,96.0,73.0,49.0,26.0,-
52,meatballs with sauerkraut,10322,390,8,"['ground beef', 'egg', 'breadcrumb', 'onion soup mix', 'sauerkraut', 'sugar', 'cranberry sauce', 'chili sauce', 'water']",1021.2,59.0,366.0,124.0,103.0,73.0,38.0,-
53,souper  easy sweet   sour meatballs,41756,150,7,"['ground beef', 'breadcrumb', 'durkee onion', 'egg', 'tomato basil soup mix', 'water', 'sugar', 'pepper', 'lemon juice concentrate']",114.6,6.0,45.0,5.0,10.0,7.0,4.0,-
54,yoshida meatloaf,112282,75,7,"['ground beef', 'breadcrumb', 'durkee onion', 'egg', 'gourmet sauce']",364.5,27.0,6.0,10.0,69.0,34.0,4.0,-
55,alan jackson s chocolate cake and frosting,169029,55,16,"['wheat flour', 'egg', 'sugar', 'salt', 'water', 'margarine', 'vegetable oil', 'cocoa', 'buttermilk', 'baking soda', 'vanilla', 'cider vinegar', 'milk', 'sugar']",604.0,39.0,284.0,16.0,9.0,21.0,30.0,['american']
56,chocolate sheet cake,55508,55,14,"['wheat flour', 'sugar', 'cocoa', 'cinnamon', 'butter', 'butter flavor shortening', 'water', 'egg', 'buttermilk', 'baking soda', 'vanilla', 'milk', 'sugar', 'pistachio']",448.0,29.0,213.0,7.0,7.0,52.0,22.0,['american']
57,grandma nita s sheath cake,469773,35,17,"['wheat flour', 'sugar', 'margarine', 'crisco', 'cocoa', 'water', 'buttermilk', 'vanilla', 'cinnamon', 'salt', 'baking soda', 'egg', 'milk', 'sugar']",794.1,40.0,425.0,16.0,13.0,31.0,45.0,['american']
58,mema s classic texas chocolate sheet cake,386551,35,12,"['sugar', 'wheat flour', 'margarine', 'cocoa', 'water', 'egg', 'buttermilk', 'vanilla', 'baking soda', 'milk', 'sugar']",417.2,28.0,186.0,12.0,7.0,16.0,20.0,-
59,texas sheet cake,137247,45,14,"['wheat flour', 'sugar', 'margarine', 'cocoa', 'water', 'buttermilk', 'baking soda', 'egg', 'vanilla', 'cinnamon', 'milk', 'sugar']",456.9,14.0,283.0,9.0,9.0,10.0,30.0,-
60,easy and fast soft chicken tacos,167477,20,10,"['deli chicken', 'chili salsa', 'leaf lettuce', 'tomato', 'blend cheese', 'cream', 'jalapeno pepper', 'tortilla flour', 'taco sauce']",672.6,55.0,25.0,53.0,88.0,79.0,14.0,"['american', 'mexican']"
61,healthy bean chalupas,40110,30,12,"['ground beef', 'pinto bean', 'bean', 'chily', 'taco seasoning', 'tortilla flour', 'romaine lettuce', 'blend cheese', 'tomato', 'chili salsa', 'cream']",542.3,18.0,17.0,45.0,61.0,19.0,25.0,['mexican']
62,kittencal s enchilada stack,76276,90,14,"['ground beef', 'durkee onion', 'bell pepper', 'garlic', 'pepper', 'jalapeno pepper', 'taco seasoning', 'chili salsa', 'tortilla flour', 'cream', 'cheddar cheese', 'chily']",885.2,91.0,31.0,58.0,104.0,148.0,11.0,['mexican']
63,linda s tacos ole,228981,30,12,"['ground beef', 'taco seasoning', 'chily', 'jalapeno pepper', 'blend cheese', 'taco shell', 'leaf lettuce', 'tomato', 'cream', 'chili salsa']",555.7,60.0,30.0,71.0,50.0,94.0,9.0,['mexican']
64,mexican layered beef and bean casserole,231632,65,14,"['ground beef', 'garlic', 'durkee onion', 'bell pepper', 'jalapeno pepper', 'taco seasoning', 'pepper', 'bean', 'kernel corn', 'cream', 'chili salsa', 'tortilla chip', 'blend cheese', 'tomato', 'durkee onion']",932.4,83.0,50.0,74.0,90.0,136.0,23.0,['mexican']
65,bagels 101  using a stand mixer,309135,60,80,"['water', 'yeast', 'sugar', 'salt', 'wheat flour']",336.9,1.0,19.0,36.0,19.0,0.0,23.0,-
66,butter croissants,313100,495,66,"['butter', 'purpose flour', 'yeast', 'milk', 'sugar', 'salt', 'egg', 'water']",234.2,24.0,2.0,13.0,7.0,48.0,6.0,-
67,danish pastry cinnamon rolls,269806,720,82,"['butter', 'wheat flour', 'yeast', 'milk', 'egg', 'salt', 'sugar', 'purpose flour', 'sugar', 'cinnamon', 'pistachio', 'egg', 'water', 'sugar', 'vanilla']",255.5,20.0,75.0,10.0,6.0,34.0,10.0,-
68,easy yeast bread with variations,158120,210,145,"['purpose flour', 'yeast', 'sugar', 'salt', 'water', 'milk', 'cooking oil', 'egg']",1784.5,62.0,104.0,151.0,103.0,42.0,99.0,-
69,french croissant,166227,742,62,"['wheat flour', 'butter', 'salt', 'sugar', 'yeast', 'water', 'milk', 'half', 'egg', 'water']",495.1,48.0,10.0,28.0,16.0,97.0,15.0,-
70,bombay lamb curry,155510,95,17,"['lamb', 'durkee onion', 'garlic', 'ghee', 'coriander', 'cumin', 'turmeric', 'pepper', 'garam masala', 'chily', 'leave', 'cinnamon candy', 'yogurt', 'tomato', 'salt']",891.4,88.0,48.0,58.0,142.0,128.0,7.0,['indian']
71,crock pot spicy lamb shanks,210785,505,22,"['orange', 'beef broth', 'cardamom', 'cumin', 'salt', 'turmeric', 'pepper', 'baby carrot', 'durkee onion', 'garlic', 'lamb shank', 'cinnamon candy', 'water', 'cornstarch', 'olive', 'ground cilantro']",1158.3,89.0,58.0,38.0,246.0,116.0,9.0,-
72,dhansak with brown rice,50461,165,35,"['dal', 'dal', 'urad dal', 'dal', 'mutton', 'sugar pumpkin', 'potato', 'durkee onion', 'brinjal', 'fenugreek leave', 'mint leave', 'cilantro leave', 'chily', 'ginger', 'garlic', 'oil', 'powder', 'curry powder', 'coriander sprig', 'pepper', 'chili powder', 'salt', 'tomato', 'cumin', 'chily', 'clove', 'peppercorn', 'cardamom', 'cinnamon candy', 'sambhar powder', 'garam masala', 'ghee', 'basmati rice', 'water', 'sugar', 'peppercorn']",1549.3,80.0,74.0,7.0,167.0,109.0,62.0,-
73,singapore noodles,160763,28,19,"['vermicelli rice noodle', 'shrimp', 'chicken breast', 'durkee onion', 'baby carrot', 'pepper', 'lime juice concentrate', 'soy sauce', 'water', 'vegetable oil', 'garlic', 'ginger', 'curry powder', 'salt', 'coriander sprig']",850.2,28.0,14.0,111.0,99.0,13.0,38.0,-
74,spiced shrimp and rice  machbous rubyan,81058,85,14,"['shrimp', 'butter', 'garlic', 'durkee onion', 'hanout spice mix', 'turmeric', 'tomato', 'salt', 'pepper', 'leaf parsley', 'ground cilantro', 'water', 'basmati rice']",605.1,17.0,17.0,110.0,85.0,22.0,27.0,-
75,chicken fried chicken with country gravy,337961,35,8,"['chicken breast', 'wheat flour', 'egg', 'milk', 'pepper', 'oil', 'butter', 'cream', 'pan drip']",1043.8,116.0,1.0,14.0,72.0,147.0,17.0,-
76,creamy parmesan garlic mushroom chicken,535327,30,11,"['chicken breast', 'oil', 'champignon mushroom', 'butter', 'garlic', 'wheat flour', 'chicken broth', 'cream', 'parmesan cheese', 'garlic', 'pepper', 'salt', 'spinach']",1157.5,157.0,12.0,63.0,98.0,261.0,4.0,-
77,george s best baked chicken,152830,130,10,"['chicken meat', 'garlic salt', 'onion salt', 'pepper', 'potato', 'baby carrot', 'celery seed', 'chicken bouillon cube', 'butter']",1069.0,125.0,37.0,57.0,95.0,196.0,12.0,-
78,penne with bacon and mushrooms,205887,25,5,"['penne pasta', 'durkee onion', 'garlic', 'bacon', 'champignon mushroom', 'spinach', 'cream', 'pepper', 'oil']",1299.1,136.0,9.0,21.0,44.0,235.0,36.0,-
79,spinach au roquefort,47620,25,8,"['spinach', 'butter', 'garlic', 'wheat flour', 'cream', 'manchego cheese', 'pepper']",380.6,53.0,5.0,8.0,15.0,107.0,4.0,-
80,athena s lemon greek penne pasta,464243,30,10,"['penne pasta', 'cream', 'butter', 'parmesan cheese', 'lemon juice concentrate', 'lemon zest', 'pepper', 'salt']",1029.1,116.0,2.0,26.0,37.0,232.0,24.0,['greek']
81,decadent fettucine alfredo sauce,467082,20,6,"['butter', 'cream', 'parmesan cheese', 'nutmeg', 'salt', 'pepper']",466.1,71.0,1.0,21.0,22.0,143.0,1.0,-
82,fettuccine alfredo with asparagus,371396,25,19,"['asparagus', 'fettuccine', 'butter', 'cream', 'nutmeg', 'salt', 'pepper', 'parmesan cheese']",714.6,63.0,13.0,32.0,41.0,121.0,22.0,-
83,improved olive garden alfredo pasta by todd wilbur,89397,35,8,"['butter', 'garlic', 'cream', 'pepper', 'salt', 'parmesan cheese', 'fettuccine']",924.6,111.0,1.0,20.0,35.0,222.0,17.0,-
84,nat s fettuccine alfredo,93645,7,12,"['fettuccine', 'butter', 'cream', 'garlic', 'cream', 'parmesan cheese', 'salt', 'pepper', 'leaf parsley']",570.9,84.0,2.0,49.0,24.0,171.0,3.0,-
85,mrs  fields chocolate chip cookies,124405,17,5,"['sugar', 'sugar', 'butter', 'egg', 'vanilla', 'salt', 'baking soda', 'wheat flour', 'chocolate chip cookie', 'pistachio']",12216.2,997.0,3686.0,351.0,268.0,1560.0,515.0,['american']
86,pepperidge farms sausalito cookies  copycat,198488,20,7,"['butter', 'egg', 'vanilla', 'sugar', 'sugar', 'baking powder', 'baking soda', 'salt', 'purpose flour', 'chocolate chip cookie', 'macadamia nut']",13439.5,1295.0,3670.0,314.0,268.0,1881.0,492.0,['american']
87,mrs powells cinnamon rolls  copycat,152403,200,23,"['yeast', 'sugar', 'water', 'shortening', 'milk', 'salt', 'wheat flour', 'butter', 'cinnamon', 'zest', 'orange', 'juice']",11787.4,943.0,1652.0,443.0,333.0,1511.0,474.0,-
88,outrageous reeses pieces cookies,391049,60,6,"['butter', 'sugar', 'sugar', 'peanut butter', 'vanilla', 'egg', 'wheat flour', 'oatmeal', 'baking soda', 'salt', 'reeses piece']",7539.2,639.0,2197.0,305.0,316.0,1019.0,281.0,-
89,the ultimate reese s peanut butter banana bread,349181,60,15,"['butter', 'sugar', 'egg', 'peanut butter', 'cinnamon', 'baking soda', 'salt', 'vanilla pudding', 'wheat flour', 'banana']",10069.5,921.0,2823.0,364.0,427.0,1226.0,351.0,-
90,banana chocolate chip waffles,134057,15,6,"['purpose flour', 'sugar', 'baking powder', 'salt', 'milk', 'banana', 'vegetable oil', 'egg', 'semisweet chocolate chip']",321.2,23.0,54.0,13.0,14.0,20.0,13.0,-
91,banana raisin muffins,357077,28,6,"['oat cereal', 'purpose flour', 'sugar', 'baking powder', 'banana', 'raisin', 'milk', 'vegetable oil', 'egg']",181.5,7.0,59.0,5.0,6.0,4.0,10.0,-
92,banana white chocolate muffins,97517,30,7,"['egg', 'vegetable oil', 'banana', 'milk', 'purpose flour', 'sugar', 'baking powder', 'chocolate']",154.8,8.0,35.0,6.0,5.0,7.0,8.0,-
93,basic muffin recipe,426920,30,7,"['purpose flour', 'sugar', 'baking powder', 'salt', 'egg', 'milk', 'vegetable oil']",172.6,10.0,10.0,11.0,8.0,7.0,7.0,-
94,basic sweet muffins,229418,35,7,"['purpose flour', 'sugar', 'baking powder', 'salt', 'egg', 'milk', 'vegetable oil']",142.3,8.0,33.0,7.0,4.0,4.0,6.0,-
95,amana radish relish,391874,30,8,"['radish', 'durkee onion', 'allspice', 'clove', 'mustard seed', 'vinegar', 'sugar', 'salt', 'water']",107.7,2.0,55.0,5.0,2.0,2.0,9.0,-
96,marinated walla walla sweet and red onion rings,186720,255,6,"['vinegar', 'water', 'sugar', 'cinnamon candy', 'salt', 'clove', 'allspice', 'walla walla onion', 'durkee onion']",100.1,0.0,76.0,12.0,1.0,0.0,7.0,-
97,shaah bigays   somali spice tea,456985,10,4,"['clove', 'cinnamon candy', 'peppercorn', 'berry tea bag', 'water', 'sugar']",16.6,0.0,16.0,0.0,0.0,0.0,1.0,-
98,son s favorite pickled eggs,229830,20,8,"['beet', 'sugar', 'vinegar', 'water', 'salt', 'clove', 'cinnamon candy', 'egg']",146.7,8.0,56.0,13.0,14.0,8.0,5.0,-
99,spiced apple rings,8591,20,4,"['tart cooking apple', 'water', 'lemon juice concentrate', 'sugar', 'cinnamon candy', 'vinegar', 'clove']",226.9,0.0,219.0,0.0,0.0,0.0,19.0,-
100,lemon ginger cake w  lemon cream cheese frosting,47406,75,23,"['sugar', 'butter', 'egg', 'lemon juice concentrate', 'lemon', 'rind', 'vanilla extract', 'flour', 'ground ginger', 'baking powder', 'baking soda', 'salt', 'buttermilk', 'cheese', 'lemon', 'rind', 'sugar']",9680.4,704.0,3919.0,182.0,193.0,1405.0,442.0,['indian']
101,luscious coconut cake,48938,65,21,"['wheat flour', 'baking powder', 'salt', 'sugar', 'shortening', 'butter', 'milk', 'coconut extract', 'vanilla extract', 'egg', 'coconut', 'purpose flour', 'vanilla extract', 'cream', 'sugar', 'coconut', 'almond extract', 'coconut milk powder']",21190.1,1560.0,9947.0,335.0,313.0,3015.0,985.0,['american']
102,citrus pound cake with lemon cream cheese frosting,507365,56,18,"['egg', 'butter', 'sugar', 'lemon flavoring', 'lemon', 'lemon juice concentrate', 'flour', 'whipping cream', 'cheese', 'sugar']",9779.1,659.0,4328.0,54.0,187.0,1271.0,476.0,-
103,mile high fudgetopped brownies,44924,75,21,"['butter', 'chocolate', 'sugar', 'vanilla', 'egg', 'purpose flour', 'baking powder', 'salt', 'walnut', 'milk', 'chocolate chip cookie', 'chocolate chip', 'marshmallow creme']",12086.5,772.0,6443.0,183.0,210.0,1510.0,639.0,-
104,the best rolled sugar cookies,336918,28,12,"['butter', 'sugar', 'egg', 'vanilla extract', 'purpose flour', 'baking powder', 'salt', 'shortening', 'sugar', 'vanilla', 'milk']",10090.1,766.0,3393.0,249.0,189.0,1333.0,445.0,-
105,baba ghanoush  eggplant dip,258269,60,10,"['eggplant', 'tahini sesame butter', 'garlic', 'lemon juice concentrate', 'water', 'salt', 'pepper', 'oil', 'tomato', 'durkee onion']",91.5,4.0,23.0,4.0,6.0,2.0,5.0,-
106,misr wot  ethiopian lentil soup,398786,70,7,"['lentil', 'oil', 'durkee onion', 'garlic', 'berbere', 'tomato', 'water', 'salt', 'yogurt']",201.3,15.0,4.0,32.0,16.0,6.0,7.0,-
107,my loubia   lubia   loobia   classic algerian beans,372923,127,13,"['bean', 'water', 'paprika', 'cumin', 'tomato', 'garlic', 'chicken meat', 'oil', 'pepper', 'salt']",107.2,14.0,8.0,41.0,2.0,6.0,1.0,-
108,spiced eggplant  aubergine,16591,50,11,"['eggplant', 'oil', 'lemon juice concentrate', 'paprika', 'garlic', 'cumin', 'harissa']",156.0,21.0,12.0,0.0,3.0,9.0,2.0,-
109,tried and true hummus,192292,10,8,"['chickpea', 'lemon juice concentrate', 'tahini sesame butter', 'garlic', 'salt', 'oil', 'cumin', 'paprika']",184.4,9.0,0.0,19.0,13.0,4.0,9.0,-
110,grilled shrimp with fiery lemongrass chile sambal,376214,80,26,"['bird chile', 'shallot', 'ginger', 'lemongrass', 'macadamia nut', 'garlic', 'sugar', 'turmeric', 'salt', 'coriander', 'paprika', 'leaf', 'pepper', 'vegetable oil', 'water', 'lime juice concentrate', 'shrimp']",392.6,24.0,6.0,38.0,95.0,11.0,4.0,"['american', 'indonesian']"
111,salmon salad with chive vinaigrette,54336,42,28,"['wood chip', 'shallot', 'rice vinegar', 'lime juice concentrate', 'sugar', 'salt', 'oil', 'chive', 'salmon', 'baby dill pickle', 'pepper', 'mesclun']",462.3,50.0,17.0,29.0,68.0,23.0,2.0,['american']
112,tender eye of round beef roast atk,465509,1800,16,"['beef eye round', 'salt', 'pepper']",1.9,0.0,0.0,64.0,0.0,0.0,0.0,['american']
113,hoisin and bourbon glazed pork tenderloin,41694,30,16,"['hoisin sauce', 'rice vinegar', 'bourbon whiskey', 'maple syrup', 'ginger', 'lime juice concentrate', 'garlic', 'garlic', 'pork tenderloin', 'salt', 'pepper', 'vegetable oil cooking spray']",184.4,6.0,23.0,15.0,47.0,6.0,2.0,-
114,orange glazed pork and carrots,45498,55,15,"['pork tenderloin', 'salt', 'pepper', 'baby carrot', 'marmalade', 'ginger']",445.9,10.0,187.0,23.0,74.0,10.0,20.0,-
115,cream cheese pineapple pudding frosting,326915,20,4,"['pudding', 'milk', 'cheese', 'whip', 'pineapple chunk']",182.8,18.0,60.0,7.0,4.0,43.0,5.0,-
116,easy creampuffs,62528,30,5,"['cookie', 'pineapple chunk', 'whip', 'cheese']",92.7,10.0,26.0,1.0,2.0,24.0,2.0,-
117,heavenly pink dessert salad,381886,10,4,"['cheese', 'milk', 'pineapple chunk', 'strawberry pie fill', 'whip']",333.5,25.0,111.0,4.0,9.0,60.0,14.0,-
118,stella doro anginetti s,227222,10,5,"['cheese', 'whip', 'pineapple chunk', 'sugar', 'anginetti cookie']",77.0,8.0,22.0,1.0,1.0,20.0,2.0,-
119,tropical ambrosia,35426,15,4,"['orange', 'pineapple chunk', 'coconut flake', 'cream', 'whip']",277.8,24.0,121.0,3.0,4.0,66.0,11.0,-
120,another sour cream chicken,47050,60,14,"['chicken breast', 'pepper', 'butter', 'durkee onion', 'garlic', 'paprika', 'broccoli', 'cream', 'mayonnaise', 'parmesan cheese']",827.1,97.0,23.0,31.0,86.0,171.0,8.0,-
121,bow tie alfredo with chicken and broccoli,284120,25,14,"['chicken meat', 'oil', 'bow tie pasta', 'cream', 'butter', 'garlic', 'parmesan cheese', 'nutmeg', 'broccoli', 'pepper']",828.7,79.0,13.0,17.0,59.0,131.0,21.0,-
122,farfalle  bow tie pasta  with creamy bacon   leek sauce,208632,45,13,"['bacon', 'butter', 'garlic', 'leek', 'cream', 'wine', 'cream', 'parmesan cheese', 'rotini pasta', 'pepper']",1064.9,90.0,14.0,40.0,67.0,141.0,31.0,-
123,jackie s alfredo sauce,258057,15,10,"['butter', 'cream', 'garlic', 'pepper', 'salt', 'parmesan cheese']",465.0,74.0,0.0,19.0,13.0,150.0,1.0,-
124,quick and easy fettuccine alfredo,144251,10,9,"['butter', 'garlic', 'cream', 'fettuccine', 'parmesan cheese', 'pepper', 'leaf parsley']",577.3,54.0,5.0,21.0,39.0,106.0,15.0,-
