,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
29,wonderful apricot cranberry chutney,188468,15,7,"['apricot', 'cranberry', 'gala apple', 'raisin', 'cinnamon', 'ground ginger', 'allspice', 'clove', 'water', 'sugar', 'cider vinegar']",173.7,0.0,151.0,0.0,1.0,0.0,15.0,-
30,basil shrimp pasta,290388,40,14,"['penne pasta', 'durkee onion', 'garlic', 'butter', 'purpose flour', 'milk', 'salt', 'pepper', 'cheese', 'mozzarella cheese', 'shrimp', 'leaf basil', 'pepper']",348.9,16.0,5.0,34.0,51.0,28.0,12.0,-
31,crab pasta in a creamy garlic white wine sauce,501045,25,11,"['penne pasta', 'butter', 'durkee onion', 'garlic', 'wine', 'pepper', 'wheat flour', 'milk', 'crabmeat']",350.1,8.0,9.0,21.0,39.0,13.0,16.0,-
32,garlic pasta   oamc,247907,25,17,"['penne pasta', 'butter', 'garlic', 'durkee onion', 'wheat flour', 'milk', 'mozzarella cheese', 'chicken bouillon granule', 'leaf basil', 'oregano', 'pepper']",353.1,19.0,1.0,10.0,19.0,35.0,17.0,-
33,pasta with sweet red pepper sauce,27425,30,11,"['garlic', 'bell pepper', 'durkee onion', 'half', 'butter', 'wheat flour', 'penne pasta']",184.7,19.0,11.0,2.0,7.0,40.0,4.0,-
34,shrimp linguine alfredo,23627,35,11,"['penne pasta', 'butter', 'durkee onion', 'garlic', 'shrimp', 'half', 'pepper', 'parmesan cheese', 'leaf parsley', 'lemon']",584.9,34.0,8.0,13.0,51.0,66.0,23.0,-
35,baked taro puffs,241823,20,7,"['butter', 'wheat flour', 'baking powder', 'salt', 'root']",436.0,36.0,2.0,70.0,10.0,73.0,17.0,-
36,biscuit topping for pot pie,351701,60,1,"['milk', 'wheat flour', 'salt', 'butter', 'baking powder']",275.8,26.0,0.0,17.0,9.0,53.0,8.0,-
37,nz sponge cake,60766,50,4,"['egg', 'sugar', 'salt', 'wheat flour', 'baking powder', 'butter', 'water']",141.2,7.0,56.0,4.0,5.0,14.0,7.0,-
38,old fashion berry cobbler,22691,45,4,"['sugar', 'butter', 'milk', 'wheat flour', 'baking powder', 'salt', 'marionberry', 'water']",465.4,17.0,249.0,24.0,8.0,35.0,29.0,-
39,white trash cookbook dumplings,315525,20,9,"['wheat flour', 'water', 'butter', 'salt']",439.0,24.0,0.0,38.0,17.0,49.0,21.0,-
40,crock pot stewed apples,76883,260,9,"['tart cooking apple', 'cinnamon', 'nutmeg', 'cornstarch', 'sugar', 'butter']",446.5,9.0,341.0,1.0,1.0,18.0,34.0,['american']
41,michigan blueberry peach cobbler,383129,55,7,"['butter', 'wheat flour', 'sugar', 'cinnamon', 'salt', 'blueberry', 'peach', 'sugar', 'cornstarch']",242.9,13.0,109.0,6.0,3.0,27.0,13.0,['american']
42,oatmeal apple crisp,258338,75,4,"['wheat flour', 'sugar', 'apple', 'cinnamon', 'sugar', 'oatmeal', 'nutmeg', 'butter']",429.6,16.0,261.0,4.0,5.0,31.0,28.0,['american']
43,peach and blueberry cobbler worthy of a sunday dinner,461415,65,5,"['peach', 'blueberry', 'sugar', 'cinnamon', 'nutmeg', 'butter', 'wheat flour', 'baking powder', 'salt', 'milk', 'egg']",359.2,14.0,196.0,10.0,10.0,26.0,22.0,['american']
44,yummy n  easiest  warm blueberry sauce,16391,20,4,"['blueberry', 'sugar', 'cinnamon', 'nutmeg']",326.3,1.0,288.0,0.0,3.0,1.0,27.0,['american']
45,boy scout foil dinner,407428,70,10,"['hamburger', 'onion soup mix', 'durkee onion', 'potato', 'baby carrot', 'oil', 'pepper']",413.5,23.0,27.0,33.0,47.0,22.0,15.0,['american']
46,bacon turnovers,136411,40,12,"['wheat flour', 'baking powder', 'salt', 'oil', 'milk', 'bacon', 'durkee onion', 'baby carrot', 'potato', 'thyme sprigs', 'steak sauce', 'water', 'pepper']",455.4,32.0,9.0,26.0,22.0,25.0,18.0,-
47,crock pot beef roast my version,330452,500,15,"['sirloin tip roast', 'baby carrot', 'potato', 'durkee onion', 'garlic', 'onion powder', 'pepper', 'pepper', 'oil', 'beef broth', 'water', 'cornstarch']",622.3,55.0,14.0,29.0,96.0,66.0,8.0,-
48,sausage  peppers  and potatoes,17904,40,6,"['oil', 'sausage', 'pepper', 'pepper', 'potato', 'onion soup mix', 'water']",817.1,53.0,30.0,82.0,64.0,57.0,31.0,-
49,shelah s yummy potatoes,88759,70,9,"['potato', 'durkee onion', 'oil', 'sauce', 'onion soup mix', 'water', 'pepper']",422.6,14.0,34.0,27.0,17.0,6.0,26.0,-
50,almond vanilla yogurt loaf,415065,65,6,"['wheat flour', 'sugar', 'salt', 'baking soda', 'baking powder', 'cinnamon', 'egg', 'yogurt', 'oil', 'almond extract', 'vanilla extract']",179.0,11.0,54.0,7.0,5.0,6.0,8.0,-
51,applesauce raisin muffins,22949,30,5,"['egg', 'sugar', 'oil', 'applesauce', 'salt', 'wheat flour', 'cinnamon', 'baking powder', 'baking soda', 'raisin']",406.2,30.0,127.0,13.0,8.0,13.0,18.0,-
52,carrot cake muffins,219772,45,6,"['oil', 'sugar', 'egg', 'applesauce', 'baby carrot', 'wheat flour', 'baking powder', 'cinnamon', 'nutmeg', 'salt']",168.2,8.0,39.0,7.0,5.0,3.0,9.0,-
53,lite or light pumpkin chocolate chip muffins,2509,33,6,"['egg', 'oil', 'applesauce', 'sugar pumpkin', 'sugar', 'wheat flour', 'baking soda', 'baking powder', 'cinnamon', 'salt', 'semisweet chocolate chip']",235.4,15.0,86.0,10.0,6.0,17.0,12.0,-
54,vegan carrot ginger muffins,137015,25,5,"['wheat flour', 'sugar', 'baking soda', 'baking powder', 'salt', 'cinnamon', 'raisin', 'baby carrot', 'soymilk', 'egg', 'applesauce', 'oil', 'ginger']",332.8,9.0,110.0,18.0,15.0,5.0,21.0,-
55,cream of potato and vegetable soup,75475,45,10,"['butter', 'durkee onion', 'chicken broth', 'potato', 'salt', 'pepper', 'wheat flour', 'half', 'vegetable']",231.4,20.0,9.0,8.0,12.0,41.0,7.0,-
56,saratoga sweet potato   ginger puree,76295,25,13,"['potato', 'butter', 'durkee onion', 'chicken broth', 'ground ginger', 'salt', 'milk', 'pepper']",192.6,6.0,37.0,12.0,7.0,13.0,11.0,-
57,simple crunchy potato and onion casserole   low cal,64097,80,16,"['durkee onion', 'potato', 'butter', 'salt', 'pepper']",243.5,6.0,16.0,6.0,11.0,12.0,15.0,-
58,sweet potato and corn chowder,404697,45,11,"['durkee onion', 'butter', 'potato', 'water', 'kernel corn', 'salt', 'pepper']",101.5,8.0,10.0,2.0,2.0,16.0,4.0,-
59,swiss fried potatoes  rosti,455449,60,16,"['potato', 'butter', 'durkee onion', 'gruyere cheese', 'salt', 'pepper', 'water']",328.9,24.0,9.0,18.0,17.0,49.0,12.0,-
60,8 layer jello salad,330512,240,11,"['gelatin', 'milk', 'sugar', 'gelatin', 'cream', 'vanilla']",362.9,14.0,233.0,11.0,14.0,29.0,21.0,-
61,kittencal s raspberry sherbet without a ice cream machine,238038,300,9,"['gelatin', 'sugar', 'water', 'cream', 'milk']",236.2,16.0,118.0,4.0,6.0,32.0,11.0,-
62,ribbon jello salad from mrs  b,422796,240,22,"['milk', 'cream', 'gelatin', 'water', 'sugar', 'vanilla', 'gelatin', 'gelatin', 'gelatin dessert', 'gelatin']",185.6,9.0,113.0,5.0,7.0,17.0,10.0,-
63,seven layer jello,248429,440,19,"['gelatin', 'water', 'water', 'cream', 'gelatin', 'milk', 'sugar', 'vanilla']",171.9,8.0,98.0,4.0,6.0,17.0,9.0,-
64,simplest panna cotta ever,311427,30,11,"['cream', 'milk', 'sugar', 'gelatin', 'water', 'sugar']",367.1,34.0,150.0,2.0,8.0,70.0,13.0,-
65,cornmeal pan rolls,140019,105,22,"['purpose flour', 'cornmeal', 'sugar', 'yeast', 'salt', 'water', 'butter', 'egg']",103.1,3.0,5.0,6.0,5.0,6.0,5.0,-
66,farm house buns,85399,135,33,"['yeast', 'water', 'sugar', 'egg', 'butter', 'salt', 'wheat flour']",164.3,6.0,17.0,9.0,7.0,11.0,9.0,-
67,italian sausage bread,95694,105,29,"['wheat flour', 'salt', 'sugar', 'shortening', 'water', 'yeast', 'water', 'oil', 'ground beef', 'sausage', 'durkee onion', 'pepper', 'parmesan cheese', 'egg', 'sesame seed']",429.8,36.0,6.0,23.0,38.0,41.0,10.0,-
68,kaiser rolls from king arthur flour,462833,30,29,"['purpose flour', 'yeast', 'sugar', 'salt', 'egg', 'butter', 'water']",280.7,8.0,5.0,20.0,15.0,13.0,16.0,-
69,new york style wheat flour pizza crust recipe,409468,60,27,"['water', 'sugar', 'yeast', 'purpose flour', 'wheat flour', 'salt', 'cornmeal']",800.5,5.0,19.0,48.0,51.0,2.0,56.0,-
70,buffalo roast with chipotle roasted garlic jus,221234,185,16,"['roast', 'chipotle chile', 'garlic', 'durkee onion', 'baby carrot', 'celery seed', 'wine', 'beef stock', 'water', 'pepper']",549.3,11.0,50.0,39.0,157.0,13.0,9.0,['american']
71,easy pressure cooker roast with gravy,279036,60,9,"['roast', 'durkee onion', 'baby carrot', 'gravy mix', 'beef stock', 'garlic', 'pepper']",362.3,22.0,8.0,30.0,99.0,32.0,2.0,['american']
72,garlic and onion chicken over rice,270820,30,7,"['chicken thigh', 'durkee onion', 'garlic', 'margarine', 'pepper']",531.3,63.0,13.0,12.0,61.0,50.0,2.0,['american']
73,orange roughy with veggies,2901,0,7,"['zucchini', 'durkee onion', 'champignon mushroom', 'lemon slice', 'oil', 'margarine', 'parmesan cheese', 'pepper', 'garlic', 'fish fillet']",231.0,9.0,6.0,8.0,77.0,5.0,1.0,['american']
74,salmon with caramelized onions and carrots,411852,40,8,"['oil', 'butter', 'durkee onion', 'baby carrot', 'garlic', 'salmon', 'wine', 'sea salt', 'pepper', 'dill weed']",356.1,19.0,41.0,21.0,72.0,16.0,7.0,['american']
75,lavender lemonade,314255,30,10,"['sugar', 'water', 'lavender honey', 'lemon juice concentrate']",208.8,0.0,205.0,0.0,0.0,0.0,18.0,-
76,lemon slurpee  granita,394203,180,8,"['water', 'sugar', 'blossom water', 'lemon juice concentrate']",174.0,0.0,171.0,0.0,0.0,0.0,15.0,-
77,lemon verbena lemonade,335026,30,9,"['water', 'sugar', 'lemon verbena leaf', 'lemon juice concentrate', 'lemon verbena leaf']",212.1,0.0,186.0,0.0,1.0,0.0,19.0,-
78,lemonade 6 ways,483803,5,13,"['lemon juice concentrate', 'water', 'sugar']",106.8,0.0,104.0,0.0,0.0,0.0,9.0,-
79,papaya lemonade,107872,15,7,"['sugar', 'water', 'water', 'papayas', 'lemon juice concentrate']",124.8,0.0,115.0,0.0,0.0,0.0,10.0,-
80,bacon double cheeseburger dip,479202,60,7,"['ground beef', 'bacon', 'durkee onion', 'garlic', 'cheese', 'cream', 'mayonnaise', 'mozzarella cheese', 'cheddar cheese', 'sauce', 'ketchup', 'baguette', 'leaf lettuce', 'tomato', 'butter pickle']",168.1,21.0,7.0,9.0,14.0,32.0,1.0,['american']
81,beeferoni mac,221914,17,11,"['ground beef', 'cheese', 'water', 'barbecue sauce', 'tomato sauce', 'leaf lettuce', 'tomato', 'durkee onion']",662.0,40.0,60.0,59.0,84.0,51.0,21.0,['american']
82,chipotle bleu burgers,264856,15,4,"['ground beef', 'sauce', 'cheese', 'bacon', 'hamburger bun', 'leaf lettuce', 'tomato', 'butter pickle']",652.4,62.0,11.0,49.0,92.0,84.0,7.0,['mexican']
83,skillet casserole,356651,50,8,"['ground beef', 'cheddar cheese soup', 'tomato', 'cheese', 'ranch style bean']",359.1,37.0,11.0,38.0,47.0,62.0,3.0,['american']
84,the a w teen burger,359740,25,9,"['ground chuck', 'sesame seed', 'iceberg lettuce', 'tomato', 'bacon', 'butter pickle', 'mayonnaise', 'barbecue sauce', 'cheese', 'pepper']",529.9,41.0,30.0,50.0,75.0,50.0,10.0,['american']
85,easy asian appetizer,107207,3,5,"['cheese', 'sesame seed', 'soy sauce']",103.2,15.0,0.0,3.0,4.0,31.0,0.0,-
86,jalapeno jelly   cream cheese spread,172448,5,3,"['cheese', 'jalapeno jelly', 'cracker']",228.9,19.0,81.0,5.0,4.0,36.0,9.0,-
87,seafood salad crab salad spread,60334,10,5,"['seafood', 'cheese', 'seafood cocktail sauce', 'cracker']",12.4,1.0,0.0,0.0,0.0,3.0,0.0,-
88,super strawberry sandwich,59995,2,3,"['cracker', 'cheese', 'strawberry']",121.3,10.0,24.0,5.0,4.0,17.0,4.0,-
89,what to do with graham crackers,300627,1,3,"['cracker', 'cheese', 'nutella']",209.9,18.0,58.0,5.0,6.0,22.0,7.0,-
90,shanna s coffee cake,124793,35,5,"['margarine', 'egg', 'wheat flour', 'milk', 'sugar', 'baking powder', 'salt', 'sugar', 'butter', 'cinnamon']",4807.9,210.0,2057.0,128.0,128.0,312.0,281.0,['american']
91,banana bread with chocolate chips,353090,75,7,"['egg', 'banana', 'oil', 'milk', 'wheat flour', 'sugar', 'baking powder', 'salt', 'chocolate chip cookie']",4461.1,292.0,1719.0,63.0,117.0,375.0,230.0,-
92,banana cake with pudding icing,17761,50,9,"['sugar', 'egg', 'banana', 'wheat flour', 'baking powder', 'shortening', 'milk', 'baking soda', 'vanilla pudding', 'milk', 'vanilla extract']",6758.7,520.0,2499.0,194.0,124.0,455.0,296.0,-
93,irish whiskey fruitcake,197585,165,15,"['wheat flour', 'baking powder', 'clove', 'mace', 'cinnamon', 'butter', 'sugar', 'egg', 'apricot halve', 'bourbon whiskey', 'raisin', 'fruit', 'pistachio', 'cherry', 'cherry', 'cheesecloth']",6801.1,417.0,3087.0,85.0,136.0,507.0,353.0,-
94,kamish bread  triple batch,184747,150,9,"['butter', 'wheat flour', 'egg', 'salt', 'baking powder', 'pistachio', 'vanilla extract', 'sugar', 'cinnamon']",4199.1,297.0,1024.0,69.0,149.0,359.0,184.0,-
95,asparagus with melted brie,221474,17,8,"['asparagus', 'butter', 'sea salt', 'cream brie cheese']",100.8,9.0,11.0,3.0,11.0,19.0,3.0,-
96,flavored butter  pink peppercorn,489590,5,5,"['butter', 'peppercorn', 'salt']",203.3,35.0,0.0,13.0,0.0,72.0,0.0,-
97,peppercorn butter,223907,5,4,"['peppercorn', 'peppercorn', 'peppercorn', 'coriander seed', 'butter']",204.8,35.0,0.0,0.0,0.0,72.0,0.0,-
98,tilapia for dummies,236477,15,8,"['tilapia fillet', 'lemon juice concentrate', 'butter', 'bay seasoning']",225.2,21.0,1.0,6.0,50.0,40.0,0.0,-
99,tilapia on the grill,425174,12,4,"['tilapia fillet', 'butter', 'bay seasoning']",25.4,4.0,0.0,1.0,0.0,9.0,0.0,-
100,easy strawberry limeaide,253534,5,3,"['limeade concentrate', 'strawberry', 'water']",160.3,0.0,149.0,0.0,0.0,0.0,13.0,-
101,pineapple mimosa  and kid friendly version,60115,5,8,"['pineapple concentrate', 'limeade concentrate', 'water', 'champagne', 'water', 'strawberry']",87.7,0.0,85.0,0.0,0.0,0.0,7.0,-
102,sparkling fruit smoothie,430575,3,3,"['lemon sherbet', 'strawberry', 'pineapple chunk', 'water']",204.3,2.0,158.0,1.0,3.0,4.0,15.0,-
103,strawberry pineapple salad,174647,10,4,"['strawberry', 'pineapple chunk']",121.5,0.0,104.0,0.0,2.0,0.0,10.0,-
104,virgin party margarita,422974,10,7,"['limeade concentrate', 'juice concentrate', 'water', 'ice cube']",44.4,0.0,42.0,0.0,0.0,0.0,3.0,-
105,balsamic honey tenderloin,170448,23,10,"['honey', 'mustard', 'vinegar', 'oil', 'garlic', 'salt', 'pepper', 'pork tenderloin']",140.9,7.0,26.0,8.0,31.0,6.0,2.0,-
106,brie and roasted red pepper salad,109107,15,5,"['oil', 'vinegar', 'mustard', 'honey', 'salt', 'pepper', 'spinach', 'pepper', 'pecan piece', 'cream brie cheese']",145.3,19.0,10.0,5.0,9.0,16.0,1.0,-
107,honey dijon balsamic vinaigrette,307595,10,5,"['garlic', 'salt', 'mustard', 'honey', 'vinegar', 'oil', 'pepper']",127.1,20.0,7.0,10.0,0.0,9.0,0.0,-
108,spinach salad with mandarin poppy seed dressing,25109,25,8,"['segment', 'apple', 'lemon juice concentrate', 'spinach', 'pine nut', 'juice concentrate', 'vinegar', 'oil', 'honey', 'seed', 'mustard', 'salt', 'pepper']",267.0,23.0,96.0,9.0,9.0,8.0,10.0,-
109,yummy balsamic vinaigrette chicken breasts,392411,17,7,"['chicken breast', 'vinegar', 'oil', 'honey', 'salt', 'mustard']",328.9,29.0,43.0,15.0,54.0,14.0,3.0,-
110,beefy macaroni and cheese with tomatoes,167196,35,8,"['cheddar cheese blend', 'milk', 'butter', 'durkee onion', 'ground beef', 'tomato', 'salt', 'pepper', 'garlic']",511.6,46.0,27.0,19.0,56.0,73.0,10.0,-
111,cheeseburgers on sandwich buns  crock pot,134446,375,6,"['ground beef', 'salt', 'pepper', 'velveeta cheese', 'milk', 'bell pepper', 'durkee onion', 'garlic', 'sandwich bun']",412.1,26.0,16.0,32.0,55.0,39.0,11.0,-
112,easy cheesy pasta pot,214744,10,7,"['penne pasta', 'baby carrot', 'butter', 'velveeta cheese', 'milk', 'pepper', 'durkee onion']",485.5,35.0,21.0,40.0,39.0,72.0,16.0,-
113,eggs in purgatory,360486,35,9,"['butter', 'durkee onion', 'salt', 'garlic', 'tomato', 'pepper', 'pepper flake', 'egg']",362.3,42.0,34.0,6.0,30.0,70.0,4.0,-
114,grilled or oven roasted bell peppers and asparagus,338958,35,9,"['asparagus', 'bell pepper', 'bell pepper', 'butter', 'pepper flake', 'garlic', 'durkee onion', 'salt', 'pepper']",242.1,35.0,10.0,13.0,4.0,73.0,2.0,-
115,creamy italian recipes,319799,5,3,"['salad dressing mix', 'cream', 'mayonnaise', 'milk']",49.9,6.0,3.0,2.0,1.0,9.0,0.0,-
116,ham and cheese ball,75466,10,6,"['cheese', 'cream', 'onion soup mix', 'ham', 'cheese']",216.6,29.0,6.0,10.0,15.0,53.0,1.0,-
117,onion chip dip,56148,135,3,"['cheese', 'onion soup mix', 'cream']",176.0,25.0,8.0,16.0,5.0,47.0,1.0,-
118,sweet fruit dip,104385,5,2,"['marshmallow creme', 'cheese', 'cream', 'milk']",127.9,10.0,49.0,2.0,4.0,20.0,5.0,-
119,the great garlic dip,16379,5,2,"['cheese', 'cream', 'mayonnaise', 'garlic salt']",122.1,18.0,6.0,3.0,3.0,35.0,0.0,-
120,black eyed peas with coconut milk,369415,90,10,"['bean', 'corn oil', 'garlic', 'ginger', 'cayenne pepper', 'coconut milk powder', 'lime juice concentrate']",309.6,43.0,36.0,3.0,8.0,117.0,4.0,['indian']
121,caribbean chicken casserole,329752,90,11,"['vegetable oil', 'chicken thigh', 'durkee onion', 'garlic', 'ginger', 'cayenne pepper', 'cinnamon', 'wheat flour', 'chicken broth', 'potato', 'coconut milk powder']",1058.0,81.0,290.0,21.0,78.0,138.0,35.0,['caribbean']
122,caribbean grilled pork and onions,433645,20,9,"['lime juice concentrate', 'vegetable oil', 'garlic', 'salt', 'coriander sprig', 'cayenne pepper', 'durkee onion', 'pork loin chop']",419.2,30.0,11.0,28.0,85.0,27.0,5.0,['caribbean']
123,jamaican curried chicken,64360,100,5,"['chicken meat', 'vegetable oil', 'garlic', 'scallion', 'pepper', 'curry powder', 'allspice', 'ginger', 'coconut milk powder', 'potato', 'grain rice', 'mango chutney', 'yogurt']",1104.1,95.0,4.0,9.0,129.0,107.0,23.0,['caribbean']
124,best grilled pork chops,27210,135,8,"['water', 'soy sauce', 'vegetable oil', 'lemon pepper seasoning', 'garlic', 'pork loin chop']",597.5,62.0,1.0,44.0,107.0,53.0,0.0,-
125,carrie s pizza rolls,141,265,22,"['yeast', 'water', 'honey', 'wheat bread', 'oil', 'garlic', 'tomato', 'tomato sauce', 'mozzarella cheese', 'parmesan cheese', 'oil', 'salt', 'pepper', 'oregano', 'leaf basil']",3521.8,166.0,118.0,121.0,268.0,194.0,182.0,-
126,country style walnut and rosemary bread,93088,70,30,"['water', 'yeast', 'purpose flour', 'wheat flour', 'rosemary sprigs', 'salt', 'oil', 'garlic', 'walnut', 'pepper']",2395.5,112.0,12.0,146.0,146.0,43.0,126.0,-
127,fugassa bread,200595,150,28,"['oil', 'durkee onion', 'bell pepper', 'yeast', 'water', 'salt', 'sugar', 'purpose flour', 'cheddar cheese', 'sea salt']",3120.9,165.0,95.0,156.0,227.0,262.0,139.0,-
128,kittencal s overnight pizza crust  2,138015,1470,17,"['water', 'yeast', 'sugar', 'purpose flour', 'oil', 'salt', 'garlic']",2924.2,177.0,38.0,195.0,132.0,80.0,134.0,-
129,wheat berry bread,375734,55,27,"['wheat bread', 'yeast', 'water', 'purpose flour', 'oil', 'molasses', 'honey', 'salt', 'wheat flour', 'flax seed', 'sunflower seed']",2769.2,94.0,422.0,293.0,150.0,39.0,167.0,-
130,banana pumpkin pudding,52810,75,8,"['banana', 'sugar', 'cinnamon', 'nutmeg', 'ginger', 'clove', 'pumpkin puree', 'egg', 'milk', 'milk', 'cream']",271.5,14.0,112.0,4.0,16.0,24.0,13.0,-
