,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
17,pepper jack skillet chicken fajitas,218306,20,5,"['chicken meat', 'oil', 'pepper', 'durkee onion', 'style pepper jack soup', 'tortilla flour']",398.7,30.0,14.0,18.0,36.0,24.0,12.0,"['american', 'mexican']"
18,pork and green chile stew,63859,510,6,"['pork butt', 'durkee onion', 'garlic', 'chicken broth', 'chily', 'pepper flake', 'pepper']",72.6,1.0,29.0,9.0,8.0,0.0,4.0,"['american', 'mexican']"
19,the boss beans,426809,25,4,"['oil', 'durkee onion', 'bell pepper', 'garlic', 'bean', 'chily', 'corn', 'chili powder', 'pepper']",184.8,6.0,45.0,29.0,14.0,3.0,11.0,"['american', 'mexican']"
20,beef stew with orange and rosemary,49856,27,12,"['oil', 'beef', 'durkee onion', 'garlic', 'beef broth', 'wine', 'tomato paste', 'rosemary sprigs', 'rind', 'bouquet garni', 'pepper']",1723.5,163.0,37.0,26.0,288.0,173.0,6.0,['american']
21,lemony herbed drumsticks,4814,0,5,"['chicken drumstick', 'lemon juice concentrate', 'wine', 'oil', 'rosemary sprigs', 'durkee onion', 'garlic', 'pepper']",2445.1,203.0,14.0,47.0,527.0,172.0,3.0,['american']
22,apple glazed pork roast  oamc,425081,90,13,"['pork sirloin roast', 'salt', 'pepper', 'oil', 'garlic', 'apple cider', 'apple jelly', 'cider vinegar', 'sugar']",2500.0,210.0,75.0,41.0,547.0,214.0,8.0,-
23,country lamb casserole,33086,90,10,"['oil', 'lamb shank', 'bacon', 'durkee onion', 'garlic', 'baby carrot', 'swede', 'baby potato', 'tomato', 'tomato paste', 'wine', 'rosemary sprigs', 'vegetable stock', 'lentil', 'potato']",2791.3,171.0,124.0,37.0,509.0,218.0,59.0,-
24,slow cooked lamb shanks in red wine,168157,200,13,"['lamb shank', 'baby carrot', 'durkee onion', 'garlic', 'leave', 'rosemary sprigs', 'wine', 'beef stock', 'sugar', 'cornflour', 'oil', 'pepper']",1741.9,130.0,29.0,38.0,363.0,173.0,5.0,-
25,chicken   campanelle pasta with roasted garlic cream,187106,60,16,"['oil', 'durkee onion', 'garlic', 'chicken breast', 'tomato', 'shiitake mushroom', 'wine', 'chicken broth', 'cream', 'mostaccioli pasta', 'leaf basil', 'pepper', 'parmesan cheese', 'salt', 'pepper']",2066.7,238.0,19.0,26.0,116.0,323.0,36.0,['italian']
26,matt preston s roast shoulder of lamb,424034,140,13,"['oil', 'butter', 'lamb chop', 'durkee onion', 'garlic', 'wine', 'pepper', 'coffee granule']",1129.5,127.0,43.0,11.0,122.0,179.0,8.0,['australian']
27,slow cooked shoulder of lamb with roasted veggies,180961,255,11,"['lamb chop', 'oil', 'sea salt', 'pepper', 'garlic', 'rosemary sprigs', 'durkee onion', 'baby carrot', 'celery seed', 'leek', 'tomato', 'leave', 'thyme sprigs', 'tomato', 'wine']",1187.9,124.0,41.0,11.0,131.0,174.0,7.0,['australian']
28,braised spareribs with rigatoni,178331,145,23,"['oil', 'pork sparerib', 'durkee onion', 'garlic', 'cherry pepper', 'pepper flake', 'tomato', 'chicken broth', 'wine', 'thyme sprigs', 'leave', 'rotini pasta', 'parmesan cheese', 'leaf parsley']",2239.7,211.0,114.0,50.0,222.0,221.0,43.0,-
29,chanfana lamb,224977,200,13,"['durkee onion', 'garlic', 'lamb chop', 'salt', 'pepper', 'paprika', 'leave', 'wine', 'oil', 'parsley sprig']",1703.5,179.0,13.0,13.0,168.0,238.0,4.0,-
30,cinnamon raisin bread pudding,196549,75,9,"['raisin bread', 'milk', 'vanilla pudding']",235.9,9.0,53.0,13.0,14.0,16.0,12.0,-
31,easy eclair dessert,57851,16,10,"['chocolate graham cracker', 'milk', 'vanilla pudding', 'cool whip free', 'chocolate graham cracker', 'frosting']",228.3,10.0,126.0,7.0,5.0,11.0,13.0,-
32,em and mommy s need it fast smoothie,105603,6,4,"['milk', 'vanilla pudding', 'blackberrie', 'strawberry']",117.2,0.0,27.0,15.0,11.0,1.0,7.0,-
33,liquid coffee creamer,306722,5,8,"['milk', 'milk', 'flavoring']",50.9,1.0,30.0,1.0,3.0,4.0,2.0,-
34,very diet friendly low fat low cal substitute for cream,269311,5,3,"['cottage cheese', 'milk']",19.1,0.0,0.0,3.0,5.0,1.0,0.0,-
35,salad on a sandwich,369097,5,4,"['pumpernickel bread', 'ground turkey', 'mayonnaise', 'leaf lettuce', 'tomato']",221.9,7.0,17.0,21.0,15.0,3.0,12.0,-
36,shrimp po boy sandwich,346247,12,2,"['popcorn shrimp', 'leaf lettuce', 'tomato', 'sandwich bun', 'mayonnaise']",173.3,3.0,7.0,13.0,11.0,1.0,10.0,-
37,tla  tomato  lettuce  avocado sandwich,329845,5,3,"['tomato', 'bread crumb', 'avocado', 'leaf lettuce', 'mayonnaise', 'salt', 'pepper']",363.6,33.0,23.0,15.0,19.0,16.0,12.0,-
38,tomato toast ww,319824,5,3,"['bread crumb', 'horseradish', 'tomato', 'mozzarella cheese']",127.3,2.0,17.0,15.0,24.0,1.0,5.0,-
39,warm honey turkey and cheddar wrap,255872,3,4,"['sandwich wrap', 'cheddar cheese', 'honey mustard dress', 'leaf lettuce', 'tomato']",75.1,8.0,4.0,4.0,9.0,17.0,0.0,-
40,dolly parton s 5 layer dinner,183277,130,4,"['potato', 'ground beef', 'durkee onion', 'pepper', 'tomato', 'pepper']",122.8,4.0,13.0,14.0,19.0,1.0,5.0,-
41,ground beef and sauce     3 ingredients,194129,35,7,"['ground beef', 'durkee onion', 'tomato soup', 'pepper']",210.6,17.0,4.0,3.0,45.0,23.0,0.0,-
42,ground beef vegetable soup,184585,195,5,"['ground beef', 'tomato', 'vegetable', 'beef broth', 'ketchup', 'pepper', 'durkee onion']",219.2,13.0,44.0,30.0,29.0,17.0,6.0,-
43,jodies beef casserole,354167,17,2,"['ground beef', 'durkee onion', 'pepper', 'tomato', 'spaghetti noodle']",280.6,18.0,15.0,3.0,51.0,24.0,5.0,-
44,pammy s spaghetti sauce w  burger   davey loves it,103769,25,7,"['beef broth', 'oregano', 'tomato pasta sauce', 'durkee onion', 'ground beef']",228.7,19.0,2.0,90.0,36.0,22.0,3.0,-
45,cantonese stir fried lover s shrimp,27384,30,22,"['salt', 'rice wine', 'egg white', 'cornstarch', 'sesame oil', 'shrimp', 'snow pea', 'scallion', 'ginger', 'ketchup', 'peanut butter']",190.8,5.0,20.0,37.0,52.0,2.0,3.0,['chinese']
46,chau har kau  stir fried shrimp with cucumber  black wood fungus,69096,40,12,"['egg white', 'salt', 'pepper', 'cornstarch', 'shrimp', 'shrimp', 'peanut butter', 'cucumber', 'ginger', 'garlic', 'champignon mushroom', 'soy sauce', 'oyster sauce', 'rice wine', 'chicken stock']",578.2,85.0,4.0,58.0,27.0,47.0,2.0,['chinese']
47,chicken stir fried with bosc pears,329671,40,19,"['chicken breast', 'peanut butter', 'ginger', 'asparagus', 'celery seed', 'pepper', 'bosc pear', 'shallot', 'garlic', 'rice wine', 'macadamia nut', 'egg white', 'cornstarch', 'salt', 'sugar', 'oyster sauce', 'pepper', 'chicken broth', 'sesame oil']",475.7,51.0,42.0,32.0,44.0,27.0,8.0,['chinese']
48,ginger scallion tripe  dim sum style,358055,195,19,"['tripe', 'chicken broth', 'water', 'ginger', 'scallion', 'garlic', 'sesame oil', 'rice wine', 'pepper', 'salt', 'chili pepper', 'peanut butter', 'cornstarch']",592.4,36.0,9.0,132.0,101.0,33.0,8.0,['chinese']
49,shanghai fried noodles with pork or chicken,108841,30,18,"['spaghetti noodle', 'water', 'sesame oil', 'pork tenderloin', 'soy sauce', 'rice wine', 'cornstarch', 'scallion', 'garlic', 'ginger', 'peanut butter', 'sugar', 'cabbage', 'soy sauce', 'water', 'spinach leave', 'pepper', 'salt']",723.6,84.0,7.0,57.0,40.0,46.0,13.0,"['american', 'chinese']"
50,coriander and lime chicken,106616,135,4,"['garlic', 'cilantro leave', 'coriander sprig', 'peppercorn', 'caster sugar', 'lime', 'juice', 'seafood cocktail sauce', 'soy sauce', 'sunflower oil', 'chicken breast']",183.4,7.0,10.0,23.0,56.0,4.0,1.0,['australian']
51,asian grilled chicken campbell s kitchen,502300,80,6,"['swanson chicken broth', 'soy sauce', 'vinegar', 'sugar', 'garlic', 'pepper flake', 'chicken breast']",181.5,6.0,6.0,55.0,62.0,5.0,0.0,-
52,cilantro thai grilled chicken,481257,50,5,"['garlic', 'ground cilantro', 'soy sauce', 'sesame oil', 'chicken breast']",172.7,9.0,0.0,26.0,52.0,5.0,0.0,-
53,east asian style bbq chicken  or broil,70795,25,6,"['chicken broth', 'soy sauce', 'sugar', 'garlic', 'chili pepper', 'chicken breast']",166.8,3.0,13.0,25.0,60.0,2.0,1.0,-
54,weight watchers lime chicken,400451,35,2,"['honey mustard', 'lime', 'lime', 'juice', 'garlic', 'soy sauce', 'chicken breast']",204.3,9.0,23.0,27.0,51.0,4.0,3.0,-
55,easy teriyaki pork roast  no marinating,105972,195,6,"['pork roast', 'canola oil', 'soy sauce', 'sugar', 'ginger', 'water', 'garlic']",423.5,32.0,14.0,45.0,100.0,30.0,1.0,['japanese']
56,korean fried chicken  soy and garlic,384032,65,10,"['durkee onion', 'garlic', 'soy sauce', 'mirin', 'sugar', 'ginger', 'chicken wing']",721.0,72.0,31.0,96.0,116.0,66.0,4.0,['korean']
57,chicken with ginger,150930,40,12,"['ginger', 'canola oil', 'chicken breast', 'durkee onion', 'garlic', 'soy sauce', 'vinegar', 'sugar', 'scallion']",307.9,14.0,34.0,46.0,83.0,5.0,4.0,-
58,grilled pork tenderloin with gingered jezebel sauce,194920,60,9,"['soy sauce', 'sugar', 'durkee onion', 'garlic', 'sherry', 'rosemary sprigs', 'pork tenderloin', 'pineapple preserve', 'apple jelly', 'horseradish', 'ginger']",459.4,12.0,128.0,63.0,99.0,13.0,14.0,-
59,the emperor s slow cooked chicken  crock pot,276717,380,11,"['fryer chicken', 'vegetable oil', 'soy sauce', 'sugar', 'garlic', 'ginger', 'almond', 'durkee onion']",638.4,68.0,19.0,45.0,102.0,60.0,1.0,-
60,chocolate cherry cheesecake,45949,110,23,"['chocolate cookie crumb', 'butter', 'cheese', 'egg', 'sugar', 'almond extract', 'cream', 'strawberry pie fill', 'chocolate chip cookie']",550.2,60.0,61.0,12.0,15.0,117.0,14.0,-
61,dora s prize winning cheesecake,402368,145,24,"['purpose flour', 'sugar', 'butter', 'chocolate chip cookie', 'vanilla extract', 'cheese', 'cream', 'egg']",726.9,79.0,153.0,15.0,29.0,155.0,18.0,-
62,strawberries and cream pie,474395,25,15,"['chocolate graham cracker crumb', 'butter', 'cheese', 'cream', 'sugar', 'vanilla extract', 'strawberry', 'chocolate chip cookie']",297.1,42.0,37.0,6.0,4.0,84.0,3.0,-
63,v s white chocolate cheesecake,200051,50,29,"['chocolate graham cracker', 'sugar', 'butter', 'cheese', 'chocolate chip cookie', 'cream', 'almond extract', 'vanilla extract']",565.5,64.0,157.0,8.0,14.0,130.0,14.0,-
64,white and dark chocolate spiral cheesecake,375323,100,29,"['chocolate cookie crumb', 'butter', 'cheese', 'sugar', 'egg', 'chocolate chip cookie', 'cream', 'cornflour', 'chocolate chip cookie']",330.2,33.0,123.0,3.0,9.0,63.0,11.0,-
65,cheese and peas salad,17520,20,8,"['pea', 'cheddar cheese', 'egg', 'celery seed', 'durkee onion', 'pepper', 'mayonnaise', 'vinegar', 'salt', 'pepper']",137.8,12.0,10.0,12.0,18.0,22.0,2.0,-
66,macaroni ham salad,40731,32,5,"['macaroni', 'cheddar cheese', 'salad oil', 'vinegar', 'durkee onion', 'ham', 'pea', 'celery seed', 'pepper', 'mayonnaise']",214.9,17.0,8.0,6.0,23.0,23.0,5.0,-
67,rotini salad bowl,33337,15,5,"['rotini pasta', 'salt', 'vinegar', 'vegetable oil', 'pepper', 'durkee onion', 'cheddar cheese', 'ham', 'mayonnaise', 'celery seed', 'pea']",247.6,14.0,11.0,22.0,26.0,19.0,8.0,-
68,summer fantasy salad,66332,40,6,"['macaroni', 'celery seed', 'durkee onion', 'pimento', 'water', 'pea', 'cheddar cheese', 'mayonnaise', 'seafood cocktail sauce', 'salt', 'pepper', 'celery', 'milk']",396.7,29.0,26.0,25.0,32.0,26.0,13.0,-
69,summer picnic macaroni salad,221595,18,10,"['salad macaroni', 'pea', 'butter pickle', 'celery seed', 'durkee onion', 'water', 'cheddar cheese', 'mayonnaise', 'sugar', 'vinegar', 'pepper']",593.5,33.0,33.0,29.0,46.0,31.0,25.0,-
70,cook s fried corn,341995,20,7,"['corn', 'bacon', 'bell pepper', 'durkee onion', 'sea salt', 'pepper']",130.9,12.0,1.0,5.0,7.0,13.0,4.0,-
71,creamy fried corn,185259,45,7,"['corn', 'bacon dripping', 'half', 'durkee onion', 'pepper']",280.2,32.0,15.0,2.0,9.0,47.0,7.0,-
72,homemade hash browns,78432,35,10,"['bacon', 'potato', 'durkee onion', 'pepper']",253.3,11.0,13.0,6.0,13.0,12.0,13.0,-
73,quick quiche lorraine,373842,60,14,"['pie shell', 'bacon', 'durkee onion', 'egg', 'half', 'cheese', 'pepper']",377.4,44.0,7.0,17.0,27.0,58.0,4.0,-
74,smoky corn chowder,411152,45,10,"['bacon', 'durkee onion', 'garlic', 'paprika', 'pepper flake', 'corn', 'chicken broth', 'half', 'pepper']",340.2,35.0,5.0,15.0,22.0,44.0,8.0,-
75,country style baked beans,298542,1680,7,"['navy bean', 'water', 'molasses', 'sugar', 'garlic', 'sauce', 'salt', 'leave', 'durkee onion', 'bacon']",414.9,39.0,80.0,31.0,21.0,42.0,11.0,-
76,easy boston baked beans,255257,370,4,"['navy bean', 'durkee onion', 'bacon', 'maple syrup', 'molasses', 'mustard', 'salt', 'pepper']",544.9,15.0,133.0,72.0,45.0,15.0,31.0,-
77,old time baked beans,29785,1800,6,"['navy bean', 'durkee onion', 'celery rib', 'sugar', 'ketchup', 'molasses', 'mustard', 'salt', 'pepper']",337.5,1.0,162.0,34.0,20.0,0.0,24.0,-
78,super baked beans,65660,255,13,"['navy bean', 'bacon', 'durkee onion', 'molasses', 'sugar', 'mustard', 'salt', 'pepper']",193.5,8.0,62.0,13.0,10.0,8.0,10.0,-
79,vegan baked beans a la crock pot,397425,510,13,"['navy bean', 'molasses', 'sugar', 'mustard powder', 'cayenne pepper', 'yeast', 'smoke', 'amino', 'durkee onion', 'garlic', 'sea salt', 'pepper', 'water', 'leave']",353.8,2.0,94.0,16.0,33.0,0.0,23.0,-
80,angel hair pasta with prosciutto and wild mushrooms,399354,25,15,"['champignon mushroom', 'tomato', 'prosciutto', 'pepper', 'oil', 'garlic', 'pepper flake', 'rosemary sprigs', 'angel hair pasta', 'cream', 'butter', 'parmesan cheese', 'leaf basil']",536.8,46.0,17.0,14.0,36.0,74.0,16.0,['italian']
81,asparagus splendida,17412,30,15,"['asparagus', 'butter', 'olive oil', 'garlic', 'button mushroom', 'prosciutto', 'leaf basil', 'oregano', 'rosemary sprigs', 'tomato', 'salt', 'pepper', 'spaghetti', 'parmesan cheese']",676.6,50.0,28.0,31.0,43.0,74.0,25.0,['italian']
82,like romano s macaroni grill tuscan chicken,314921,50,12,"['chicken breast', 'pepper', 'pepper', 'champignon mushroom', 'oil', 'garlic', 'penne pasta', 'tomato', 'wine', 'leaf basil', 'oregano', 'leaf parsley', 'salt', 'pepper', 'parmesan cheese']",644.5,42.0,32.0,24.0,78.0,32.0,18.0,['italian']
83,pasta and burnt butter sauce,512270,35,11,"['penne pasta', 'salt', 'oil', 'butter', 'garlic', 'leaf basil', 'oregano', 'pepper', 'cheese', 'leaf parsley']",311.1,23.0,5.0,19.0,15.0,43.0,12.0,['italian']
84,summer tomato sauce,30968,150,9,"['tomato', 'oil', 'oregano', 'leaf parsley', 'leaf basil', 'garlic', 'parmesan cheese', 'pepper', 'penne pasta']",441.4,24.0,21.0,2.0,24.0,12.0,21.0,['italian']
85,salapow  steam buns  dia bao  or dim sum,316997,75,15,"['ground pork', 'ginger', 'water chestnut', 'durkee onion', 'oyster sauce', 'pepper', 'garlic', 'salt', 'soy sauce', 'soy sauce', 'sugar', 'sesame oil', 'wheat flour', 'milk', 'vegetable oil']",293.5,8.0,41.0,12.0,27.0,8.0,15.0,['thai']
86,caramelized chicken drumsticks,286844,40,10,"['chicken drumstick', 'soy sauce', 'sugar', 'water', 'ginger', 'garlic', 'sesame oil', 'pepper', 'sesame seed']",287.2,12.0,52.0,68.0,70.0,9.0,5.0,-
87,flank steak with garlic sauce,44922,20,14,"['flank steak', 'ginger', 'soy sauce', 'sesame oil', 'rice vinegar', 'pepper', 'leaf parsley', 'water', 'sugar', 'garlic']",342.0,26.0,11.0,87.0,80.0,31.0,1.0,-
88,pot sticker dipping sauce,446277,25,12,"['soy sauce', 'rice vinegar', 'water', 'sugar', 'scallion', 'garlic', 'sesame oil', 'pepper flake']",109.0,7.0,39.0,111.0,10.0,3.0,4.0,-
89,tgi friday s pot stickers w  dipping sauce,409352,20,16,"['wheat flour', 'salt', 'water', 'shortening', 'ground pork', 'soy sauce', 'sesame oil', 'ginger', 'sugar', 'pepper', 'durkee onion', 'egg', 'cornstarch', 'water chestnut', 'garlic', 'vinegar', 'chili oil', 'durkee onion']",506.4,33.0,11.0,80.0,46.0,35.0,17.0,-
90,couscous with currants,9205,17,6,"['chicken broth', 'couscous', 'oil', 'durkee onion', 'garlic', 'tomato', 'chickpea', 'currant jelly', 'cumin', 'leaf parsley', 'lemon juice concentrate', 'pepper']",217.7,5.0,30.0,14.0,15.0,2.0,13.0,-
91,couscous with yellow summer squash,385968,20,9,"['butter', 'oil', 'durkee onion', 'garlic', 'summer squash', 'pepper', 'chicken broth', 'couscous', 'ground cilantro']",239.8,10.0,4.0,2.0,15.0,12.0,12.0,-
92,hasa al khadr  vegetable soup,154729,65,9,"['oil', 'baby carrot', 'potato', 'durkee onion', 'tomato', 'garlic', 'ground cilantro', 'chicken broth', 'ginger', 'salt', 'pepper', 'cumin']",191.1,8.0,25.0,54.0,10.0,4.0,10.0,-
93,lubiya  sephardi israeli black eyed pea soup,491977,40,6,"['oil', 'durkee onion', 'garlic', 'pepper', 'pea', 'tomato', 'chicken broth', 'cumin', 'turmeric', 'salt', 'ground cilantro', 'lemon', 'juice']",158.8,6.0,18.0,31.0,13.0,3.0,8.0,-
94,sausage  chickpea and sweet potato stew,331118,60,8,"['oil', 'durkee onion', 'garlic', 'sausage', 'tomato', 'chicken broth', 'potato', 'cumin', 'fennel seed', 'summer squash', 'chickpea', 'pepper']",187.5,5.0,28.0,42.0,16.0,3.0,10.0,-
95,frittatensuppe   beef broth topped with strips of sliced pancake,476503,50,11,"['milk', 'wheat flour', 'egg', 'salt', 'butter', 'chive', 'nutmeg']",221.5,14.0,0.0,5.0,13.0,27.0,8.0,['german']
96,griessnockerl   austrian style semolina dumplings,481279,40,8,"['egg', 'butter', 'semolina', 'nutmeg', 'salt', 'pepper', 'soup stock', 'chive']",191.9,14.0,0.0,4.0,11.0,27.0,6.0,['german']
97,spaetzle in sage brown butter,136384,30,14,"['milk', 'egg', 'nutmeg', 'salt', 'purpose flour', 'butter', 'sage leave', 'durkee onion']",349.5,29.0,10.0,18.0,17.0,55.0,11.0,['german']
98,spaetzle with browned butter,61328,20,13,"['purpose flour', 'salt', 'nutmeg', 'egg', 'milk', 'butter', 'pepper']",488.2,30.0,1.0,14.0,26.0,57.0,20.0,['german']
99,t v  eggs   kids favorite fun to eat breakfast,376427,9,14,"['egg', 'wheat bread', 'butter', 'salt', 'pepper']",383.4,35.0,14.0,27.0,39.0,54.0,7.0,-
100,cake mix sour cream raisin bars,260271,45,10,"['chocolate cake mix', 'margarine', 'raisin', 'pistachio', 'sugar', 'cinnamon', 'cream', 'egg']",132.8,10.0,48.0,4.0,2.0,9.0,5.0,-
101,cinnamon souffle,306767,50,8,"['cinnamon raisin bread', 'pineapple chunk', 'margarine', 'sugar', 'egg', 'pistachio']",561.8,59.0,164.0,14.0,20.0,37.0,16.0,-
102,pineapple delight,242822,38,15,"['vanilla wafer', 'butter', 'sugar', 'egg', 'pineapple chunk', 'cream', 'maraschino cherry']",554.2,52.0,87.0,11.0,9.0,87.0,19.0,-
103,pineapple rice pudding,317227,135,5,"['grain rice', 'sugar', 'cream', 'cornstarch', 'egg', 'vanilla', 'pineapple chunk', 'pistachio']",322.2,17.0,141.0,2.0,12.0,32.0,16.0,-
104,pineapple square,216373,30,15,"['vanilla wafer', 'butter', 'sugar', 'egg', 'pineapple chunk', 'cream']",514.8,48.0,85.0,11.0,7.0,80.0,18.0,-
105,curried beef dumplings,492719,110,22,"['ginger', 'garlic', 'curry powder', 'cornstarch', 'salt', 'sesame oil', 'egg', 'beef sirloin', 'bell pepper', 'scallion', 'water', 'wonton wrapper']",22.4,1.0,0.0,2.0,4.0,2.0,0.0,-
106,curried noodles with tofu,325922,30,17,"['rice stick', 'coconut milk powder', 'sugar', 'sodium soy sauce', 'ginger', 'garlic', 'curry paste', 'salt', 'vegetable oil cooking spray', 'firm tofu', 'bell pepper', 'napa cabbage', 'durkee onion', 'ground cilantro']",266.8,6.0,28.0,28.0,21.0,4.0,16.0,-
107,grilled chicken with whiskey ginger marinade,193131,75,26,"['chicken breast halve', 'bourbon whiskey', 'sodium soy sauce', 'sugar', 'hoisin sauce', 'lemon rind', 'lime juice concentrate', 'ginger', 'sesame oil', 'pepper flake', 'garlic', 'vegetable oil cooking spray', 'water', 'cornstarch', 'sesame seed']",277.7,6.0,50.0,38.0,55.0,4.0,5.0,-
108,honey ginger chicken bites,59504,55,24,"['honey', 'ginger', 'lemon juice concentrate', 'cider vinegar', 'sodium soy sauce', 'sesame oil', 'rind', 'sauce', 'garlic', 'chicken thigh', 'vegetable oil cooking spray', 'salt', 'pepper', 'cornstarch', 'water', 'sesame seed']",127.6,4.0,62.0,14.0,19.0,2.0,5.0,-
109,shiitake tofu pot stickers,130652,120,30,"['shiitake mushroom', 'firm tofu', 'vegetable oil', 'sesame oil', 'ginger', 'garlic', 'scallion', 'chili pepper flake', 'salt', 'pepper', 'soy sauce', 'ground cilantro', 'wonton wrapper', 'cornstarch', 'water', 'chili oil', 'garlic', 'rice vinegar', 'honey', 'lime', 'juice']",547.2,32.0,85.0,126.0,50.0,17.0,23.0,-
110,eggplant  aubergine  mexicana,27809,25,3,"['eggplant', 'tomato', 'garlic', 'durkee onion', 'chili powder', 'pepper']",36.5,0.0,16.0,0.0,3.0,0.0,2.0,-
111,fabulous hot salad,16565,55,3,"['eggplant', 'zucchini', 'pepper', 'tomato', 'durkee onion', 'garlic', 'champignon mushroom', 'olive oil', 'salt', 'tomato juice', 'pepper']",77.8,8.0,13.0,1.0,4.0,4.0,2.0,-
112,italian roasted vegetables,179864,65,4,"['bell pepper', 'bell pepper', 'bell pepper', 'zucchini', 'durkee onion', 'eggplant', 'asparagus spear', 'potato', 'champignon mushroom', 'rosemary sprigs', 'garlic', 'olive oil', 'pepper']",208.9,12.0,37.0,1.0,14.0,5.0,10.0,-
113,sicilian eggplant  aubergine,162359,70,4,"['eggplant', 'durkee onion', 'vinegar', 'water', 'champignon mushroom', 'garlic', 'pepper', 'olive oil', 'pepper']",101.8,2.0,42.0,0.0,5.0,1.0,6.0,-
114,vegetable stew  giambotta,267532,60,6,"['olive oil', 'leaf', 'garlic', 'durkee onion', 'potato', 'eggplant', 'zucchini', 'bell pepper', 'pepper', 'tomato', 'chicken stock', 'leaf basil']",236.0,15.0,25.0,2.0,10.0,7.0,11.0,-
115,fall pear pie,140505,75,12,"['pie crust', 'sugar', 'tapioca flour', 'nutmeg', 'cinnamon', 'salt', 'lemon peel', 'pear', 'lemon juice concentrate', 'butter', 'milk']",463.5,28.0,160.0,15.0,7.0,28.0,24.0,-
116,james beard s blackberry pie,248389,60,10,"['blackberry', 'sugar', 'wheat flour', 'salt', 'lemon juice concentrate', 'butter', 'pie crust']",591.6,37.0,219.0,18.0,11.0,37.0,30.0,-
117,lattice pineapple pie,205023,50,10,"['pineapple chunk', 'sugar', 'cornstarch', 'salt', 'butter', 'lemon juice concentrate', 'pie crust']",111.7,2.0,91.0,0.0,0.0,4.0,8.0,-
