,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
35,bacon,405042,50,3,"['smokies sausages', 'maple bacon', 'sugar']",449.5,51.0,108.0,32.0,20.0,55.0,9.0,['american']
36,caramel cake frosting   icing,44051,15,6,"['sugar', 'butter', 'milk', 'sugar icing']",844.4,72.0,427.0,18.0,3.0,149.0,36.0,['american']
37,cinnamon graham crust,156048,15,8,"['cracker', 'butter', 'sugar']",762.2,83.0,104.0,34.0,12.0,152.0,21.0,['american']
38,home made buttercream frosting,492483,5,3,"['milk', 'sugar', 'butter', 'food coloring paste']",546.9,31.0,355.0,7.0,3.0,63.0,30.0,['american']
39,slow cooked sugared butternut,48436,370,6,"['butternut squash', 'butter', 'sugar', 'cinnamon', 'raisin']",805.4,37.0,222.0,9.0,21.0,74.0,52.0,['american']
40,corned beef  cabbage  macaroni bake,159967,50,19,"['vegetable oil cooking spray', 'wheat elbow macaroni', 'cabbage', 'beef', 'durkee onion', 'mushroom soup', 'milk', 'mustard', 'pepper', 'cheddar cheese', 'breadcrumb', 'butter']",280.8,22.0,12.0,20.0,22.0,39.0,9.0,-
41,macaroni and cheese au gratin,178929,30,14,"['wheat elbow macaroni', 'butter', 'durkee onion', 'wheat flour', 'milk', 'seasoning salt', 'pepper', 'cheddar cheese', 'sauce', 'mustard', 'breadcrumb']",390.3,32.0,8.0,14.0,30.0,65.0,11.0,-
42,potato cabbage casserole,162253,55,16,"['potato', 'durkee onion', 'butter', 'cabbage', 'mushroom soup', 'milk', 'cheddar cheese', 'pepper', 'rosemary sprigs', 'garlic salt', 'breadcrumb']",273.5,23.0,21.0,22.0,15.0,41.0,9.0,-
43,quick and easy macaroni and cheese,290097,40,10,"['celery soup', 'milk', 'mustard', 'pepper', 'wheat elbow macaroni', 'cheddar cheese', 'durkee onion']",273.2,24.0,4.0,26.0,26.0,46.0,6.0,-
44,tasty cabbage casserole,56809,50,16,"['cabbage', 'butter', 'durkee onion', 'mushroom soup', 'cheese', 'milk', 'breadcrumb', 'pepper']",254.4,28.0,22.0,25.0,17.0,52.0,5.0,-
45,freezing eggs,153034,35,37,['egg'],11.9,1.0,0.0,0.0,2.0,1.0,0.0,-
46,how to boiled eggs  101,312733,18,86,"['egg', 'water', 'water', 'ice cube', 'salt', 'vinegar']",143.0,14.0,1.0,5.0,25.0,15.0,0.0,-
47,jane s challah bread  using food processor,220851,270,75,"['yeast', 'water', 'egg', 'sugar', 'salt', 'wheat flour', 'vegetable oil']",85.9,3.0,8.0,3.0,3.0,1.0,4.0,-
48,mandarin orange cream cheese cake,174044,44,33,"['chocolate cake mix', 'orange', 'frosting', 'water', 'vegetable oil', 'egg']",638.1,43.0,270.0,23.0,11.0,27.0,31.0,-
49,unicorn cake truffles,530639,115,43,"['chocolate cake mix', 'egg', 'water', 'vegetable oil', 'food coloring paste', 'frosting', 'chocolate', 'fondant', 'luster dust', 'chocolate candy']",334.7,41.0,56.0,7.0,12.0,61.0,9.0,-
50,best hot cocoa ever  and real whipped cream,186373,10,19,"['chocolate chip cookie', 'sugar', 'milk', 'vanilla extract', 'cream', 'cinnamon', 'cream', 'sugar']",1265.2,165.0,150.0,11.0,35.0,334.0,21.0,-
51,bittersweet or white chocolate ice cream,461636,85,32,"['milk', 'sugar', 'chocolate', 'cream', 'vanilla extract']",1465.0,189.0,268.0,8.0,23.0,383.0,27.0,-
52,cheesecake ice cream,182830,70,21,"['sugar', 'cheese', 'egg', 'vanilla extract', 'milk', 'lemon zest', 'cream', 'cracker']",2700.9,285.0,833.0,31.0,59.0,565.0,79.0,-
53,super fast   easy frostings,18812,5,16,"['milk', 'chocolate pudding mix', 'sugar', 'whip', 'vanilla frosting', 'sugar icing', 'cream', 'vanilla extract', 'coconut', 'cheese']",2053.4,215.0,699.0,30.0,33.0,553.0,65.0,-
54,vanilla bean ice cream,198341,45,29,"['vanilla bean', 'milk', 'jumbo egg', 'sugar', 'cream', 'vanilla extract']",1982.0,226.0,471.0,13.0,55.0,434.0,47.0,-
55,grilled fish in foil,6919,0,9,"['halibut fillet', 'margarine', 'lemon juice concentrate', 'leaf parsley', 'weed', 'salt', 'pepper', 'paprika', 'durkee onion']",184.8,10.0,6.0,30.0,52.0,6.0,1.0,-
56,halibut smothered in vidalia onions,313630,60,14,"['halibut fillet', 'durkee onion', 'mayonnaise', 'weed', 'pepper', 'salt', 'lemon juice concentrate', 'durkee onion', 'leaf parsley', 'margarine']",294.8,24.0,9.0,17.0,57.0,14.0,2.0,-
57,potato omelette,364258,30,11,"['potato', 'durkee onion', 'egg', 'leaf parsley', 'salt', 'pepper']",762.1,16.0,45.0,7.0,57.0,16.0,46.0,-
58,salmon patties,281620,30,12,"['salmon', 'durkee onion', 'egg', 'pepper', 'lemon juice concentrate', 'saltine cracker']",246.6,13.0,5.0,24.0,48.0,8.0,6.0,-
59,starlac salmon loaf,151322,58,10,"['salmon', 'breadcrumb', 'egg', 'salmon liquid', 'milk', 'leaf parsley', 'durkee onion', 'butter', 'lemon juice concentrate', 'salt']",162.8,14.0,15.0,32.0,10.0,26.0,4.0,-
60,apple jam,45792,25,9,"['water', 'tart cooking apple', 'sugar', 'allspice', 'cinnamon', 'lemon juice concentrate', 'pectin']",655.0,0.0,656.0,0.0,0.0,0.0,56.0,['american']
61,auntie a s homemade lemonade   yummmmy,44033,10,5,"['lemon juice concentrate', 'sugar', 'water']",1512.2,0.0,1522.0,3.0,1.0,0.0,131.0,['american']
62,raisin sauce for ham,141196,35,4,"['raisin', 'water', 'sugar', 'cornstarch', 'butter', 'lemon juice concentrate']",240.2,4.0,192.0,0.0,1.0,9.0,18.0,['american']
63,root beer jelly,11514,13,9,"['root beer', 'sugar', 'water', 'pectin']",1216.2,0.0,1249.0,0.0,0.0,0.0,104.0,['american']
64,shaker fried apples,158447,60,6,"['tart cooking apple', 'sugar', 'cinnamon', 'butter']",1189.5,46.0,839.0,10.0,5.0,92.0,81.0,['american']
65,green onion quick bread,397836,45,10,"['purpose flour', 'wheat flour', 'baking powder', 'sugar', 'baking soda', 'salt', 'durkee onion', 'buttermilk', 'butter', 'egg']",170.8,8.0,8.0,16.0,10.0,15.0,8.0,-
66,martha stewart buttermilk pancakes,467609,25,15,"['purpose flour', 'baking powder', 'baking soda', 'salt', 'sugar', 'egg', 'buttermilk', 'butter']",211.7,11.0,32.0,18.0,14.0,20.0,9.0,-
67,old fashioned biscuits  from my great recipe cards,349420,15,9,"['purpose flour', 'baking powder', 'baking soda', 'salt', 'sugar', 'butter', 'buttermilk']",154.3,12.0,7.0,10.0,5.0,24.0,5.0,-
68,the king s scones with currants recipe,132472,39,14,"['purpose flour', 'sugar', 'baking powder', 'baking soda', 'butter', 'currant jelly', 'buttermilk']",633.9,37.0,157.0,19.0,19.0,74.0,32.0,-
69,whole wheat blueberry scones,284140,50,13,"['purpose flour', 'wheat flour', 'sugar', 'baking powder', 'baking soda', 'butter', 'buttermilk', 'blueberry', 'sugar']",227.1,9.0,36.0,9.0,11.0,17.0,12.0,-
70,classic family fish cakes,110868,40,9,"['floury potato', 'halibut fillet', 'egg', 'chive', 'pepper', 'wheat flour', 'egg', 'breadcrumb', 'vegetable oil']",328.2,7.0,10.0,44.0,71.0,6.0,11.0,-
71,crispy pan fried sole,118951,20,9,"['egg', 'breadcrumb', 'thyme sprigs', 'salt', 'pepper', 'fish fillet', 'olive oil', 'butter']",385.9,31.0,5.0,41.0,68.0,33.0,4.0,-
72,easy parmesan crusted chicken tenders,297901,15,5,"['olive oil', 'chicken tender', 'egg', 'salt', 'pepper', 'parmesan cheese', 'breadcrumb']",371.4,31.0,6.0,39.0,58.0,25.0,5.0,-
73,garlic crusted cod fish,369973,27,11,"['butter', 'olive oil', 'garlic', 'breadcrumb', 'leaf parsley', 'salt', 'pepper', 'egg', 'halibut fillet', 'lemon wedge']",406.5,21.0,7.0,20.0,92.0,18.0,7.0,-
74,tilapia with a crispy coating for one  or more,221150,20,3,"['tilapia fillet', 'egg', 'breadcrumb']",450.1,16.0,14.0,23.0,95.0,15.0,13.0,-
75,carolyn s shrimp creole,13880,75,12,"['oil', 'wheat flour', 'durkee onion', 'bell pepper', 'garlic', 'tomato', 'tomato sauce', 'tomato paste', 'water', 'salt', 'pepper flake', 'pepper', 'okra', 'shrimp', 'sausage', 'grain rice']",562.5,58.0,26.0,74.0,64.0,41.0,7.0,['american']
76,gabby gourmets southwestern chili,174503,100,6,"['vegetable oil', 'ground beef', 'durkee onion', 'bell pepper', 'garlic', 'chili powder', 'tomato sauce', 'tomato', 'tomato paste', 'paprika', 'salt', 'oregano', 'cumin powder', 'chocolate candy bar', 'sauce']",539.0,42.0,100.0,81.0,76.0,52.0,13.0,['american']
77,lentils and rice casserole,115994,75,11,"['lentil', 'margarine', 'durkee onion', 'bell pepper', 'garlic', 'tomato', 'paprika', 'salt', 'pepper', 'pepper', 'grain rice', 'cheddar cheese', 'vegetable oil cooking spray']",404.6,20.0,21.0,14.0,43.0,37.0,16.0,['american']
78,shrimp creole,83147,60,9,"['shrimp', 'durkee onion', 'bell pepper', 'celery seed', 'garlic', 'vegetable oil', 'tomato paste', 'chicken broth', 'tomato', 'tomato sauce', 'leave', 'cayenne pepper', 'sauce', 'salt', 'wheat flour', 'grain rice']",335.9,17.0,44.0,55.0,72.0,9.0,7.0,['american']
79,mccormick s spanish chicken skillet,442191,35,11,"['wheat flour', 'salt', 'chicken meat', 'oil', 'bell pepper', 'durkee onion', 'garlic', 'tomato', 'chicken broth', 'paprika', 'garlic', 'thyme sprigs', 'pepper', 'pepper flake']",338.2,33.0,14.0,22.0,46.0,28.0,3.0,-
80,bawang goreng fried shallots,188440,20,10,"['shallot', 'peanut butter']",43.2,0.0,0.0,0.0,3.0,0.0,3.0,['indonesian']
81,easy broccolini with oyster sauce,261067,15,7,"['broccolini', 'peanut butter', 'oyster sauce']",64.3,10.0,0.0,10.0,0.0,5.0,0.0,['chinese']
82,med spread,97488,80,7,"['butter', 'feta cheese', 'cheese', 'garlic', 'shallot', 'vermouth', 'pepper', 'pine nut', 'tomato', 'pesto sauce']",131.9,19.0,5.0,7.0,5.0,35.0,0.0,['spanish']
83,hot garlic stuffed mushrooms,486013,20,9,"['portabella mushroom', 'oil', 'garlic', 'shallot', 'breadcrumb', 'basil sprig', 'apricot', 'pine nut', 'feta cheese', 'pepper']",155.9,8.0,31.0,11.0,13.0,12.0,7.0,-
84,swiss chard with lemon and feta,382401,25,6,"['watercress leaf', 'butter', 'lemon juice concentrate', 'feta cheese', 'pepper']",107.9,11.0,10.0,24.0,11.0,23.0,2.0,-
85,barbecued flank steak,37624,20,6,"['vegetable oil', 'soy sauce', 'honey', 'cider vinegar', 'durkee onion', 'ground ginger', 'garlic', 'flank steak']",1415.9,169.0,108.0,91.0,152.0,111.0,10.0,-
86,hawaiian korean kal bi marinade,312300,60,8,"['pork baby back rib', 'soy sauce', 'water', 'honey', 'sugar', 'sesame seed', 'sesame oil', 'garlic', 'durkee onion']",1699.4,194.0,76.0,121.0,225.0,216.0,7.0,-
87,skewered sesame sirloin,412049,129,8,"['sirloin steak', 'soy sauce', 'durkee onion', 'garlic', 'sugar', 'sesame seed', 'sesame oil', 'gingerroot']",453.9,45.0,26.0,45.0,73.0,49.0,2.0,-
88,spicy sesame spareribs,273833,150,9,"['pork sparerib', 'soy sauce', 'wine', 'sesame seed', 'vegetable oil', 'sugar', 'pepper flake', 'garlic', 'cornstarch', 'water']",1403.5,175.0,10.0,56.0,161.0,207.0,2.0,-
89,sticky sesame chicken wings,166164,50,7,"['garlic', 'salt', 'soy sauce', 'hoisin sauce', 'honey', 'sesame oil', 'cayenne pepper', 'chicken wing', 'sesame seed', 'scallion']",843.0,88.0,44.0,54.0,128.0,78.0,4.0,-
90,crepe batter a la julia child,423504,45,41,"['egg', 'milk', 'salt', 'wheat flour', 'butter', 'vegetable oil']",219.0,14.0,6.0,8.0,14.0,25.0,8.0,-
91,homemade potato and cheese pierogies    old fashioned perogies,66652,30,33,"['durkee onion', 'butter', 'potato', 'cottage cheese', 'pepper', 'wheat flour', 'salt', 'egg', 'oil', 'water']",512.6,19.0,13.0,36.0,35.0,28.0,26.0,-
92,kinder  gentler latkes,15257,35,29,"['potato', 'durkee onion', 'egg', 'wheat flour', 'salt', 'pepper', 'baking powder', 'vegetable oil']",210.3,4.0,14.0,17.0,15.0,4.0,13.0,-
93,marcy goldman s world famous potato pancakes latkes,404066,55,29,"['potato', 'durkee onion', 'egg', 'wheat flour', 'salt', 'pepper', 'vegetable oil']",28.4,0.0,1.0,2.0,2.0,0.0,1.0,-
94,polish kopytka  potato dumplings,189248,20,31,"['potato', 'egg', 'wheat flour', 'salt', 'butter', 'durkee onion', 'pepper', 'breadcrumb']",554.2,28.0,13.0,10.0,25.0,53.0,28.0,-
95,bucatini with pancetta and tomatoes,53923,20,8,"['penne pasta', 'oil', 'durkee onion', 'pancetta', 'tomato', 'bocconcini', 'durkee onion']",464.2,29.0,35.0,20.0,34.0,31.0,18.0,['italian']
96,nif s penne with feta,350359,35,6,"['penne pasta', 'oil', 'garlic', 'durkee onion', 'tomato', 'olive', 'feta cheese', 'leaf parsley', 'leaf basil', 'thyme sprigs', 'parmesan cheese']",600.4,24.0,30.0,25.0,34.0,38.0,33.0,"['greek', 'italian']"
97,penne with black olive sauce,217538,25,9,"['durkee onion', 'oil', 'garlic', 'tomato', 'olive', 'leave', 'penne pasta', 'salt', 'pepper']",427.9,20.0,25.0,20.0,14.0,9.0,24.0,['italian']
98,penne with creamy tomato sauce,185977,45,6,"['oil', 'durkee onion', 'wine', 'tomato', 'whipping cream', 'penne pasta', 'olive', 'parmesan cheese', 'durkee onion']",463.4,35.0,15.0,21.0,22.0,50.0,18.0,['italian']
99,penne with spinach  tomatoes and olives,224693,35,12,"['oil', 'durkee onion', 'tomato', 'olive', 'spinach', 'leaf parsley', 'penne pasta', 'pepper', 'parmesan cheese']",309.3,10.0,17.0,10.0,17.0,5.0,19.0,['american']
100,baked mashed potatoes with parmesan cheese and bread crumbs,363022,55,14,"['butter', 'russet potato', 'milk', 'mozzarella cheese', 'parmesan cheese', 'pepper', 'breadcrumb']",575.2,46.0,20.0,26.0,40.0,91.0,19.0,-
101,baked mashed potatoes with parmesan cheese and breadcrumbs,169518,55,15,"['butter', 'russet potato', 'milk', 'mozzarella cheese', 'parmesan cheese', 'pepper', 'breadcrumb']",574.6,46.0,20.0,25.0,41.0,91.0,19.0,-
102,onion herb pork chops,339791,45,14,"['butter', 'durkee onion', 'chicken broth', 'tarragon sprig', 'thyme sprigs', 'pork loin chop', 'salt', 'pepper', 'breadcrumb', 'parmesan cheese']",217.9,25.0,12.0,20.0,10.0,49.0,4.0,-
103,onion herbed pork chops with parmesan,313269,40,13,"['butter', 'durkee onion', 'chicken stock', 'thyme sprigs', 'sage', 'pork loin chop', 'breadcrumb', 'parmesan cheese']",386.2,35.0,14.0,13.0,55.0,49.0,5.0,-
104,pork chops with crunchy parmesan gratin,32762,75,15,"['butter', 'durkee onion', 'pepper', 'salt', 'pepper', 'thyme sprigs', 'pork loin chop', 'chicken stock', 'breadcrumb', 'mozzarella cheese', 'parmesan cheese']",542.8,57.0,32.0,28.0,55.0,88.0,8.0,-
105,french roquefort flan,134783,50,9,"['milk', 'egg', 'wheat flour', 'manchego cheese', 'pepper']",118.5,7.0,0.0,2.0,12.0,10.0,3.0,['french']
106,no fuss no mess potato pancakes,10507,20,6,"['milk', 'potato', 'durkee onion', 'egg', 'wheat flour', 'baking powder', 'pepper']",180.8,6.0,9.0,2.0,16.0,7.0,9.0,['german']
107,boxty  irish potato griddle cakes,112003,20,5,"['potato', 'potato', 'wheat flour', 'milk', 'egg', 'pepper']",159.1,1.0,3.0,4.0,9.0,1.0,10.0,-
108,herringpudding   sillpudding,118238,80,7,"['herring', 'potato', 'egg', 'wheat flour', 'milk', 'butter', 'pepper']",205.5,14.0,3.0,5.0,17.0,25.0,7.0,-
109,potato soup with rivels,87823,45,9,"['potato', 'wheat flour', 'salt', 'egg', 'milk', 'pepper']",347.2,10.0,6.0,16.0,26.0,17.0,19.0,-
110,baby s vegetable and beef soup for the crock pot,236060,495,7,"['potato', 'celery seed', 'durkee onion', 'rotel tomato', 'beef broth', 'beef stew meat', 'bean', 'baby carrot', 'corn', 'bean', 'pepper']",291.1,14.0,20.0,35.0,30.0,17.0,12.0,['american']
111,dillard s garden room dutch potato soup copycat,467422,90,15,"['vegetable oil', 'durkee onion', 'celery seed', 'baby carrot', 'garlic', 'pepper', 'leaf', 'vegetable stock', 'margarine', 'purpose flour', 'potato']",150.2,9.0,8.0,2.0,5.0,5.0,7.0,['american']
112,ultimate flu busting chicken soup,165184,140,17,"['chicken breast', 'celery seed', 'garlic', 'durkee onion', 'baby carrot', 'oregano', 'olive oil', 'jalapeno pepper', 'oregano leaves', 'potato', 'tomato', 'pepper']",122.4,6.0,10.0,2.0,18.0,5.0,4.0,['american']
113,uncle gary s manhattan clam chowder,100132,110,13,"['potato', 'durkee onion', 'celery seed', 'baby carrot', 'butter', 'vegetable oil', 'wheat flour', 'base', 'ragu tomato sauce', 'clam', 'salt', 'pepper', 'garlic', 'thyme sprigs']",270.1,10.0,13.0,7.0,19.0,10.0,14.0,['american']
114,vegetable soup  canning,138031,99,8,"['tomato', 'potato', 'baby carrot', 'bean', 'corn', 'celery seed', 'durkee onion', 'garlic', 'water', 'pepper']",429.6,4.0,72.0,20.0,32.0,2.0,30.0,['american']
115,carne adovada  marinated pork,8164,540,5,"['pork baby back rib', 'salt', 'garlic', 'oregano leaves', 'chili sauce']",1345.5,136.0,161.0,3562.0,174.0,147.0,18.0,['mexican']
116,black magic tri tip rub,166907,5,1,"['paprika', 'salt', 'garlic', 'pepper', 'cayenne pepper', 'onion powder', 'oregano', 'thyme sprigs', 'mustard seed', 'nutmeg']",1992.2,89.0,333.0,4723.0,180.0,53.0,130.0,-
117,brining a  3 1 2 4    chicken,208522,185,5,"['water', 'table salt', 'sugar', 'chicken meat']",3763.1,250.0,1596.0,4754.0,351.0,232.0,133.0,-
118,chasen s hobo steak,150538,50,16,"['beef steak', 'pepper', 'fat', 'salt', 'water', 'butter', 'sourdough bread']",406.9,70.0,0.0,2358.0,0.0,145.0,0.0,-
119,liisa s chicken sauce  aka vinegar chicken,107414,10,2,"['cider vinegar', 'salt', 'pepper', 'pepper', 'paprika', 'pepper flake', 'vegetable oil', 'lemon juice concentrate', 'sauce']",1632.6,226.0,55.0,2379.0,8.0,96.0,15.0,-
120,indian candy smoked salmon,47871,1445,8,"['water', 'salt', 'sugar', 'maple syrup', 'salmon', 'honey']",3263.9,0.0,3304.0,4725.0,2.0,0.0,284.0,['american']
121,14 day unsealed pickles,17490,20160,17,"['cucumber', 'salt', 'vinegar', 'alum', 'spice', 'sugar']",13465.2,5.0,12914.0,14152.0,42.0,5.0,1098.0,-
122,mean chef s maple brine,23686,55,12,"['sugar', 'maple syrup', 'salt', 'garlic', 'leave', 'ginger', 'chili pepper flake', 'soy sauce', 'thyme sprigs', 'water']",3147.7,4.0,2508.0,4554.0,119.0,3.0,251.0,-
123,thanksgiving turkey brine,146037,1440,7,"['salt', 'sugar', 'peppercorn', 'orange', 'thyme sprigs', 'leaf basil', 'water']",1415.5,1.0,1379.0,7084.0,9.0,1.0,121.0,-
124,ultimate brine for turkey,333303,65,37,"['salt', 'sugar', 'clove', 'peppercorn', 'apple juice', 'orange', 'zest', 'thyme sprigs']",3804.8,18.0,3303.0,7088.0,16.0,12.0,314.0,-
125,bannock,60224,15,12,"['wheat flour', 'baking powder', 'sugar', 'salt', 'water']",255.4,0.0,25.0,25.0,12.0,0.0,18.0,-
126,blackfeet nation bannock,232486,50,12,"['wheat flour', 'baking powder', 'salt', 'water']",229.3,0.0,0.0,23.0,12.0,0.0,16.0,-
127,chapati  roti,258265,45,14,"['wheat flour', 'water']",235.2,2.0,1.0,0.0,19.0,1.0,16.0,-
128,fat free whole wheat tortillas,109481,40,14,"['wheat flour', 'water']",101.7,0.0,0.0,0.0,8.0,0.0,7.0,-
129,jacques pepin s flatbread,416395,20,13,"['wheat flour', 'water', 'baking powder', 'salt', 'oil']",153.6,7.0,0.0,4.0,6.0,3.0,7.0,-
130,butter finger cookies,21824,25,8,"['butter', 'sugar', 'wheat flour', 'vanilla', 'pistachio']",88.4,11.0,4.0,1.0,1.0,13.0,1.0,-
131,danish pastry cookies,332954,90,8,"['butter', 'wheat flour', 'pistachio', 'sugar', 'vanilla', 'sugar']",124.1,13.0,5.0,1.0,3.0,17.0,3.0,-
132,mexi tea cakes,235538,50,10,"['butter', 'sugar', 'vanilla', 'wheat flour', 'cocoa powder', 'salt', 'nutmeg', 'pistachio', 'chocolate kiss', 'cinnamon']",140.2,13.0,32.0,3.0,3.0,20.0,4.0,-
133,mexican bizcochitos  crusty sweet biscuit,66210,25,10,"['butter', 'sugar', 'wheat flour', 'pistachio', 'vanilla']",85.0,11.0,3.0,1.0,1.0,13.0,1.0,-
134,white mice cookies,92899,20,10,"['butter', 'sugar', 'wheat flour', 'vanilla', 'pistachio']",85.3,8.0,16.0,1.0,1.0,12.0,2.0,-
135,aish s grated potato kugel,23252,65,4,"['potato', 'durkee onion', 'oil', 'egg', 'salt', 'pepper', 'potato flour']",312.8,26.0,7.0,39.0,15.0,14.0,10.0,-
