,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
10,barefoot contessa s parmesan chicken,202411,40,8,"['chicken breast', 'purpose flour', 'salt', 'pepper', 'egg', 'bread crumb', 'parmesan cheese', 'butter', 'oil']",296.1,11.0,2.0,28.0,67.0,14.0,6.0,-
11,batter fried catfish nuggets,60476,20,11,"['catfish nugget', 'purpose flour', 'salt', 'baking powder', 'milk', 'egg', 'butter', 'oil']",566.8,37.0,0.0,40.0,89.0,44.0,12.0,-
12,parmesan chicken strips,168388,30,8,"['chicken breast', 'purpose flour', 'salt', 'pepper', 'egg', 'bread crumb', 'parmesan cheese', 'butter', 'oil']",513.1,16.0,8.0,54.0,110.0,20.0,15.0,-
13,quick   easy garlic chicken with parmesan,259533,35,7,"['butter', 'garlic', 'chicken breast', 'parmesan cheese', 'seasoning salt', 'salt']",600.2,68.0,1.0,40.0,93.0,130.0,0.0,-
14,roasted garlic cream sauce,449853,8,7,"['garlic', 'oil', 'salt', 'pepper', 'butter', 'purpose flour', 'milk', 'gruyere cheese', 'parmesan cheese']",623.4,64.0,29.0,14.0,46.0,93.0,14.0,-
15,italian bread dip,60956,10,5,"['bread', 'oil', 'garlic', 'vinegar', 'parmesan cheese', 'oregano', 'pepper']",677.2,51.0,5.0,39.0,31.0,29.0,25.0,['italian']
16,low carb pizza with portabella mushroom crust,425203,25,13,"['portabella mushroom', 'oil', 'salt', 'pepper', 'pizza sauce', 'mozzarella cheese', 'pepperoni', 'parmesan cheese', 'oregano']",327.1,37.0,30.0,54.0,29.0,43.0,4.0,['italian']
17,red pepper  egg and provolone panini,224587,15,9,"['bread', 'egg', 'oregano', 'salt', 'pepper', 'pepper', 'gouda cheese', 'parmesan cheese', 'oil']",387.4,31.0,4.0,65.0,52.0,49.0,7.0,['italian']
18,roman kebabs,484603,30,9,"['bread', 'mozzarella cheese', 'tomato', 'oil', 'lemon juice concentrate', 'oregano', 'pepper', 'leaf basil']",505.7,60.0,18.0,27.0,46.0,73.0,5.0,['italian']
19,better than frozen french bread pizza,40019,30,4,"['bread', 'tomato pasta sauce', 'oregano', 'pepper', 'champignon mushroom', 'parmesan cheese', 'mozzarella cheese']",351.1,7.0,19.0,38.0,22.0,4.0,21.0,-
20,best waffles,200054,8,8,"['wheat flour', 'baking powder', 'salt', 'egg', 'milk', 'canola oil']",341.1,25.0,1.0,16.0,19.0,17.0,12.0,-
21,leftover mashed potato cakes,347943,22,11,"['egg', 'potato', 'wheat flour', 'durkee onion', 'baking powder', 'salt', 'pepper', 'milk', 'shortening']",320.4,25.0,7.0,67.0,15.0,22.0,11.0,-
22,meat pies  natchitoches la style,298649,60,20,"['shortening', 'ground beef', 'ground pork', 'durkee onion', 'garlic', 'bell pepper', 'durkee onion', 'salt', 'pepper', 'pepper', 'wheat flour', 'wheat flour', 'baking powder', 'egg', 'milk']",255.4,19.0,2.0,13.0,21.0,19.0,8.0,-
23,no fry potato latkes,27129,40,21,"['canola oil', 'potato', 'durkee onion', 'garlic', 'baby dill pickle', 'egg', 'egg white', 'wheat flour', 'baking powder', 'salt', 'pepper']",90.8,3.0,4.0,7.0,5.0,1.0,5.0,-
24,simple caramelized onion pancakes,258119,50,15,"['durkee onion', 'garlic', 'oil', 'tarragon sprig', 'egg', 'milk', 'wheat flour', 'wheat flour', 'baking powder', 'salt', 'sugar', 'pepper']",373.5,29.0,7.0,38.0,22.0,20.0,13.0,-
25,cool cow,295867,5,1,"['milk', 'almond flavoring', 'honey']",200.8,13.0,45.0,5.0,16.0,27.0,7.0,-
26,maca milk shake,423299,5,3,"['milk', 'maca', 'carob powder', 'honey']",220.0,13.0,69.0,5.0,16.0,27.0,9.0,-
27,milk and honey cold remedy,270180,3,4,"['milk', 'honey']",239.2,11.0,153.0,4.0,15.0,22.0,12.0,-
28,milk honey moisture mask,157254,12,4,"['honey', 'milk']",99.0,0.0,103.0,0.0,0.0,0.0,8.0,-
29,sleepy tea,170406,6,2,"['hibiscus tea', 'milk', 'honey']",232.5,3.0,188.0,4.0,16.0,7.0,15.0,-
30,baked tomato onion casserole,457198,55,5,"['tomato', 'durkee onion', 'oil', 'garlic', 'pepper']",46.8,5.0,9.0,0.0,1.0,2.0,1.0,-
31,green beans in tomato salsa,25081,30,4,"['oil', 'garlic', 'bean', 'tomato', 'durkee onion', 'tomato paste', 'pepper']",134.3,5.0,28.0,3.0,11.0,2.0,7.0,-
32,roasted tomato sauce,349956,45,13,"['tomato', 'oil', 'pepper', 'durkee onion', 'garlic', 'tomato paste', 'sugar']",123.3,14.0,24.0,1.0,3.0,6.0,3.0,-
33,sauteed cherry tomato sauce,181800,40,9,"['garlic', 'durkee onion', 'oil', 'tomato', 'pepper']",177.3,21.0,28.0,0.0,5.0,9.0,4.0,-
34,spanish garden rice,72377,35,5,"['oil', 'grain rice', 'durkee onion', 'pepper', 'pepper', 'pepper', 'tomato', 'garlic', 'chicken broth', 'salt', 'pepper', 'chili pepper', 'cumin powder']",332.4,18.0,14.0,40.0,15.0,8.0,16.0,-
35,crispy honey dijon chicken,97168,45,7,"['chicken breast', 'mustard', 'honey', 'salt', 'pepper', 'ritz cracker']",589.4,27.0,108.0,62.0,106.0,18.0,17.0,['american']
36,grrrrrilled chicken,27650,30,5,"['chicken breast', 'cheese fantastico salad dress', 'mustard', 'salt', 'pepper']",173.1,3.0,0.0,4.0,72.0,2.0,0.0,['american']
37,buttermilk herb marinade,191804,70,3,"['buttermilk', 'mustard', 'honey', 'rosemary sprigs', 'thyme sprigs', 'sage', 'salt', 'marjoram leaves', 'pepper']",180.8,4.0,116.0,114.0,18.0,7.0,10.0,-
38,herbed baked   or grilled  chicken  or fish,174754,22,3,"['chicken breast', 'butter', 'durkee onion', 'garlic', 'thyme sprigs', 'salt', 'pepper', 'rosemary sprigs', 'sage', 'marjoram leaves']",145.7,14.0,0.0,16.0,27.0,28.0,0.0,-
39,make ahead marinated chicken breasts,160306,20,6,"['buttermilk', 'mustard', 'honey', 'rosemary sprigs', 'thyme sprigs', 'sage', 'marjoram leaves', 'pepper', 'salt', 'chicken breast']",272.0,21.0,14.0,18.0,62.0,20.0,1.0,-
40,banana oat brown sugar muffins,394669,25,5,"['banana', 'milk', 'cinnamon', 'nutmeg', 'sugar', 'baking powder', 'salt', 'oat', 'wheat flour', 'protein powder']",157.0,2.0,41.0,4.0,9.0,2.0,10.0,-
41,fresh apple cinnamon oatmeal,429366,15,4,"['apple', 'applesauce', 'water', 'nutmeg', 'cinnamon', 'vanilla', 'oat', 'sugar', 'milk']",160.8,2.0,27.0,0.0,5.0,1.0,11.0,-
42,healthy wheat banana bread,382651,85,4,"['wheat flour', 'salt', 'baking soda', 'baking powder', 'banana', 'egg', 'sugar', 'milk', 'vanilla', 'cinnamon', 'nutmeg', 'oat', 'flax seed', 'applesauce']",211.1,4.0,61.0,10.0,12.0,4.0,14.0,-
43,vegan oatmeal cookies,68430,35,3,"['banana', 'applesauce', 'vanilla', 'sugar', 'wheat flour', 'baking powder', 'salt', 'cinnamon', 'nutmeg', 'raisin', 'oatmeal']",121.7,0.0,57.0,2.0,3.0,0.0,9.0,-
44,weight watchers baked oatmeal,295560,50,6,"['oat', 'baking powder', 'salt', 'milk', 'egg substitute', 'applesauce', 'sugar', 'vanilla', 'cinnamon', 'apple']",483.4,8.0,133.0,21.0,37.0,5.0,30.0,-
45,creamed tuna,693,15,3,"['mushroom soup', 'tuna', 'milk', 'pimientos']",292.2,23.0,8.0,40.0,51.0,22.0,4.0,-
46,creamy pot roast with mushroom sauce,359498,280,6,"['arm roast', 'garlic mushroom soup mix', 'mushroom soup', 'champignon mushroom', 'milk', 'water', 'champignon mushroom']",115.1,9.0,13.0,25.0,11.0,9.0,3.0,-
47,jake s tuna dinner,87020,20,4,"['cheddar cheese blend', 'milk', 'tuna', 'mushroom soup', 'pea']",222.8,9.0,16.0,25.0,27.0,10.0,9.0,-
48,tuna meal,258519,15,6,"['tuna', 'mushroom soup', 'milk', 'barbecue potato chip']",280.4,19.0,8.0,58.0,53.0,20.0,4.0,-
49,tuna soup,122243,15,2,"['tuna', 'celery soup', 'mushroom soup', 'milk', 'asparagus']",251.4,19.0,13.0,46.0,34.0,21.0,6.0,-
50,mini jalapeno muffins,494166,22,8,"['wheat flour', 'sugar', 'cornmeal', 'baking powder', 'salt', 'egg', 'milk', 'jalapeno pepper', 'honey']",267.5,5.0,58.0,48.0,14.0,6.0,17.0,['american']
51,pa dutch sauerkraut dumplings,139491,12,6,"['egg', 'salt', 'milk', 'wheat flour', 'baking powder']",90.1,1.0,0.0,19.0,6.0,1.0,5.0,['american']
52,pancakes  clone of pancake parlour,245894,30,9,"['egg', 'baking powder', 'sugar', 'salt', 'milk', 'wheat flour']",348.5,9.0,26.0,30.0,25.0,14.0,19.0,['american']
53,waffles,338874,30,5,"['wheat flour', 'baking powder', 'salt', 'egg', 'milk', 'lard', 'sugar']",109.8,7.0,0.0,6.0,6.0,10.0,4.0,['american']
54,whole wheat pecan waffles,119380,20,5,"['wheat flour', 'baking powder', 'salt', 'sugar', 'egg', 'milk', 'pistachio']",175.6,14.0,5.0,16.0,11.0,5.0,6.0,['american']
55,blanched gai lan with oyster sauce  chinese broccoli,83997,20,14,"['oyster sauce', 'cornstarch', 'chicken stock', 'rice wine', 'sugar', 'soy sauce', 'sesame oil', 'ginger', 'garlic', 'lan', 'oil']",54.7,6.0,2.0,17.0,1.0,2.0,1.0,['chinese']
56,chinese stir fried shrimp with asparagus,425252,20,14,"['jumbo shrimp', 'asparagus', 'vegetable oil', 'ginger', 'garlic', 'shaoxing wine', 'malt vinegar', 'soy sauce', 'sugar', 'sesame oil', 'water']",266.9,24.0,13.0,17.0,49.0,11.0,2.0,['chinese']
57,eggplant hunan style,373171,29,10,"['peanut butter', 'eggplant', 'garlic', 'garlic', 'ginger', 'chicken stock', 'soy sauce', 'sugar', 'rice vinegar', 'durkee onion', 'sesame oil']",170.9,22.0,18.0,8.0,4.0,12.0,3.0,['chinese']
58,pea shoots  stir fried pea shoots    chow dau miu,146661,11,8,"['vegetable oil', 'sesame oil', 'ginger', 'garlic', 'sugar', 'pea shoot', 'soy sauce', 'oyster sauce']",25.1,3.0,1.0,5.0,0.0,1.0,0.0,['chinese']
59,stir fried zucchini with oyster sauce,35304,20,17,"['zucchini', 'vegetable oil', 'garlic', 'salt', 'sugar', 'oyster sauce', 'sherry', 'chicken stock', 'wood ear mushroom', 'cornstarch', 'sesame oil']",191.7,22.0,20.0,37.0,7.0,9.0,3.0,['chinese']
60,evelyn s cheesecake,59143,60,12,"['cheese', 'vanilla extract', 'cornstarch', 'cream', 'butter', 'sugar', 'egg', 'lemon juice concentrate']",524.9,67.0,85.0,11.0,15.0,126.0,8.0,-
61,homemade frozen custard,243942,380,13,"['milk', 'egg', 'sugar', 'cornstarch', 'salt', 'milk', 'vanilla extract']",847.4,34.0,469.0,16.0,44.0,62.0,46.0,-
62,junior s  original cheesecake,107505,65,9,"['cracker crumb', 'sugar', 'cornstarch', 'cheese', 'egg', 'cream', 'vanilla extract']",532.9,65.0,104.0,15.0,15.0,121.0,10.0,-
63,pecan cheesecake pie,103591,60,10,"['pie pastry', 'egg', 'sugar', 'corn syrup', 'vanilla extract', 'cheese', 'salt', 'pistachio']",806.8,84.0,145.0,20.0,25.0,86.0,24.0,-
64,raspberry cream dessert,198004,250,14,"['cheese', 'sugar', 'whipping cream', 'raspberry', 'cornstarch']",859.0,95.0,224.0,15.0,21.0,193.0,23.0,-
65,baby shrimp scampi and angel hair pasta  rachael ray,236150,12,11,"['olive oil', 'butter', 'shallot', 'lemon', 'zest', 'baby shrimp', 'vermouth', 'grape tomato', 'angel hair pasta', 'pepper', 'chive']",592.0,41.0,5.0,10.0,52.0,48.0,19.0,-
66,champagne grape and shrimp salad sandwiches,48057,15,11,"['baby shrimp', 'champagne grape', 'chive', 'lemon', 'mayonnaise', 'olive oil', 'roll']",263.0,17.0,25.0,19.0,50.0,9.0,6.0,-
67,lemon risotto with grilled tiger shrimp,193507,40,12,"['chicken stock', 'oil', 'butter', 'shallot', 'risotto rice', 'vermouth', 'tiger shrimp', 'pepper', 'leaf basil', 'chive', 'lemon', 'juice and zest of']",280.3,24.0,17.0,19.0,19.0,22.0,8.0,-
68,mel s brussels sprouts,104402,25,10,"['fresh brussels sprouts', 'butter', 'olive oil', 'pepper']",210.3,28.0,10.0,4.0,7.0,41.0,3.0,-
69,provincetown mussels,386159,25,10,"['mussel', 'wine', 'butter', 'oil', 'linguica sausage', 'shallot', 'garlic', 'kale leave', 'grape tomato', 'pepper flake', 'lemon', 'pepper']",141.2,8.0,0.0,11.0,22.0,10.0,2.0,-
70,a winter s walk beef and carrot stew with herb crusted dumplings,270955,135,14,"['beef', 'wheat flour', 'butter', 'salt', 'pepper', 'durkee onion', 'garlic', 'baby carrot', 'turnip', 'tomato', 'beef stock', 'wheat flour', 'herb', 'suet', 'water']",4692.3,739.0,29.0,17.0,88.0,625.0,21.0,['scottish']
71,the great aussie meat pie,52564,90,15,"['jumbo egg', 'beef', 'beef bouillon cube', 'pepper', 'water', 'wheat flour', 'sauce', 'durkee onion', 'pie crust']",4754.8,750.0,22.0,95.0,125.0,1012.0,7.0,['australian']
72,xochipilli s carne guisada,466005,80,7,"['beef', 'bell pepper', 'durkee onion', 'tomato', 'garlic', 'cumin', 'pepper', 'water', 'cornstarch', 'salt']",1580.0,248.0,9.0,3.0,40.0,334.0,3.0,"['american', 'mexican']"
73,beef goulash  czech,171226,140,7,"['beef', 'oil', 'durkee onion', 'pepper', 'paprika', 'salt', 'water']",1646.9,262.0,12.0,51.0,40.0,340.0,2.0,-
74,nigerian suya,309911,25,14,"['peanut butter', 'cayenne pepper', 'paprika', 'salt', 'ground ginger', 'garlic', 'onion powder', 'beef', 'durkee onion', 'tomato', 'pepper']",3113.1,501.0,2.0,55.0,78.0,671.0,1.0,-
75,chili parmesan chicken,90857,35,6,"['parmesan cheese', 'chili powder', 'chicken breast']",275.3,6.0,0.0,9.0,109.0,8.0,0.0,-
76,curried chicken salad with fruit and veggies,314748,45,5,"['yogurt', 'curry powder', 'ground ginger', 'salt', 'mayonnaise', 'chicken breast', 'bell pepper', 'grape', 'pineapple chunk', 'chive']",262.0,13.0,47.0,15.0,57.0,8.0,5.0,-
77,middle eastern spice baked chicken breasts,165026,70,4,"['almond', 'butter', 'durkee onion', 'ground ginger', 'cinnamon', 'cardamom', 'cumin', 'salt', 'pepper', 'chicken breast']",596.7,62.0,9.0,35.0,99.0,68.0,2.0,-
78,shish tawook  skillet,413415,10,3,"['chicken breast', 'yogurt', 'ketchup', 'paprika', 'lemon juice concentrate', 'cinnamon', 'curry powder', 'garlic', 'pepper', 'salt', 'oil']",252.9,9.0,18.0,11.0,81.0,7.0,2.0,-
79,yummy yogurt marinated chicken,30724,505,7,"['yogurt', 'garlic', 'lemon juice concentrate', 'canola oil', 'sugar', 'chili powder', 'ground ginger', 'salt', 'cumin', 'chicken breast']",310.6,26.0,14.0,17.0,64.0,20.0,1.0,-
80,berry vanilla ecstasy,287108,3,5,"['water', 'milk', 'espresso', 'strawberry drink mix', 'sugar', 'cream']",184.1,3.0,143.0,1.0,4.0,6.0,13.0,-
81,cafe borgatta,3006,10,6,"['milk', 'cocoa', 'sugar', 'espresso', 'cream']",82.7,5.0,40.0,2.0,5.0,10.0,3.0,-
82,iced hazelnut coffee coolers,158864,190,8,"['espresso', 'liquid coffee creamer', 'water', 'cinnamon', 'milk', 'cream']",115.8,9.0,0.0,3.0,11.0,18.0,3.0,-
83,kate s dessert coffee,411252,2,5,"['espresso', 'cinnamon', 'chocolate drink mix', 'sugar', 'water', 'milk']",86.6,1.0,62.0,0.0,2.0,3.0,5.0,-
84,vanilla moomoo mocha,342656,10,4,"['espresso', 'cocoa', 'milk', 'sugar', 'vanilla extract', 'cream', 'cinnamon']",117.1,7.0,8.0,2.0,10.0,13.0,3.0,-
85,chicken vegetable soup,46562,40,10,"['ditalini', 'chicken broth', 'tomato', 'baby carrot', 'durkee onion', 'french haricots vert', 'zucchini', 'garlic', 'chicken meat', 'leaf basil', 'salt', 'pepper', 'oil', 'parmesan cheese']",119.4,3.0,20.0,68.0,21.0,3.0,4.0,-
86,gnocchi with broad beans and tomato,237347,30,8,"['bean', 'oil', 'garlic', 'tomato', 'gnocchi', 'leaf basil', 'parmesan cheese']",117.0,0.0,14.0,32.0,15.0,0.0,7.0,-
87,gnocchi with garlicky red clam sauce,298965,20,10,"['gnocchi', 'oil', 'durkee onion', 'garlic', 'tomato', 'clam', 'leaf basil']",145.8,5.0,27.0,16.0,27.0,2.0,5.0,-
88,quick   easy tortellini soup with spinach and tomatoes,92364,40,8,"['chicken broth', 'tomato', 'garlic', 'egg tortellini', 'spinach', 'durkee onion', 'wine', 'oregano', 'leaf basil', 'parmesan cheese', 'pepper']",226.3,7.0,25.0,15.0,24.0,10.0,11.0,-
89,tortellini soup a la sherrie,157504,25,7,"['oil', 'garlic', 'chicken broth', 'tomato', 'leaf basil', 'pepper', 'cheese tortellini', 'spinach', 'parmesan cheese']",285.6,20.0,11.0,23.0,34.0,26.0,8.0,-
90,nam prik nam pla  traditional thai sauce,92042,5,3,"['seafood cocktail sauce', 'lime juice concentrate', 'birds eye chile', 'sugar', 'garlic']",14.3,0.0,7.0,19.0,1.0,0.0,1.0,['thai']
91,roasted peanut coated cauliflower,259301,30,9,"['head cauliflower', 'seafood cocktail sauce', 'oil', 'peanut sauce']",76.9,7.0,14.0,21.0,6.0,3.0,2.0,['thai']
92,thai pomelo salad,54243,5,3,"['pomelo fruit', 'red thai chile', 'garlic', 'honey', 'seafood cocktail sauce', 'lime', 'juice', 'lemongrass']",15.6,0.0,9.0,0.0,0.0,0.0,1.0,['thai']
93,thai vegetable stir fry,32640,20,4,"['oil', 'garlic', 'chili paste', 'satay sauce', 'sugar', 'seafood cocktail sauce', 'vegetable']",138.8,20.0,10.0,29.0,1.0,8.0,1.0,['thai']
94,something different   healthier to top your baked potatoes,128744,13,2,"['oil', 'scallion', 'garlic']",241.7,41.0,0.0,0.0,0.0,18.0,0.0,-
95,gotta have a second bowl crock pot chili con carne,16542,255,6,"['ground beef', 'beef broth', 'durkee onion', 'garlic', 'beef bouillon granule', 'tomato sauce', 'paprika', 'cayenne pepper', 'pepper', 'chili powder', 'cumin powder', 'onion powder', 'salt', 'sugar', 'garlic salt', 'chicken bouillon granule', 'lime juice concentrate']",24.4,1.0,7.0,29.0,3.0,0.0,1.0,['american']
96,not for wimps chili,53274,140,8,"['oil', 'chili powder', 'cumin powder', 'garlic', 'onion powder', 'paprika', 'oregano', 'cayenne pepper', 'pepper', 'beef stew meat', 'durkee onion', 'beef broth', 'tomato sauce', 'beer', 'cinnamon', 'chily', 'salt']",469.4,47.0,12.0,23.0,66.0,59.0,3.0,['american']
97,texas deer chili,489841,165,10,"['venison', 'ground beef', 'shortening', 'durkee onion', 'garlic', 'water', 'tomato sauce', 'chicken bouillon granule', 'beef bouillon granule', 'onion powder', 'garlic', 'pepper', 'pepper', 'seasoning salt', 'cumin powder', 'chili powder', 'paprika']",358.3,31.0,13.0,28.0,66.0,39.0,3.0,['american']
98,three step texas chili,204517,165,11,"['ground beef', 'shortening', 'beef broth', 'tomato sauce', 'onion powder', 'garlic', 'beef bouillon granule', 'chicken bouillon granule', 'water', 'cumin', 'pepper', 'pepper', 'salt', 'seasoning salt', 'chili powder', 'chili powder', 'paprika']",470.6,48.0,11.0,50.0,77.0,57.0,2.0,['american']
99,true texas pandemonium chili,284944,240,8,"['beef roast', 'durkee onion', 'chili pepper', 'chily', 'beef broth', 'water', 'tomato sauce', 'oil', 'chocolate square', 'm.s.g.', 'onion powder', 'beef bouillon granule', 'chicken bouillon granule', 'garlic', 'season salt', 'paprika', 'chili powder', 'goya', 'cumin powder', 'chili powder', 'chili powder']",795.2,85.0,29.0,77.0,112.0,106.0,6.0,"['american', 'mexican']"
100,onion garlic low cal salad dressing,23493,15,2,"['cottage cheese', 'cream', 'leaf parsley', 'garlic', 'wine vinegar', 'soy sauce', 'durkee onion', 'pepper']",46.4,2.0,1.0,8.0,10.0,4.0,0.0,['american']
101,rhonda s vegetable dip,343622,10,5,"['mayonnaise', 'cream', 'salt', 'sugar', 'bell pepper', 'cucumber', 'baby carrot', 'durkee onion', 'radish', 'garlic']",83.8,12.0,10.0,17.0,1.0,22.0,0.0,['american']
102,salmon casserole,48381,70,4,"['salmon', 'macaroni', 'cottage cheese', 'cream', 'durkee onion', 'leaf parsley', 'pepper']",282.1,22.0,5.0,10.0,23.0,45.0,8.0,['american']
103,virgin bell peppered mary,275278,10,5,"['bell pepper', 'cucumber', 'baby carrot', 'celery rib', 'ground cilantro', 'leaf parsley', 'garlic', 'ginger', 'cayenne pepper', 'sea salt', 'pepper', 'tomato juice']",85.1,1.0,45.0,10.0,6.0,0.0,6.0,"['american', 'french']"
104,garden fresh cottage cheese salad,357424,140,4,"['cottage cheese', 'mayonnaise', 'cream', 'cucumber', 'bell pepper', 'durkee onion', 'tomato', 'radish', 'salt', 'pepper']",213.9,18.0,10.0,27.0,33.0,28.0,3.0,-
105,homemade flour tortillas,131044,30,10,"['purpose flour', 'salt', 'baking powder', 'shortening', 'water']",189.7,13.0,0.0,10.0,6.0,10.0,8.0,['mexican']
106,my flour tortillas,9067,50,11,"['purpose flour', 'salt', 'baking powder', 'shortening', 'water']",227.6,13.0,0.0,18.0,8.0,11.0,10.0,['mexican']
107,tortilla wraps from scratch,224356,45,9,"['wheat flour', 'baking powder', 'salt', 'shortening', 'water']",156.5,7.0,0.0,14.0,6.0,6.0,7.0,['mexican']
108,tortillas de harina  flour tortillas,185603,20,8,"['wheat flour', 'shortening', 'baking powder', 'salt', 'sugar', 'water']",284.5,10.0,0.0,14.0,12.0,8.0,15.0,['mexican']
109,sarah s sopapillas,401817,40,6,"['wheat flour', 'baking powder', 'salt', 'shortening', 'water']",60.9,2.0,0.0,6.0,2.0,2.0,3.0,-
110,bouillabaisse,130187,40,19,"['oil', 'sausage', 'durkee onion', 'garlic', 'wine', 'champignon mushroom', 'tomato sauce', 'tomato', 'clam juice', 'garlic', 'leaf basil', 'leaf parsley', 'clam', 'shrimp', 'scallop', 'lobster tail', 'penne pasta']",449.0,32.0,28.0,51.0,81.0,31.0,6.0,['italian']
111,cannellini bean and shrimp stew,274017,70,27,"['shrimp', 'oil', 'wine', 'water', 'clam juice', 'leaf', 'durkee onion', 'tomato paste', 'garlic', 'thyme sprigs', 'salt', 'pepper flake', 'tomato', 'bean', 'parsley sprig']",349.3,7.0,27.0,23.0,57.0,4.0,15.0,['italian']
112,copycat olive garden seafood portofino,213275,30,30,"['butter', 'durkee onion', 'roux', 'milk', 'cream', 'shrimp stock', 'bay seasoning', 'wine', 'garlic', 'oil', 'champignon mushroom', 'penne pasta', 'leaf parsley', 'shrimp', 'crawfish tail meat', 'scallop', 'mussel']",643.5,35.0,12.0,45.0,92.0,51.0,15.0,['italian']
113,olive garden seafood portofino   lower fat,213273,30,28,"['butter', 'durkee onion', 'garlic', 'clam juice', 'wine', 'milk', 'half', 'shrimp stock', 'bay seasoning', 'cornstarch', 'oil', 'champignon mushroom', 'penne pasta', 'leaf parsley', 'shrimp', 'crawfish tail meat', 'scallop', 'mussel', 'pea']",495.1,14.0,15.0,46.0,93.0,16.0,16.0,['italian']
114,risotto coi frutti di mare  risotto with seafood,284538,135,27,"['squid', 'shrimp', 'oil', 'durkee onion', 'garlic', 'leaf parsley', 'wine', 'tomato', 'water', 'arborio rice', 'salt', 'pepper', 'cayenne pepper']",628.8,38.0,5.0,10.0,72.0,18.0,19.0,['italian']
115,bbq rub,39977,10,1,"['salt', 'sugar', 'sugar', 'chili powder', 'cumin powder', 'pepper', 'cayenne pepper', 'paprika']",422.9,15.0,226.0,589.0,20.0,7.0,30.0,-
116,cajun spicy barbecue rub,502942,5,2,"['salt', 'sugar', 'cumin', 'chili powder', 'pepper', 'cayenne pepper', 'paprika']",304.0,13.0,123.0,594.0,18.0,6.0,21.0,-
117,carolina bbq rub,191035,5,2,"['salt', 'sugar', 'sugar', 'cumin', 'chili powder', 'pepper', 'cayenne pepper', 'paprika']",422.3,15.0,226.0,589.0,20.0,7.0,30.0,-
118,magic dust bbq rub,373437,5,1,"['paprika', 'salt', 'sugar', 'mustard powder', 'chili powder', 'cumin', 'pepper', 'garlic', 'cayenne pepper']",413.1,20.0,138.0,597.0,30.0,8.0,25.0,-
119,okie bbq rub,409288,5,4,"['paprika', 'salt', 'sugar', 'mustard powder', 'chili powder', 'cumin', 'pepper', 'garlic', 'cayenne pepper']",413.1,20.0,138.0,597.0,30.0,8.0,25.0,-
120,butter beans,338437,60,4,"['bean', 'water', 'salt', 'pepper', 'margarine']",289.9,6.0,25.0,18.0,32.0,4.0,16.0,-
121,elswet s jasmine rice,109059,28,9,"['jasmine rice', 'salt', 'water', 'margarine', 'garlic', 'pepper', 'jasmine tea', 'water', 'seasoning salt']",364.6,23.0,0.0,31.0,8.0,13.0,16.0,-
122,my best pinto beans,337496,120,8,"['pinto bean', 'water', 'margarine', 'salt', 'pepper']",57.5,6.0,0.0,12.0,4.0,3.0,1.0,-
